Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,23.228262,[325  26] ; [48 18],[313.96402878  37.03597122] ; [59.03597122  6.96402878],1
b3,1,0.175109,1.838654,[ 93 136] ; [ 9 23],[ 89.49425287 139.50574713] ; [12.50574713 19.49425287],0
b2,1,0.175109,1.838654,[ 93 136] ; [ 9 23],[ 89.49425287 139.50574713] ; [12.50574713 19.49425287],0
p1,1,0.206972,1.592483,[ 33 323] ; [ 3 63],[ 30.36966825 325.63033175] ; [ 5.63033175 60.36966825],0
a3,1,0.254472,1.298583,[277  78] ; [48 19],[273.40047393  81.59952607] ; [51.59952607 15.40047393],0
a5,1,0.268492,1.224435,[282  74] ; [49 18],[278.57210402  77.42789598] ; [52.42789598 14.57210402],0
d4,1,0.280185,1.166193,[309  46] ; [55 12],[306.20853081  48.79146919] ; [57.79146919  9.20853081],0
n1,1,0.317592,0.998838,[19 41] ; [ 8 10],[20.76923077 39.23076923] ; [ 6.23076923 11.76923077],0
a7,1,0.334065,0.933077,[273  81] ; [48 19],[269.91448931  84.08551069] ; [51.08551069 15.91448931],0
d2,1,0.401298,0.704434,[181 173] ; [38 29],[184.14726841 169.85273159] ; [34.85273159 32.14726841],0
s5,1,0.405786,0.691113,[122 219] ; [26 37],[124.92079208 216.07920792] ; [23.07920792 39.92079208],0
a1,1,0.416156,0.661144,[ 19 337] ; [ 2 65],[ 17.67375887 338.32624113] ; [ 3.32624113 63.67375887],0
b5,1,0.426638,0.631957,[210 146] ; [43 24],[212.92671395 143.07328605] ; [40.07328605 26.92671395],0
r2,1,0.446434,0.579689,[331  18] ; [65  2],[332.22115385  16.77884615] ; [63.77884615  3.22115385],0
u3,1,0.450338,0.569802,[45 34] ; [ 9 10],[43.53061224 35.46938776] ; [10.46938776  8.53061224],0
d1,1,0.475085,0.510124,[234 122] ; [41 26],[231.44208038 124.55791962] ; [43.55791962 23.44208038],0
s1,1,0.475186,0.509892,[  6 344] ; [ 2 64],[  6.73076923 343.26923077] ; [ 1.26923077 64.73076923],0
p6,1,0.478777,0.501648,[142 208] ; [29 35],[144.56521739 205.43478261] ; [26.43478261 37.56521739],0
r4,1,0.481467,0.495538,[328  28] ; [60  7],[326.54373522  29.45626478] ; [61.45626478  5.54373522],0
v1,1,0.616096,0.251393,[238 108] ; [44 23],[236.25181598 109.74818402] ; [45.74818402 21.25181598],0
n2,1,0.644972,0.212298,[47 13] ; [15  3],[47.69230769 12.30769231] ; [14.30769231  3.69230769],0
u2,1,0.693875,0.154922,[43 35] ; [9 9],[42.25 35.75] ; [9.75 8.25],0
u4,1,0.694542,0.154212,[  8 348] ; [ 1 66],[  7.57446809 348.42553191] ; [ 1.42553191 65.57446809],0
s7,1,0.697789,0.150782,[184 157] ; [34 26],[185.38154613 155.61845387] ; [32.61845387 27.38154613],0
r1,1,0.762405,0.0914,[301  53] ; [56 11],[300.18527316  53.81472684] ; [56.81472684 10.18527316],0
u1,1,0.767952,0.087057,[ 74 282] ; [15 52],[ 74.90307329 281.09692671] ; [14.09692671 52.90307329],0
s8,1,0.816192,0.054031,[171 182] ; [33 33],[171.86634845 181.13365155] ; [32.13365155 33.86634845],0
a6,1,0.853071,0.0343,[253 102] ; [47 20],[252.36966825 102.63033175] ; [47.63033175 19.36966825],0
d3,1,0.860987,0.030666,[264  92] ; [49 18],[263.42316785  92.57683215] ; [49.57683215 17.42316785],0
b4,1,0.868159,0.027555,[214 142] ; [41 26],[214.60992908 141.39007092] ; [40.39007092 26.60992908],0
d5,1,0.894452,0.017602,[306  50] ; [58  9],[306.34515366  49.65484634] ; [57.65484634  9.34515366],0
n3,1,0.915824,0.011172,[51 11] ; [15  3],[51.15 10.85] ; [14.85  3.15],0
s3,1,0.966486,0.001765,[193 153] ; [37 29],[193.15533981 152.84466019] ; [36.84466019 29.15533981],0
