Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.001249,10.416013,[12 94] ; [12 22],[18.17142857 87.82857143] ; [ 5.82857143 28.17142857],0
s4,1,0.437219,0.60357,[13 92] ; [ 6 28],[14.35251799 90.64748201] ; [ 4.64748201 29.35251799],0
p3,1,0.491143,0.474021,[32 73] ; [ 8 25],[30.43478261 74.56521739] ; [ 9.56521739 23.43478261],0
a3,1,0.576214,0.312395,[56 49] ; [20 14],[57.41007194 47.58992806] ; [18.58992806 15.41007194],0
a4,1,0.618106,0.248539,[29 75] ; [11 23],[30.14492754 73.85507246] ; [ 9.85507246 24.14492754],0
p5,1,0.717765,0.130644,[  2 103] ; [ 1 33],[  2.26618705 102.73381295] ; [ 0.73381295 33.26618705],0
b4,1,0.735269,0.114328,[62 44] ; [21 13],[62.84285714 43.15714286] ; [20.15714286 13.84285714],0
s1,1,0.861916,0.030254,[ 7 97] ; [ 2 32],[ 6.7826087 97.2173913] ; [ 2.2173913 31.7826087],0
d2,1,0.89738,0.016634,[45 60] ; [15 19],[45.32374101 59.67625899] ; [14.67625899 19.32374101],0
b3,1,0.946411,0.004518,[21 41] ; [ 9 17],[21.13636364 40.86363636] ; [ 8.86363636 17.13636364],0
b2,1,0.946411,0.004518,[21 41] ; [ 9 17],[21.13636364 40.86363636] ; [ 8.86363636 17.13636364],0
n3,1,0.967217,0.001689,[21 18] ; [6 5],[21.06 17.94] ; [5.94 5.06],0
b1,1,0.990999,0.000127,[56 50] ; [18 16],[56.02857143 49.97142857] ; [17.97142857 16.02857143],0
