Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.00108,10.684587,[25 15] ; [ 8 25],[18.08219178 21.91780822] ; [14.91780822 18.08219178],0
v4,1,0.464358,0.535371,[32  8] ; [24  9],[30.68493151  9.31506849] ; [25.31506849  7.68493151],0
s6,1,0.470376,0.521092,[18 21] ; [17 14],[19.5 19.5] ; [15.5 15.5],0
u3,1,0.549563,0.3581,[8 7] ; [9 5],[8.79310345 6.20689655] ; [8.20689655 5.79310345],0
p4,1,0.58879,0.292239,[11 29] ; [11 22],[12.05479452 27.94520548] ; [ 9.94520548 23.05479452],0
v2,1,0.610786,0.259032,[20 19] ; [14 17],[18.94285714 20.05714286] ; [15.05714286 15.94285714],0
v3,1,0.651104,0.204511,[12 28] ; [ 7 21],[11.17647059 28.82352941] ; [ 7.82352941 20.17647059],0
a3,1,0.668709,0.183115,[25 15] ; [19 14],[24.10958904 15.89041096] ; [19.89041096 13.10958904],0
r1,1,0.711383,0.1369,[25 15] ; [22 11],[25.75342466 14.24657534] ; [21.24657534 11.75342466],0
d4,1,0.715064,0.133271,[34  6] ; [27  6],[33.42465753  6.57534247] ; [27.57534247  5.42465753],0
r3,1,0.721817,0.126758,[34  6] ; [29  4],[34.52054795  5.47945205] ; [28.47945205  4.52054795],0
n3,1,0.816334,0.053946,[8 6] ; [8 5],[8.2962963 5.7037037] ; [7.7037037 5.2962963],0
b4,1,0.825293,0.048727,[22 18] ; [19 14],[22.46575342 17.53424658] ; [18.53424658 14.46575342],0
p1,1,0.842908,0.039273,[ 2 38] ; [ 2 31],[ 2.19178082 37.80821918] ; [ 1.80821918 31.19178082],0
p12,1,0.8726,0.025714,[ 1 39] ; [ 1 31],[ 1.11111111 38.88888889] ; [ 0.88888889 31.11111111],0
n4,1,0.881277,0.022306,[14 26] ; [11 22],[13.69863014 26.30136986] ; [11.30136986 21.69863014],0
s1,1,0.895545,0.017237,[ 4 36] ; [ 3 30],[ 3.83561644 36.16438356] ; [ 3.16438356 29.83561644],0
s7,1,0.962035,0.002266,[12 26] ; [ 9 20],[11.91044776 26.08955224] ; [ 9.08955224 19.91044776],0
p6,1,0.979559,0.000656,[ 7 32] ; [ 6 27],[ 7.04166667 31.95833333] ; [ 5.95833333 27.04166667],0
s4,1,0.982712,0.00047,[11 29] ; [ 9 24],[10.95890411 29.04109589] ; [ 9.04109589 23.95890411],0
d2,1,0.9948,4.2e-05,[17 23] ; [14 19],[16.98630137 23.01369863] ; [14.01369863 18.98630137],0
