Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.027469,4.861111,[2 2] ; [ 2 22],[0.57142857 3.42857143] ; [ 3.42857143 20.57142857],0
s8,1,0.526093,0.401932,[ 2 10] ; [ 4 36],[ 1.38461538 10.61538462] ; [ 4.61538462 35.38461538],0
p1,1,0.526093,0.401932,[ 2 10] ; [ 4 36],[ 1.38461538 10.61538462] ; [ 4.61538462 35.38461538],0
a8,1,0.534779,0.385302,[ 1 11] ; [ 6 33],[ 1.64705882 10.35294118] ; [ 5.35294118 33.64705882],0
r4,1,0.568134,0.325815,[4 8] ; [10 30],[3.23076923 8.76923077] ; [10.76923077 29.23076923],0
a6,1,0.612334,0.25679,[5 7] ; [20 20],[5.76923077 6.23076923] ; [19.23076923 20.76923077],0
b5,1,0.612334,0.25679,[7 5] ; [20 20],[6.23076923 5.76923077] ; [20.76923077 19.23076923],0
d5,1,0.64638,0.210495,[6 6] ; [23 17],[6.69230769 5.30769231] ; [22.30769231 17.69230769],0
u1,1,0.664032,0.188662,[ 1 11] ; [ 2 38],[ 0.69230769 11.30769231] ; [ 2.30769231 37.69230769],0
s5,1,0.673105,0.177991,[ 1 11] ; [ 5 34],[ 1.41176471 10.58823529] ; [ 4.58823529 34.41176471],0
d4,1,0.674027,0.176927,[7 5] ; [26 14],[7.61538462 4.38461538] ; [25.38461538 14.61538462],0
a1,1,0.691929,0.157005,[ 1 11] ; [ 5 35],[ 1.38461538 10.61538462] ; [ 4.61538462 35.38461538],0
n6,1,0.696353,0.152293,[6 6] ; [17 22],[5.41176471 6.58823529] ; [17.58823529 21.41176471],0
n1,1,0.718816,0.12963,[1 2] ; [ 8 10],[1.28571429 1.71428571] ; [ 7.71428571 10.28571429],0
r2,1,0.749795,0.101704,[6 6] ; [21 17],[6.48 5.52] ; [20.52 17.48],0
d2,1,0.78472,0.074624,[5 7] ; [18 21],[5.41176471 6.58823529] ; [17.58823529 21.41176471],0
n4,1,0.826318,0.048148,[8 4] ; [28 12],[8.30769231 3.69230769] ; [27.69230769 12.30769231],0
b1,1,0.879168,0.023111,[6 6] ; [19 21],[5.76923077 6.23076923] ; [19.23076923 20.76923077],0
s4,1,0.924303,0.009028,[ 1 11] ; [ 3 37],[ 0.92307692 11.07692308] ; [ 3.07692308 36.92307692],0
p5,1,0.942421,0.005217,[ 1 11] ; [ 3 36],[ 0.94117647 11.05882353] ; [ 3.05882353 35.94117647],0
s2,1,0.946642,0.004479,[ 2 10] ; [ 7 33],[2.07692308 9.92307692] ; [ 6.92307692 33.07692308],0
d3,1,0.959129,0.002626,[5 7] ; [17 23],[5.07692308 6.92307692] ; [16.92307692 23.07692308],0
b4,1,0.959129,0.002626,[7 5] ; [23 17],[6.92307692 5.07692308] ; [23.07692308 16.92307692],0
p11,1,0.959129,0.002626,[5 7] ; [17 23],[5.07692308 6.92307692] ; [16.92307692 23.07692308],0
p3,1,1.0,0.0,[3 9] ; [10 30],[3. 9.] ; [10. 30.],0
u2,1,1.0,0.0,[1 3] ; [ 6 18],[1. 3.] ; [ 6. 18.],0
a5,1,1.0,0.0,[6 6] ; [20 20],[6. 6.] ; [20. 20.],0
