Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,4e-06,21.33781,[17 85] ; [19 14],[27.2 74.8] ; [ 8.8 24.2],1
d1,1,0.435878,0.60711,[42 61] ; [16 17],[43.92647059 59.07352941] ; [14.07352941 18.92647059],0
s1,1,0.473161,0.514585,[11 90] ; [ 5 27],[12.15037594 88.84962406] ; [ 3.84962406 28.15037594],0
n3,1,0.50439,0.445688,[22 20] ; [7 4],[22.98113208 19.01886792] ; [6.01886792 4.98113208],0
d4,1,0.515984,0.421914,[68 34] ; [24  9],[69.51111111 32.48888889] ; [22.48888889 10.51111111],0
p1,1,0.520221,0.413455,[10 93] ; [ 2 31],[ 9.08823529 93.91176471] ; [ 2.91176471 30.08823529],0
r2,1,0.521353,0.411215,[79 20] ; [28  5],[80.25 18.75] ; [26.75  6.25],0
d2,1,0.567522,0.326846,[42 58] ; [12 21],[40.60150376 59.39849624] ; [13.39849624 19.60150376],0
a6,1,0.59101,0.28877,[58 44] ; [17 16],[56.66666667 45.33333333] ; [18.33333333 14.66666667],0
a7,1,0.595822,0.281343,[64 38] ; [19 14],[62.71111111 39.28888889] ; [20.28888889 12.71111111],0
b2,1,0.652438,0.20284,[24 34] ; [ 6 11],[23.2 34.8] ; [ 6.8 10.2],0
b3,1,0.652438,0.20284,[24 34] ; [ 6 11],[23.2 34.8] ; [ 6.8 10.2],0
b1,1,0.674965,0.175849,[48 55] ; [14 19],[46.95588235 56.04411765] ; [15.04411765 17.95588235],0
p9,1,0.678787,0.171495,[43 54] ; [16 17],[44.02307692 52.97692308] ; [14.97692308 18.02307692],0
s4,1,0.683138,0.166615,[16 86] ; [ 6 26],[16.74626866 85.25373134] ; [ 5.25373134 26.74626866],0
u1,1,0.691453,0.157517,[10 93] ; [ 4 29],[10.60294118 92.39705882] ; [ 3.39705882 29.60294118],0
a1,1,0.691453,0.157517,[10 93] ; [ 4 29],[10.60294118 92.39705882] ; [ 3.39705882 29.60294118],0
b4,1,0.701048,0.147384,[57 46] ; [17 16],[56.04411765 46.95588235] ; [17.95588235 15.04411765],0
n1,1,0.741675,0.10866,[18 27] ; [5 6],[18.48214286 26.51785714] ; [4.51785714 6.48214286],0
n2,1,0.824807,0.049003,[27 18] ; [7 4],[27.32142857 17.67857143] ; [6.67857143 4.32142857],0
a4,1,0.855717,0.033062,[38 63] ; [13 20],[38.44029851 62.55970149] ; [12.55970149 20.44029851],0
d3,1,0.957399,0.002853,[52 50] ; [17 16],[52.13333333 49.86666667] ; [16.86666667 16.13333333],0
