Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,25.008301,[ 3 28] ; [20  7],[12.29310345 18.70689655] ; [10.70689655 16.29310345],1
p6,1,0.324872,0.969231,[ 3 27] ; [ 5 21],[ 4.28571429 25.71428571] ; [ 3.71428571 22.28571429],0
b5,1,0.407671,0.685583,[15 16] ; [16 11],[16.56896552 14.43103448] ; [14.43103448 12.56896552],0
a7,1,0.450124,0.570339,[13 18] ; [14 13],[14.43103448 16.56896552] ; [12.56896552 14.43103448],0
p5,1,0.49159,0.473045,[ 1 29] ; [ 2 25],[ 1.57894737 28.42105263] ; [ 1.42105263 25.57894737],0
p3,1,0.540843,0.373979,[ 7 24] ; [ 8 19],[ 8.01724138 22.98275862] ; [ 6.98275862 20.01724138],0
s3,1,0.573618,0.316667,[ 9 21] ; [10 17],[10. 20.] ; [ 9. 18.],0
s1,1,0.580398,0.305591,[ 5 26] ; [ 3 24],[ 4.27586207 26.72413793] ; [ 3.72413793 23.27586207],0
s4,1,0.580398,0.305591,[ 5 26] ; [ 3 24],[ 4.27586207 26.72413793] ; [ 3.72413793 23.27586207],0
u2,1,0.596613,0.280135,[ 4 11] ; [4 7],[ 4.61538462 10.38461538] ; [3.38461538 7.61538462],0
a6,1,0.635099,0.225209,[13 18] ; [13 14],[13.89655172 17.10344828] ; [12.10344828 14.89655172],0
a3,1,0.652577,0.202667,[16 14] ; [16 11],[16.84210526 13.15789474] ; [15.15789474 11.84210526],0
d4,1,0.670862,0.180595,[19 12] ; [18  9],[19.77586207 11.22413793] ; [17.22413793  9.77586207],0
b4,1,0.703651,0.144702,[18 13] ; [17 10],[18.70689655 12.29310345] ; [16.29310345 10.70689655],0
s6,1,0.723959,0.124731,[ 9 22] ; [ 9 18],[ 9.62068966 21.37931034] ; [ 8.37931034 18.62068966],0
d3,1,0.734535,0.114988,[14 17] ; [11 16],[13.36206897 17.63793103] ; [11.63793103 15.36206897],0
u3,1,0.734966,0.114601,[ 2 13] ; [2 9],[ 2.30769231 12.69230769] ; [1.69230769 9.30769231],0
s2,1,0.750343,0.101243,[ 8 23] ; [ 6 21],[ 7.48275862 23.51724138] ; [ 6.51724138 20.48275862],0
b1,1,0.763976,0.090158,[16 15] ; [15 12],[16.56896552 14.43103448] ; [14.43103448 12.56896552],0
a2,1,0.834462,0.043673,[ 4 27] ; [ 3 24],[ 3.74137931 27.25862069] ; [ 3.25862069 23.74137931],0
p1,1,0.858066,0.031982,[ 3 28] ; [ 3 24],[ 3.20689655 27.79310345] ; [ 2.79310345 24.20689655],0
a1,1,0.858066,0.031982,[ 3 28] ; [ 3 24],[ 3.20689655 27.79310345] ; [ 2.79310345 24.20689655],0
n4,1,0.863534,0.029542,[20 11] ; [18  9],[20.31034483 10.68965517] ; [17.68965517  9.31034483],0
r1,1,0.895812,0.017149,[12 19] ; [10 17],[11.75862069 19.24137931] ; [10.24137931 16.75862069],0
s7,1,0.896694,0.016858,[ 5 23] ; [ 5 21],[ 5.18518519 22.81481481] ; [ 4.81481481 21.18518519],0
p12,1,0.920745,0.009899,[ 1 30] ; [ 1 26],[ 1.06896552 29.93103448] ; [ 0.93103448 26.06896552],0
r2,1,0.969388,0.001473,[16 14] ; [14 12],[16.07142857 13.92857143] ; [13.92857143 12.07142857],0
v3,1,0.973953,0.001066,[ 7 24] ; [ 6 21],[ 6.94827586 24.05172414] ; [ 6.05172414 20.94827586],0
a4,1,1.0,0.0,[10 20] ; [ 9 18],[10. 20.] ; [ 9. 18.],0
