Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,4e-06,21.145981,[55  9] ; [40 41],[41.93103448 22.06896552] ; [53.06896552 27.93103448],1
a1,1,0.469606,0.522904,[ 6 58] ; [ 5 76],[ 4.85517241 59.14482759] ; [ 6.14482759 74.85517241],0
u1,1,0.500292,0.454318,[ 3 61] ; [ 6 75],[ 3.97241379 60.02758621] ; [ 5.02758621 75.97241379],0
a8,1,0.518619,0.41664,[ 6 56] ; [ 5 70],[ 4.97810219 57.02189781] ; [ 6.02189781 68.97810219],0
p8,1,0.53175,0.391047,[14 48] ; [22 59],[15.60839161 46.39160839] ; [20.39160839 60.60839161],0
b1,1,0.626041,0.237468,[29 35] ; [40 41],[30.45517241 33.54482759] ; [38.54482759 42.45517241],0
n4,1,0.648503,0.207792,[45 18] ; [55 26],[43.75 19.25] ; [56.25 24.75],0
u2,1,0.655306,0.199275,[7 8] ; [16 24],[6.27272727 8.72727273] ; [16.72727273 23.27272727],0
n6,1,0.679359,0.170848,[44 18] ; [60 21],[45.09090909 16.90909091] ; [58.90909091 22.09090909],0
d2,1,0.695919,0.152752,[28 36] ; [32 47],[26.85314685 37.14685315] ; [33.14685315 45.85314685],0
p6,1,0.71661,0.131764,[10 51] ; [15 65],[10.81560284 50.18439716] ; [14.18439716 65.81560284],0
p12,1,0.717542,0.13086,[ 3 59] ; [ 5 75],[ 3.49295775 58.50704225] ; [ 4.50704225 75.49295775],0
s1,1,0.744882,0.105882,[ 4 60] ; [ 4 76],[ 3.55555556 60.44444444] ; [ 4.44444444 75.55555556],0
d3,1,0.772414,0.083648,[22 42] ; [26 55],[21.1862069 42.8137931] ; [26.8137931 54.1862069],0
p1,1,0.784769,0.074588,[ 4 60] ; [ 6 75],[ 4.4137931 59.5862069] ; [ 5.5862069 75.4137931],0
p5,1,0.785667,0.073952,[ 2 60] ; [ 2 79],[ 1.73426573 60.26573427] ; [ 2.26573427 78.73426573],0
n5,1,0.803236,0.062081,[44 19] ; [55 26],[43.3125 19.6875] ; [55.6875 25.3125],0
b4,1,0.933357,0.006993,[36 28] ; [45 36],[35.75172414 28.24827586] ; [45.24827586 35.75172414],0
a6,1,0.948052,0.004245,[28 36] ; [35 46],[27.80689655 36.19310345] ; [35.19310345 45.80689655],0
s4,1,1.0,0.0,[12 52] ; [15 65],[12. 52.] ; [15. 65.],0
