Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,27.96811,[94  2] ; [38 18],[83.36842105 12.63157895] ; [48.63157895  7.36842105],1
d1,1,0.336967,0.921935,[44 52] ; [22 36],[41.14285714 54.85714286] ; [24.85714286 33.14285714],0
s3,1,0.344197,0.894737,[48 48] ; [24 33],[45.17647059 50.82352941] ; [26.82352941 30.17647059],0
p1,1,0.371811,0.797604,[11 85] ; [ 4 53],[ 9.41176471 86.58823529] ; [ 5.58823529 51.41176471],0
n5,1,0.461311,0.542712,[71 25] ; [39 18],[69.01960784 26.98039216] ; [40.98039216 16.01960784],0
p7,1,0.517407,0.419059,[53 41] ; [28 27],[51.10067114 42.89932886] ; [29.89932886 25.10067114],0
s1,1,0.533407,0.387898,[ 3 92] ; [ 3 55],[ 3.7254902 91.2745098] ; [ 2.2745098 55.7254902],0
a3,1,0.542751,0.370465,[61 35] ; [34 24],[59.22077922 36.77922078] ; [35.77922078 22.22077922],0
p2,1,0.577997,0.309484,[77 19] ; [42 13],[75.65562914 20.34437086] ; [43.34437086 11.65562914],0
a1,1,0.605056,0.267438,[ 7 89] ; [ 3 55],[ 6.23376623 89.76623377] ; [ 3.76623377 54.23376623],0
n3,1,0.628659,0.233883,[21  8] ; [18  5],[21.75  7.25] ; [17.25  5.75],0
p4,1,0.631976,0.22939,[51 45] ; [28 29],[49.56862745 46.43137255] ; [29.43137255 27.56862745],0
a5,1,0.641649,0.216592,[55 41] ; [31 27],[53.61038961 42.38961039] ; [32.38961039 25.61038961],0
n2,1,0.64638,0.210495,[23  6] ; [17  6],[22.30769231  6.69230769] ; [17.69230769  5.30769231],0
n1,1,0.665308,0.18714,[11 16] ; [ 8 15],[10.26 16.74] ; [ 8.74 14.26],0
s2,1,0.678967,0.171291,[43 53] ; [24 34],[41.76623377 54.23376623] ; [25.23376623 32.76623377],0
p5,1,0.69735,0.151244,[12 83] ; [ 6 51],[11.25 83.75] ; [ 6.75 50.25],0
p8,1,0.717582,0.130821,[47 48] ; [26 30],[45.92715232 49.07284768] ; [27.07284768 28.92715232],0
s7,1,0.758956,0.094158,[36 55] ; [24 33],[36.89189189 54.10810811] ; [23.10810811 33.89189189],0
u1,1,0.771564,0.084291,[ 4 92] ; [ 3 55],[ 4.36363636 91.63636364] ; [ 2.63636364 55.36363636],0
d2,1,0.78963,0.071178,[34 61] ; [22 36],[34.77124183 60.22875817] ; [21.22875817 36.77124183],0
v2,1,0.798665,0.065064,[40 52] ; [26 31],[40.75167785 51.24832215] ; [25.24832215 31.75167785],0
u2,1,0.83609,0.042806,[18 17] ; [13 11],[18.38983051 16.61016949] ; [12.61016949 11.38983051],0
a2,1,0.874636,0.024892,[ 9 87] ; [ 5 53],[ 8.72727273 87.27272727] ; [ 5.27272727 52.72727273],0
u3,1,0.962732,0.002183,[15 20] ; [10 13],[15.0862069 19.9137931] ; [ 9.9137931 13.0862069],0
