Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,41.890309,[43 49] ; [ 18 147],[21.83657588 70.16342412] ; [ 39.16342412 125.83657588],1
p4,1,0.169055,1.891308,[42 49] ; [ 62 104],[36.82490272 54.17509728] ; [67.17509728 98.82490272],0
a5,1,0.169553,1.886894,[64 30] ; [100  68],[58.83969466 35.16030534] ; [105.16030534  62.83969466],0
p9,1,0.185098,1.756207,[66 27] ; [103  61],[61.15564202 31.84435798] ; [107.84435798  56.15564202],0
n1,1,0.204331,1.611148,[ 6 20] ; [24 41],[ 8.57142857 17.42857143] ; [21.42857143 43.57142857],0
p3,1,0.227254,1.457969,[36 58] ; [ 52 116],[31.57251908 62.42748092] ; [ 56.42748092 111.57251908],0
n4,1,0.233644,1.418536,[66 27] ; [107  61],[61.64367816 31.35632184] ; [111.35632184  56.64367816],0
a6,1,0.234964,1.410558,[64 30] ; [102  66],[59.55725191 34.44274809] ; [106.44274809  61.55725191],0
p8,1,0.246817,1.341228,[40 52] ; [ 60 106],[35.65891473 56.34108527] ; [ 64.34108527 101.65891473],0
n2,1,0.26848,1.224498,[18  8] ; [38 29],[15.65591398 10.34408602] ; [40.34408602 26.65591398],0
n3,1,0.275514,1.189088,[19  7] ; [39 25],[16.75555556  9.24444444] ; [41.24444444 22.75555556],0
p1,1,0.285552,1.140473,[ 5 89] ; [ 15 152],[ 7.20306513 86.79693487] ; [ 12.79693487 154.20306513],0
b1,1,0.290172,1.118823,[34 60] ; [72 96],[38.03053435 55.96946565] ; [ 67.96946565 100.03053435],0
s4,1,0.30599,1.047906,[14 79] ; [ 18 150],[11.40229885 81.59770115] ; [ 20.59770115 147.40229885],0
p12,1,0.393676,0.727557,[ 4 89] ; [  4 163],[ 2.86153846 90.13846154] ; [  5.13846154 161.86153846],0
b5,1,0.404397,0.695212,[47 47] ; [93 75],[50.22900763 43.77099237] ; [89.77099237 78.22900763],0
p6,1,0.407063,0.687361,[17 75] ; [ 38 128],[19.6124031 72.3875969] ; [ 35.3875969 130.6124031],0
u2,1,0.419714,0.651116,[13 11] ; [34 42],[11.28 12.72] ; [35.72 40.28],0
s6,1,0.421199,0.646966,[37 56] ; [ 57 107],[34.0155642 58.9844358] ; [ 59.9844358 104.0155642],0
p2,1,0.462544,0.539732,[65 29] ; [108  59],[62.30651341 31.69348659] ; [110.69348659  56.30651341],0
u3,1,0.482765,0.492611,[12 13] ; [30 45],[10.5 14.5] ; [31.5 43.5],0
n5,1,0.532264,0.390068,[54 38] ; [104  62],[56.34108527 35.65891473] ; [101.65891473  64.34108527],0
a2,1,0.554865,0.348673,[16 78] ; [ 24 144],[14.35114504 79.64885496] ; [ 25.64885496 142.35114504],0
b2,1,0.572928,0.317807,[17 43] ; [31 64],[18.58064516 41.41935484] ; [29.41935484 65.58064516],0
b3,1,0.572928,0.317807,[17 43] ; [31 64],[18.58064516 41.41935484] ; [29.41935484 65.58064516],0
d2,1,0.732166,0.117132,[39 54] ; [ 66 100],[37.7027027 55.2972973] ; [67.2972973 98.7027027],0
s7,1,0.736047,0.113631,[21 68] ; [ 35 126],[19.936 69.064] ; [ 36.064 124.936],0
a8,1,0.743374,0.107183,[ 8 78] ; [ 17 143],[ 8.7398374 77.2601626] ; [ 16.2601626 143.7398374],0
b4,1,0.758035,0.094903,[55 39] ; [95 73],[53.81679389 40.18320611] ; [96.18320611 71.81679389],0
p5,1,0.789474,0.071285,[ 7 87] ; [ 14 153],[ 7.56321839 86.43678161] ; [ 13.43678161 153.56321839],0
a4,1,0.818481,0.05267,[33 61] ; [ 61 106],[33.85440613 60.14559387] ; [ 60.14559387 106.85440613],0
a1,1,0.842087,0.039691,[ 5 89] ; [  8 160],[ 4.66412214 89.33587786] ; [  8.33587786 159.66412214],0
s3,1,0.889802,0.019197,[24 68] ; [ 42 124],[23.53488372 68.46511628] ; [ 42.46511628 123.53488372],0
