Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,6.9e-05,15.850611,[21  6] ; [ 9 25],[13.27868852 13.72131148] ; [16.72131148 17.27868852],1
p1,1,0.095888,2.772646,[ 1 27] ; [ 6 30],[ 3.0625 24.9375] ; [ 3.9375 32.0625],0
a1,1,0.095888,2.772646,[ 1 27] ; [ 6 30],[ 3.0625 24.9375] ; [ 3.9375 32.0625],0
d5,1,0.19319,1.693122,[20  8] ; [20 16],[17.5 10.5] ; [22.5 13.5],0
s5,1,0.206202,1.597896,[ 6 20] ; [ 4 32],[ 4.19354839 21.80645161] ; [ 5.80645161 30.19354839],0
d2,1,0.236192,1.403182,[11 17] ; [19 16],[13.33333333 14.66666667] ; [16.66666667 18.33333333],0
d3,1,0.241781,1.370177,[15 13] ; [14 22],[12.6875 15.3125] ; [16.3125 19.6875],0
s1,1,0.264864,1.243153,[ 1 27] ; [ 4 32],[ 2.1875 25.8125] ; [ 2.8125 33.1875],0
b1,1,0.3135,1.015873,[16 12] ; [16 20],[14. 14.] ; [18. 18.],0
b5,1,0.3135,1.015873,[16 12] ; [16 20],[14. 14.] ; [18. 18.],0
u3,1,0.332373,0.939631,[2 9] ; [ 1 15],[1.22222222 9.77777778] ; [ 1.77777778 14.22222222],0
a5,1,0.355084,0.855204,[18 10] ; [19 17],[16.1875 11.8125] ; [20.8125 15.1875],0
a4,1,0.370028,0.803571,[11 17] ; [10 25],[ 9.33333333 18.66666667] ; [11.66666667 23.33333333],0
p12,1,0.393153,0.729167,[ 2 25] ; [ 1 35],[ 1.28571429 25.71428571] ; [ 1.71428571 34.28571429],0
d1,1,0.434967,0.609524,[ 9 19] ; [15 21],[10.5 17.5] ; [13.5 22.5],0
n4,1,0.46915,0.523977,[21  7] ; [24 12],[19.6875  8.3125] ; [25.3125 10.6875],0
n5,1,0.576863,0.311333,[19  9] ; [22 14],[17.9375 10.0625] ; [23.0625 12.9375],0
r2,1,0.644106,0.213412,[14 14] ; [19 15],[14.90322581 13.09677419] ; [18.09677419 15.90322581],0
a2,1,0.703239,0.145125,[ 4 24] ; [ 4 32],[ 3.5 24.5] ; [ 4.5 31.5],0
b3,1,0.728083,0.120879,[ 6 12] ; [10 16],[ 6.54545455 11.45454545] ; [ 9.45454545 16.54545455],0
b2,1,0.728083,0.120879,[ 6 12] ; [10 16],[ 6.54545455 11.45454545] ; [ 9.45454545 16.54545455],0
v3,1,0.737931,0.111953,[ 6 22] ; [ 9 27],[ 6.5625 21.4375] ; [ 8.4375 27.5625],0
a8,1,0.739112,0.110909,[ 5 20] ; [ 6 30],[ 4.50819672 20.49180328] ; [ 6.49180328 29.50819672],0
a3,1,0.774791,0.081861,[17 11] ; [20 15],[16.44444444 11.55555556] ; [20.55555556 14.44444444],0
a6,1,0.776708,0.080436,[15 13] ; [18 18],[14.4375 13.5625] ; [18.5625 17.4375],0
u1,1,0.794679,0.067725,[ 2 26] ; [ 2 34],[ 1.75 26.25] ; [ 2.25 33.75],0
u2,1,0.824016,0.049454,[3 8] ; [ 5 11],[3.25925926 7.74074074] ; [ 4.74074074 11.25925926],0
b4,1,0.842305,0.039579,[18 10] ; [24 12],[18.375  9.625] ; [23.625 12.375],0
n2,1,0.851054,0.035259,[4 3] ; [9 8],[3.79166667 3.20833333] ; [9.20833333 7.79166667],0
d4,1,0.863164,0.029704,[20  8] ; [25 11],[19.6875  8.3125] ; [25.3125 10.6875],0
a7,1,0.949673,0.003984,[15 13] ; [19 17],[14.875 13.125] ; [19.125 16.875],0
s7,1,0.955765,0.003077,[ 5 20] ; [ 7 27],[ 5.08474576 19.91525424] ; [ 6.91525424 27.08474576],0
