Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,6.2e-05,16.041667,[30 33] ; [186  66],[43.2 19.8] ; [172.8  79.2],1
b4,1,0.365242,0.819789,[34 29] ; [153 101],[37.16403785 25.83596215] ; [149.83596215 104.16403785],0
r3,1,0.404317,0.695449,[59  3] ; [246   7],[60.03174603  1.96825397] ; [244.96825397   8.03174603],0
a4,1,0.413733,0.668047,[35 28] ; [126 127],[32.09810127 30.90189873] ; [128.90189873 124.09810127],0
u4,1,0.414835,0.664901,[ 3 60] ; [  7 247],[ 1.9873817 61.0126183] ; [  8.0126183 245.9873817],0
s4,1,0.432106,0.617155,[15 48] ; [ 48 200],[12.76205788 50.23794212] ; [ 50.23794212 197.76205788],0
a1,1,0.447259,0.577589,[ 3 60] ; [ 19 235],[ 4.37223975 58.62776025] ; [ 17.62776025 236.37223975],0
d5,1,0.47187,0.517594,[49 13] ; [209  43],[50.94267516 11.05732484] ; [207.05732484  44.94267516],0
s6,1,0.474088,0.512431,[43 17] ; [188  59],[45.1465798 14.8534202] ; [185.8534202  61.1465798],0
s3,1,0.502719,0.449192,[36 27] ; [155  96],[38.32165605 24.67834395] ; [152.67834395  98.32165605],0
a5,1,0.577511,0.310276,[46 17] ; [194  60],[47.69716088 15.30283912] ; [192.30283912  61.69716088],0
a7,1,0.580702,0.305102,[47 15] ; [183  70],[45.26984127 16.73015873] ; [184.73015873  68.26984127],0
p3,1,0.58119,0.304316,[39 24] ; [166  87],[40.87025316 22.12974684] ; [164.12974684  88.87025316],0
b2,1,0.602157,0.271756,[14 19] ; [81 90],[15.36764706 17.63235294] ; [79.63235294 91.36764706],0
b3,1,0.602157,0.271756,[14 19] ; [81 90],[15.36764706 17.63235294] ; [79.63235294 91.36764706],0
s2,1,0.603783,0.269327,[40 23] ; [151 101],[38.2 24.8] ; [152.8  99.2],0
d3,1,0.670945,0.180498,[46 15] ; [184  69],[44.68152866 16.31847134] ; [185.31847134  67.68152866],0
p1,1,0.680466,0.169602,[ 8 54] ; [ 38 216],[ 9.02531646 52.97468354] ; [ 36.97468354 217.02531646],0
a3,1,0.731777,0.117486,[45 17] ; [189  64],[46.05714286 15.94285714] ; [187.94285714  65.05714286],0
a8,1,0.80982,0.057917,[ 7 47] ; [ 33 199],[ 7.55244755 46.44755245] ; [ 32.44755245 199.55244755],0
a6,1,0.812746,0.056115,[42 21] ; [164  88],[41.2 21.8] ; [164.8  87.2],0
n2,1,0.818225,0.052821,[13  5] ; [36 12],[13.36363636  4.63636364] ; [35.63636364 12.36363636],0
u2,1,0.839692,0.04092,[11  7] ; [38 27],[10.62650602  7.37349398] ; [38.37349398 26.62650602],0
s5,1,0.848341,0.036571,[26 31] ; [107 135],[25.35451505 31.64548495] ; [107.64548495 134.35451505],0
u3,1,0.878731,0.02328,[11  7] ; [41 24],[11.27710843  6.72289157] ; [40.72289157 24.27710843],0
r1,1,0.904292,0.014458,[52 11] ; [208  46],[51.67192429 11.32807571] ; [208.32807571  45.67192429],0
d1,1,0.939286,0.005802,[41 22] ; [164  90],[40.74132492 22.25867508] ; [164.25867508  89.74132492],0
v2,1,0.98382,0.000411,[37 26] ; [146 102],[37.07073955 25.92926045] ; [145.92926045 102.07073955],0
