Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.013443,6.109806,[11 18] ; [21  9],[15.72881356 13.27118644] ; [16.27118644 13.72881356],0
d4,1,0.29608,1.091766,[22  7] ; [19 11],[20.15254237  8.84745763] ; [20.84745763  9.15254237],0
p6,1,0.314982,1.009671,[ 4 25] ; [ 7 22],[ 5.5 23.5] ; [ 5.5 23.5],0
n3,1,0.355918,0.852245,[6 9] ; [8 6],[7.24137931 7.75862069] ; [6.75862069 7.24137931],0
v1,1,0.360172,0.837293,[ 8 20] ; [12 18],[ 9.65517241 18.34482759] ; [10.34482759 19.65517241],0
p4,1,0.365462,0.819035,[13 16] ; [10 20],[11.30508475 17.69491525] ; [11.69491525 18.30508475],0
a3,1,0.424962,0.636553,[16 12] ; [14 16],[14.48275862 13.51724138] ; [15.51724138 14.48275862],0
s4,1,0.475997,0.508019,[ 7 22] ; [ 5 25],[ 5.89830508 23.10169492] ; [ 6.10169492 23.89830508],0
r1,1,0.505928,0.44248,[ 9 20] ; [ 7 23],[ 7.86440678 21.13559322] ; [ 8.13559322 21.86440678],0
b5,1,0.5221,0.409742,[15 14] ; [18 12],[16.22033898 12.77966102] ; [16.77966102 13.22033898],0
a5,1,0.523508,0.406977,[13 16] ; [11 19],[11.79661017 17.20338983] ; [12.20338983 17.79661017],0
p5,1,0.532308,0.389984,[ 2 26] ; [ 1 28],[ 1.47368421 26.52631579] ; [ 1.52631579 27.47368421],0
u3,1,0.534359,0.386095,[5 8] ; [8 8],[5.82758621 7.17241379] ; [7.17241379 8.82758621],0
p9,1,0.585783,0.296979,[16 12] ; [15 15],[14.96551724 13.03448276] ; [16.03448276 13.96551724],0
p1,1,0.594816,0.282886,[ 1 27] ; [ 2 28],[ 1.44827586 26.55172414] ; [ 1.55172414 28.44827586],0
v3,1,0.63444,0.226088,[ 5 23] ; [ 4 26],[ 4.34482759 23.65517241] ; [ 4.65517241 25.34482759],0
v2,1,0.643116,0.214691,[10 18] ; [ 9 21],[ 9.17241379 18.82758621] ; [ 9.82758621 20.17241379],0
p8,1,0.647122,0.209548,[11 18] ; [ 9 19],[10.1754386 18.8245614] ; [ 9.8245614 18.1754386],0
a2,1,0.66872,0.183103,[ 2 27] ; [ 3 27],[ 2.45762712 26.54237288] ; [ 2.54237288 27.45762712],0
p7,1,0.67182,0.179481,[11 17] ; [13 16],[11.78947368 16.21052632] ; [12.21052632 16.78947368],0
s8,1,0.676395,0.174212,[ 5 24] ; [ 4 26],[ 4.42372881 24.57627119] ; [ 4.57627119 25.42372881],0
a6,1,0.682569,0.167248,[12 17] ; [14 16],[12.77966102 16.22033898] ; [13.22033898 16.77966102],0
n2,1,0.695627,0.153061,[8 8] ; [6 8],[7.46666667 8.53333333] ; [6.53333333 7.46666667],0
s7,1,0.751615,0.100179,[ 7 21] ; [ 6 22],[ 6.5 21.5] ; [ 6.5 21.5],0
n1,1,0.817521,0.053239,[ 4 12] ; [ 3 11],[ 3.73333333 12.26666667] ; [ 3.26666667 10.73333333],0
b3,1,0.825339,0.048701,[ 4 10] ; [ 4 12],[ 3.73333333 10.26666667] ; [ 4.26666667 11.73333333],0
b2,1,0.825339,0.048701,[ 4 10] ; [ 4 12],[ 3.73333333 10.26666667] ; [ 4.26666667 11.73333333],0
s6,1,0.850152,0.035693,[ 9 20] ; [10 20],[ 9.33898305 19.66101695] ; [ 9.66101695 20.33898305],0
a7,1,0.914137,0.011626,[17 12] ; [18 12],[17.20338983 11.79661017] ; [17.79661017 12.20338983],0
d2,1,0.931248,0.007443,[ 9 20] ; [ 9 21],[ 8.84745763 20.15254237] ; [ 9.15254237 20.84745763],0
s2,1,0.931248,0.007443,[ 9 20] ; [ 9 21],[ 8.84745763 20.15254237] ; [ 9.15254237 20.84745763],0
a8,1,0.958953,0.002649,[ 1 26] ; [ 1 28],[ 0.96428571 26.03571429] ; [ 1.03571429 27.96428571],0
