Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,52.637129,[104   3] ; [19 21],[89.53061224 17.46938776] ; [33.46938776  6.53061224],1
p6,1,0.116552,2.463055,[23 83] ; [ 4 35],[19.73793103 86.26206897] ; [ 7.26206897 31.73793103],0
n2,1,0.138479,2.19478,[27  9] ; [13 10],[24.40677966 11.59322034] ; [15.59322034  7.40677966],0
v2,1,0.140365,2.173957,[56 46] ; [16 23],[52.08510638 49.91489362] ; [19.91489362 19.08510638],0
p7,1,0.147949,2.093276,[35 69] ; [ 8 30],[31.49295775 72.50704225] ; [11.50704225 26.49295775],0
p3,1,0.152546,2.046607,[35 72] ; [ 8 31],[31.51369863 75.48630137] ; [11.48630137 27.51369863],0
p1,1,0.157511,1.997956,[  6 101] ; [ 5 35],[ 8.00680272 98.99319728] ; [ 2.99319728 37.00680272],0
u1,1,0.1668,1.911473,[21 86] ; [ 4 36],[18.19727891 88.80272109] ; [ 6.80272109 33.19727891],0
s4,1,0.199743,1.644254,[23 82] ; [ 5 35],[20.27586207 84.72413793] ; [ 7.72413793 32.27586207],0
u2,1,0.210829,1.565723,[22 11] ; [5 6],[20.25 12.75] ; [6.75 4.25],0
v3,1,0.22317,1.483871,[35 63] ; [10 30],[31.95652174 66.04347826] ; [13.04347826 26.95652174],0
d2,1,0.225459,1.469279,[56 50] ; [25 14],[59.2137931 46.7862069] ; [21.7862069 17.2137931],0
d3,1,0.245479,1.348853,[75 32] ; [24 16],[72.06122449 34.93877551] ; [26.93877551 13.06122449],0
a7,1,0.269242,1.220604,[72 35] ; [23 17],[69.14965986 37.85034014] ; [25.85034014 14.14965986],0
s3,1,0.276802,1.182724,[52 55] ; [15 24],[49.10273973 57.89726027] ; [17.89726027 21.10273973],0
n1,1,0.299588,1.076029,[17 18] ; [ 8 15],[15.0862069 19.9137931] ; [ 9.9137931 13.0862069],0
a1,1,0.339747,0.911386,[ 8 99] ; [ 5 35],[ 9.46258503 97.53741497] ; [ 3.53741497 36.46258503],0
n4,1,0.375327,0.785952,[70 37] ; [23 17],[67.69387755 39.30612245] ; [25.30612245 14.69387755],0
b5,1,0.400403,0.707116,[67 40] ; [22 18],[64.78231293 42.21768707] ; [24.21768707 15.78231293],0
a4,1,0.4035,0.697871,[55 52] ; [17 22],[52.76712329 54.23287671] ; [19.23287671 19.76712329],0
b1,1,0.408769,0.682379,[48 59] ; [21 19],[50.2244898 56.7755102] ; [18.7755102 21.2244898],0
a2,1,0.443196,0.587994,[25 82] ; [ 7 33],[23.29251701 83.70748299] ; [ 8.70748299 31.29251701],0
b4,1,0.499157,0.456729,[63 44] ; [26 14],[64.78231293 42.21768707] ; [24.21768707 15.78231293],0
p5,1,0.536626,0.381828,[ 5 98] ; [ 3 37],[ 5.76223776 97.23776224] ; [ 2.23776224 37.76223776],0
a3,1,0.61666,0.25059,[73 34] ; [29 11],[74.24489796 32.75510204] ; [27.75510204 12.24489796],0
n5,1,0.628044,0.234722,[63 43] ; [22 18],[61.71232877 44.28767123] ; [23.28767123 16.71232877],0
a5,1,0.630388,0.231534,[74 33] ; [26 14],[72.78911565 34.21088435] ; [27.21088435 12.78911565],0
b2,1,0.665018,0.187485,[28 43] ; [ 9 17],[27.08247423 43.91752577] ; [ 9.91752577 16.08247423],0
b3,1,0.665018,0.187485,[28 43] ; [ 9 17],[27.08247423 43.91752577] ; [ 9.91752577 16.08247423],0
a6,1,0.799539,0.064487,[64 43] ; [23 17],[63.32653061 43.67346939] ; [23.67346939 16.32653061],0
a8,1,0.861415,0.030476,[ 9 93] ; [ 3 35],[ 8.74285714 93.25714286] ; [ 3.25714286 34.74285714],0
d5,1,0.868119,0.027572,[87 20] ; [33  7],[87.34693878 19.65306122] ; [32.65306122  7.34693878],0
d1,1,0.877337,0.023823,[71 36] ; [26 14],[70.60544218 36.39455782] ; [26.39455782 13.60544218],0
p8,1,0.940155,0.005636,[22 85] ; [ 8 32],[21.83673469 85.16326531] ; [ 8.16326531 31.83673469],0
