Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.00369,8.430193,[24  5] ; [36 34],[17.57575758 11.42424242] ; [42.42424242 27.57575758],0
p1,1,0.495856,0.463794,[ 2 27] ; [ 8 62],[ 2.92929293 26.07070707] ; [ 7.07070707 62.92929293],0
p11,1,0.513764,0.426394,[12 17] ; [34 36],[13.47474747 15.52525253] ; [32.52525253 37.47474747],0
n3,1,0.539449,0.376562,[8 9] ; [18 14],[9.02040816 7.97959184] ; [16.97959184 15.02040816],0
p8,1,0.545813,0.364872,[ 6 23] ; [18 50],[ 7.17525773 21.82474227] ; [16.82474227 51.17525773],0
p4,1,0.54649,0.363642,[ 9 19] ; [18 51],[ 7.79381443 20.20618557] ; [19.20618557 49.79381443],0
v4,1,0.601608,0.272577,[18 10] ; [41 29],[16.85714286 11.14285714] ; [42.14285714 27.85714286],0
b1,1,0.621445,0.243842,[15 14] ; [40 30],[16.11111111 12.88888889] ; [38.88888889 31.11111111],0
v1,1,0.653012,0.202124,[10 19] ; [20 47],[ 9.0625 19.9375] ; [20.9375 46.0625],0
r2,1,0.677704,0.172722,[16 11] ; [36 30],[15.09677419 11.90322581] ; [36.90322581 29.09677419],0
a8,1,0.710776,0.137503,[ 1 24] ; [ 4 63],[ 1.35869565 23.64130435] ; [ 3.64130435 63.35869565],0
u2,1,0.723296,0.125356,[5 6] ; [13 20],[4.5 6.5] ; [13.5 19.5],0
p3,1,0.760161,0.093189,[ 5 23] ; [14 54],[ 5.54166667 22.45833333] ; [13.45833333 54.54166667],0
u3,1,0.840693,0.040404,[3 8] ; [ 8 25],[2.75 8.25] ; [ 8.25 24.75],0
p6,1,0.842006,0.039732,[ 4 25] ; [ 8 57],[ 3.70212766 25.29787234] ; [ 8.29787234 56.70212766],0
b5,1,0.875911,0.024384,[15 14] ; [35 35],[14.64646465 14.35353535] ; [35.35353535 34.64646465],0
p12,1,0.894928,0.017443,[ 1 28] ; [ 2 66],[ 0.89690722 28.10309278] ; [ 2.10309278 65.89690722],0
a6,1,0.93573,0.006502,[13 16] ; [32 38],[13.18181818 15.81818182] ; [31.81818182 38.18181818],0
a1,1,0.958674,0.002685,[ 3 26] ; [ 7 63],[ 2.92929293 26.07070707] ; [ 7.07070707 62.92929293],0
