Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.026692,4.910612,[15 43] ; [11 10],[19.08860759 38.91139241] ; [ 6.91139241 14.08860759],0
s4,1,0.393832,0.727078,[ 9 49] ; [ 5 16],[10.27848101 47.72151899] ; [ 3.72151899 17.27848101],0
s1,1,0.440466,0.595069,[ 6 52] ; [ 1 20],[ 5.13924051 52.86075949] ; [ 1.86075949 19.13924051],0
u1,1,0.440466,0.595069,[ 6 52] ; [ 1 20],[ 5.13924051 52.86075949] ; [ 1.86075949 19.13924051],0
a1,1,0.447654,0.576584,[ 1 57] ; [ 1 20],[ 1.46835443 56.53164557] ; [ 0.53164557 20.46835443],0
u3,1,0.490298,0.475872,[15 13] ; [6 3],[15.89189189 12.10810811] ; [5.10810811 3.89189189],0
r1,1,0.527318,0.399557,[37 21] ; [15  6],[38.17721519 19.82278481] ; [13.82278481  7.17721519],0
b1,1,0.593412,0.285047,[32 26] ; [13  8],[33.03797468 24.96202532] ; [11.96202532  9.03797468],0
b5,1,0.593412,0.285047,[32 26] ; [13  8],[33.03797468 24.96202532] ; [11.96202532  9.03797468],0
n1,1,0.608503,0.26236,[ 8 20] ; [2 3],[ 8.48484848 19.51515152] ; [1.51515152 3.48484848],0
b4,1,0.609021,0.261604,[35 23] ; [14  7],[35.97468354 22.02531646] ; [13.02531646  7.97468354],0
d5,1,0.619372,0.246752,[42 16] ; [14  7],[41.11392405 16.88607595] ; [14.88607595  6.11392405],0
a6,1,0.669823,0.18181,[30 28] ; [12  9],[30.83544304 27.16455696] ; [11.16455696  9.83544304],0
a3,1,0.669823,0.18181,[30 28] ; [12  9],[30.83544304 27.16455696] ; [11.16455696  9.83544304],0
p11,1,0.669823,0.18181,[28 30] ; [ 9 12],[27.16455696 30.83544304] ; [ 9.83544304 11.16455696],0
d1,1,0.690089,0.158989,[25 33] ; [ 8 13],[24.2278481 33.7721519] ; [ 8.7721519 12.2278481],0
p6,1,0.694623,0.154126,[13 43] ; [ 4 17],[12.36363636 43.63636364] ; [ 4.63636364 16.36363636],0
b3,1,0.71077,0.13751,[ 9 26] ; [2 8],[ 8.55555556 26.44444444] ; [2.44444444 7.55555556],0
b2,1,0.71077,0.13751,[ 9 26] ; [2 8],[ 8.55555556 26.44444444] ; [2.44444444 7.55555556],0
p7,1,0.770834,0.084846,[27 31] ; [ 9 12],[26.43037975 31.56962025] ; [ 9.56962025 11.43037975],0
u2,1,0.771756,0.084146,[14 14] ; [5 4],[14.37837838 13.62162162] ; [4.62162162 4.37837838],0
n3,1,0.773117,0.083117,[18  9] ; [3 2],[17.71875  9.28125] ; [3.28125 1.71875],0
a7,1,0.792798,0.069,[34 24] ; [13  8],[34.50632911 23.49367089] ; [12.49367089  8.50632911],0
s8,1,0.814255,0.055197,[ 7 50] ; [ 3 18],[ 7.30769231 49.69230769] ; [ 2.69230769 18.30769231],0
v4,1,0.845772,0.037837,[45 12] ; [17  4],[45.30769231 11.69230769] ; [16.69230769  4.30769231],0
s5,1,0.878001,0.023563,[10 47] ; [ 4 17],[10.23076923 46.76923077] ; [ 3.76923077 17.23076923],0
a2,1,0.892828,0.018151,[ 9 49] ; [ 3 18],[ 8.81012658 49.18987342] ; [ 3.18987342 17.81012658],0
d2,1,0.906338,0.013844,[24 34] ; [ 9 12],[24.2278481 33.7721519] ; [ 8.7721519 12.2278481],0
p1,1,0.929063,0.007925,[ 3 54] ; [ 1 20],[ 2.92307692 54.07692308] ; [ 1.07692308 19.92307692],0
r3,1,0.955444,0.003122,[50  8] ; [18  3],[49.92405063  8.07594937] ; [18.07594937  2.92405063],0
n6,1,0.958834,0.002664,[28 30] ; [10 11],[27.89873418 30.10126582] ; [10.10126582 10.89873418],0
p10,1,0.993442,6.8e-05,[11 47] ; [ 4 17],[11.01265823 46.98734177] ; [ 3.98734177 17.01265823],0
