Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,175.172905,[505  70] ; [ 63 101],[441.94857916 133.05142084] ; [126.05142084  37.94857916],1
p10,1,0.013106,6.154758,[531  44] ; [142  23],[522.93918919  52.06081081] ; [150.06081081  14.93918919],0
p12,1,0.013663,6.08117,[ 60 514] ; [  7 159],[ 51.97027027 522.02972973] ; [ 15.02972973 150.97027027],0
p2,1,0.019453,5.460315,[504  71] ; [132  32],[494.8579161  80.1420839] ; [141.1420839  22.8579161],0
n1,1,0.02223,5.227684,[43 56] ; [14 42],[36.40645161 62.59354839] ; [20.59354839 35.40645161],0
r4,1,0.023545,5.127867,[542  36] ; [147  19],[535.27150538  42.72849462] ; [153.72849462  12.27150538],0
v2,1,0.040074,4.214753,[338 218] ; [80 75],[326.87482419 229.12517581] ; [91.12517581 63.87482419],0
d4,1,0.052311,3.765782,[487  88] ; [130  36],[478.77867746  96.22132254] ; [138.22132254  27.77867746],0
r2,1,0.05772,3.601717,[546  24] ; [152  13],[541.30612245  28.69387755] ; [156.69387755   8.30612245],0
s6,1,0.075897,3.150638,[403 161] ; [106  59],[393.79423868 170.20576132] ; [115.20576132  49.79423868],0
b1,1,0.083647,2.992571,[209 369] ; [ 48 118],[199.65860215 378.34139785] ; [ 57.34139785 108.65860215],0
s3,1,0.128599,2.309334,[338 234] ; [86 78],[329.52173913 242.47826087] ; [94.47826087 69.52173913],0
s1,1,0.14641,2.109262,[ 19 550] ; [  2 164],[ 16.25714286 552.74285714] ; [  4.74285714 161.25714286],0
s2,1,0.166793,1.911536,[311 262] ; [80 86],[303.17050068 269.82949932] ; [87.82949932 78.17050068],0
a7,1,0.183425,1.769656,[414 163] ; [127  38],[420.6967655 156.3032345] ; [120.3032345  44.6967655],0
b3,1,0.186698,1.743487,[151 217] ; [25 51],[145.87387387 222.12612613] ; [30.12612613 45.87387387],0
b2,1,0.186698,1.743487,[151 217] ; [25 51],[145.87387387 222.12612613] ; [30.12612613 45.87387387],0
u4,1,0.247902,1.33509,[ 16 562] ; [  2 164],[ 13.98387097 564.01612903] ; [  4.01612903 161.98387097],0
n3,1,0.301857,1.06597,[78 21] ; [40 16],[75.36774194 23.63225806] ; [42.63225806 13.36774194],0
p1,1,0.360497,0.836162,[ 52 525] ; [ 11 152],[ 49.12297297 527.87702703] ; [ 13.87702703 149.12297297],0
v4,1,0.473086,0.514759,[555  21] ; [156   8],[553.42702703  22.57297297] ; [157.57297297   6.42702703],0
b5,1,0.47852,0.502234,[348 230] ; [105  61],[351.92741935 226.07258065] ; [101.07258065  64.92741935],0
u3,1,0.527697,0.398824,[80 57] ; [36 31],[77.90196078 59.09803922] ; [38.09803922 28.90196078],0
s5,1,0.662189,0.190876,[197 353] ; [ 55 107],[194.66292135 355.33707865] ; [ 57.33707865 104.66292135],0
a1,1,0.736481,0.113244,[ 28 550] ; [  7 159],[ 27.19086022 550.80913978] ; [  7.80913978 158.19086022],0
a6,1,0.845299,0.038072,[396 179] ; [113  53],[394.97300945 180.02699055] ; [114.02699055  51.97300945],0
b4,1,0.865491,0.028692,[330 248] ; [96 70],[330.9516129 247.0483871] ; [95.0483871 70.9516129],0
n2,1,0.888992,0.019483,[76 24] ; [42 14],[75.64102564 24.35897436] ; [42.35897436 13.64102564],0
d3,1,0.935181,0.006614,[402 174] ; [115  49],[402.42162162 173.57837838] ; [114.57837838  49.42162162],0
u2,1,0.942677,0.00517,[79 59] ; [38 29],[78.76097561 59.23902439] ; [38.23902439 28.76097561],0
