Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1.1e-05,19.352557,[28  5] ; [17 31],[18.33333333 14.66666667] ; [26.66666667 21.33333333],1
n6,1,0.307544,1.041195,[24 10] ; [28 19],[21.82716049 12.17283951] ; [30.17283951 16.82716049],0
p4,1,0.320856,0.985455,[14 20] ; [15 34],[11.87951807 22.12048193] ; [17.12048193 31.87951807],0
p8,1,0.327187,0.96,[12 23] ; [12 37],[10. 25.] ; [14. 35.],0
p10,1,0.346419,0.886531,[20 13] ; [24 24],[17.92592593 15.07407407] ; [26.07407407 21.92592593],0
p12,1,0.381464,0.76598,[ 2 33] ; [ 1 47],[ 1.26506024 33.73493976] ; [ 1.73493976 46.26506024],0
a3,1,0.392803,0.730247,[25 11] ; [29 19],[23.14285714 12.85714286] ; [30.85714286 17.14285714],0
a5,1,0.393626,0.727711,[21 15] ; [33 16],[22.87058824 13.12941176] ; [31.12941176 17.87058824],0
r2,1,0.399817,0.708875,[16 14] ; [29 17],[17.76315789 12.23684211] ; [27.23684211 18.76315789],0
p1,1,0.399998,0.708333,[ 3 33] ; [ 7 42],[ 4.23529412 31.76470588] ; [ 5.76470588 43.23529412],0
s3,1,0.404021,0.696325,[15 18] ; [17 30],[13.2 19.8] ; [18.8 28.2],0
u1,1,0.408409,0.683428,[ 4 32] ; [ 3 46],[ 2.96470588 33.03529412] ; [ 4.03529412 44.96470588],0
s7,1,0.423288,0.641168,[14 16] ; [18 30],[12.30769231 17.69230769] ; [19.69230769 28.30769231],0
r1,1,0.44343,0.58739,[12 23] ; [13 36],[10.41666667 24.58333333] ; [14.58333333 34.41666667],0
n5,1,0.476491,0.506884,[27  7] ; [41  7],[28.19512195  5.80487805] ; [39.80487805  8.19512195],0
a1,1,0.495029,0.465577,[ 4 32] ; [ 8 41],[ 5.08235294 30.91764706] ; [ 6.91764706 42.08235294],0
p5,1,0.541193,0.373333,[ 3 33] ; [ 6 42],[ 3.85714286 32.14285714] ; [ 5.14285714 42.85714286],0
a8,1,0.545399,0.365625,[ 3 27] ; [ 3 45],[ 2.30769231 27.69230769] ; [ 3.69230769 44.30769231],0
a2,1,0.562927,0.334661,[ 6 30] ; [ 6 43],[ 5.08235294 30.91764706] ; [ 6.91764706 42.08235294],0
b4,1,0.579573,0.306926,[22 14] ; [27 22],[20.75294118 15.24705882] ; [28.24705882 20.75294118],0
s4,1,0.582292,0.302544,[ 5 31] ; [ 9 40],[ 5.92941176 30.07058824] ; [ 8.07058824 40.92941176],0
s1,1,0.642793,0.215109,[ 2 34] ; [ 4 45],[ 2.54117647 33.45882353] ; [ 3.45882353 45.54117647],0
p3,1,0.770648,0.084988,[12 23] ; [15 33],[11.38554217 23.61445783] ; [15.61445783 32.38554217],0
a4,1,0.847345,0.037059,[15 21] ; [19 29],[14.57142857 21.42857143] ; [19.42857143 28.57142857],0
b1,1,0.872712,0.025669,[19 17] ; [25 24],[18.63529412 17.36470588] ; [25.36470588 23.63529412],0
d2,1,0.952989,0.003476,[17 18] ; [23 25],[16.86746988 18.13253012] ; [23.13253012 24.86746988],0
a6,1,0.966855,0.001727,[20 16] ; [27 22],[19.90588235 16.09411765] ; [27.09411765 21.90588235],0
