Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.912423,[326  22] ; [9 6],[321.15702479  26.84297521] ; [13.84297521  1.15702479],1
u1,1,0.381266,0.766614,[ 80 268] ; [ 2 13],[ 78.61157025 269.38842975] ; [ 3.38842975 11.61157025],0
b1,1,0.382601,0.762328,[146 202] ; [8 7],[147.63636364 200.36363636] ; [6.36363636 8.63636364],0
b4,1,0.453848,0.561024,[198 150] ; [10  5],[199.40495868 148.59504132] ; [8.59504132 6.40495868],0
a4,1,0.454764,0.558751,[173 174] ; [6 9],[171.58287293 175.41712707] ; [7.41712707 7.58287293],0
p4,1,0.462882,0.538918,[238 107] ; [9 6],[236.70833333 108.29166667] ; [10.29166667  4.70833333],0
s7,1,0.476854,0.506048,[250  84] ; [10  5],[248.8252149  85.1747851] ; [11.1747851  3.8252149],0
v1,1,0.498515,0.458097,[209 128] ; [8 7],[207.75284091 129.24715909] ; [9.24715909 5.75284091],0
p2,1,0.504767,0.4449,[298  48] ; [12  3],[297.11911357  48.88088643] ; [12.88088643  2.11911357],0
s5,1,0.511601,0.430792,[160 172] ; [8 6],[161.20231214 170.79768786] ; [6.79768786 7.20231214],0
v4,1,0.513211,0.427516,[335  12] ; [14  1],[334.53867403  12.46132597] ; [14.46132597  0.53867403],0
p12,1,0.521827,0.410281,[ 42 304] ; [ 1 14],[ 41.2132964 304.7867036] ; [ 1.7867036 13.2132964],0
d2,1,0.56651,0.328558,[187 158] ; [7 8],[185.91666667 159.08333333] ; [8.08333333 6.91666667],0
p6,1,0.572287,0.318871,[157 185] ; [8 7],[158.06722689 183.93277311] ; [6.93277311 8.06722689],0
n2,1,0.611149,0.258505,[52 13] ; [7 1],[52.53424658 12.46575342] ; [6.46575342 1.53424658],0
n1,1,0.673942,0.177026,[27 37] ; [4 4],[27.55555556 36.44444444] ; [3.44444444 4.55555556],0
n4,1,0.687822,0.161453,[313  34] ; [14  1],[313.45027624  33.54972376] ; [13.54972376  1.45027624],0
a6,1,0.719637,0.128841,[222 122] ; [9 6],[221.34818942 122.65181058] ; [9.65181058 5.34818942],0
a5,1,0.74531,0.105515,[265  82] ; [12  3],[265.52209945  81.47790055] ; [11.47790055  3.52209945],0
n3,1,0.745777,0.105114,[45 21] ; [5 3],[44.59459459 21.40540541] ; [5.40540541 2.59459459],0
s3,1,0.758723,0.094346,[305  40] ; [12  2],[304.63788301  40.36211699] ; [12.36211699  1.63788301],0
p8,1,0.805162,0.060847,[194 149] ; [8 7],[193.53631285 149.46368715] ; [8.46368715 6.53631285],0
p5,1,0.823748,0.049607,[ 53 290] ; [ 2 13],[ 52.69553073 290.30446927] ; [ 2.30446927 12.69553073],0
n6,1,0.839992,0.040765,[317  28] ; [14  1],[317.20833333  27.79166667] ; [13.79166667  1.20833333],0
a1,1,0.881269,0.022309,[ 20 328] ; [ 1 14],[ 20.1322314 327.8677686] ; [ 0.8677686 14.1322314],0
a3,1,0.897825,0.016489,[272  74] ; [12  3],[272.19944598  73.80055402] ; [11.80055402  3.19944598],0
u3,1,0.901579,0.015293,[48 28] ; [2 1],[48.10126582 27.89873418] ; [1.89873418 1.10126582],0
b3,1,0.987693,0.000238,[ 92 130] ; [5 7],[ 92.02564103 129.97435897] ; [4.97435897 7.02564103],0
b2,1,0.987693,0.000238,[ 92 130] ; [5 7],[ 92.02564103 129.97435897] ; [4.97435897 7.02564103],0
