Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.571791,[410  23] ; [8 5],[405.8161435  27.1838565] ; [12.1838565  0.8161435],1
a6,1,0.179628,1.800698,[333  97] ; [8 5],[330.99322799  99.00677201] ; [10.00677201  2.99322799],0
p9,1,0.228148,1.45237,[376  51] ; [10  3],[374.59545455  52.40454545] ; [11.40454545  1.59545455],0
p6,1,0.2321,1.427948,[169 259] ; [ 3 10],[166.92970522 261.07029478] ; [5.07029478 7.92970522],0
s3,1,0.264595,1.244553,[299 127] ; [6 5],[297.32265446 128.67734554] ; [7.67734554 3.32265446],0
n3,1,0.28334,1.150998,[68 22] ; [4 3],[66.80412371 23.19587629] ; [5.19587629 1.80412371],0
p5,1,0.293216,1.104794,[ 56 374] ; [ 3 10],[ 57.26862302 372.73137698] ; [ 1.73137698 11.26862302],0
v4,1,0.299866,1.074791,[420  12] ; [12  1],[419.37977528  12.62022472] ; [12.62022472  0.37977528],0
a4,1,0.41728,0.657963,[195 237] ; [4 8],[193.62162162 238.37837838] ; [5.37837838 6.62162162],0
b3,1,0.43151,0.618756,[ 89 166] ; [2 7],[ 87.89772727 167.10227273] ; [3.10227273 5.89772727],0
b2,1,0.43151,0.618756,[ 89 166] ; [2 7],[ 87.89772727 167.10227273] ; [3.10227273 5.89772727],0
b5,1,0.451338,0.567291,[290 143] ; [10  3],[291.25560538 141.74439462] ; [8.74439462 4.25560538],0
d1,1,0.454451,0.559526,[277 156] ; [7 6],[275.72197309 157.27802691] ; [8.27802691 4.72197309],0
v3,1,0.507282,0.439669,[166 250] ; [4 9],[164.84848485 251.15151515] ; [5.15151515 7.84848485],0
n4,1,0.522329,0.409292,[332 100] ; [9 4],[331.03820225 100.96179775] ; [9.96179775 3.03820225],0
a2,1,0.544475,0.367309,[134 299] ; [ 3 10],[133.00672646 299.99327354] ; [3.99327354 9.00672646],0
n5,1,0.553913,0.350353,[329 102] ; [9 4],[328.1036036 102.8963964] ; [9.8963964 3.1036036],0
n2,1,0.581897,0.303177,[69 21] ; [6 1],[69.58762887 20.41237113] ; [5.41237113 1.58762887],0
u3,1,0.582565,0.302106,[80 37] ; [4 1],[80.55737705 36.44262295] ; [3.44262295 1.55737705],0
s8,1,0.613208,0.25553,[229 201] ; [6 7],[228.10383747 201.89616253] ; [6.89616253 6.10383747],0
a3,1,0.658598,0.195232,[313 119] ; [8 4],[312.32432432 119.67567568] ; [8.67567568 3.32432432],0
p12,1,0.732613,0.116726,[ 46 386] ; [ 1 12],[ 45.62696629 386.37303371] ; [ 1.37303371 11.62696629],0
s5,1,0.733507,0.115916,[174 246] ; [6 7],[174.59584296 245.40415704] ; [5.40415704 7.59584296],0
v1,1,0.746868,0.104181,[239 180] ; [8 5],[239.56712963 179.43287037] ; [7.43287037 5.56712963],0
d2,1,0.77199,0.083968,[214 216] ; [7 6],[214.51467269 215.48532731] ; [6.48532731 6.51467269],0
s4,1,0.781669,0.076809,[ 85 341] ; [ 3 10],[ 85.39407745 340.60592255] ; [ 2.60592255 10.39407745],0
u2,1,0.82025,0.05163,[76 41] ; [3 2],[75.76229508 41.23770492] ; [3.23770492 1.76229508],0
s7,1,0.824099,0.049407,[242 172] ; [8 5],[242.38875878 171.61124122] ; [7.61124122 5.38875878],0
d4,1,0.861111,0.030611,[372  59] ; [11  2],[371.78603604  59.21396396] ; [11.21396396  1.78603604],0
p8,1,0.991786,0.000106,[230 196] ; [7 6],[229.98177677 196.01822323] ; [7.01822323 5.98177677],0
