Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,4.2e-05,16.766161,[40 30] ; [14 49],[28.42105263 41.57894737] ; [25.57894737 37.42105263],1
u1,1,0.638226,0.22107,[ 5 65] ; [ 6 58],[ 5.74626866 64.25373134] ; [ 5.25373134 58.74626866],0
s7,1,0.745252,0.105564,[21 43] ; [21 38],[21.85365854 42.14634146] ; [20.14634146 38.85365854],0
n1,1,0.760015,0.093306,[ 8 15] ; [ 9 14],[ 8.5 14.5] ; [ 8.5 14.5],0
p3,1,0.777446,0.079891,[25 44] ; [21 41],[24.22900763 44.77099237] ; [21.77099237 40.22900763],0
d1,1,0.780307,0.077796,[41 29] ; [39 25],[41.79104478 28.20895522] ; [38.20895522 25.79104478],0
b4,1,0.797082,0.066113,[42 28] ; [37 27],[41.26865672 28.73134328] ; [37.73134328 26.26865672],0
p9,1,0.829868,0.046169,[44 25] ; [40 21],[44.58461538 24.41538462] ; [39.41538462 21.58461538],0
p10,1,0.832257,0.044863,[40 28] ; [37 24],[40.58914729 27.41085271] ; [36.41085271 24.58914729],0
r2,1,0.881033,0.022398,[60  8] ; [57  7],[60.27272727  7.72727273] ; [56.72727273  7.27272727],0
p6,1,0.904754,0.014318,[16 50] ; [14 46],[15.71428571 50.28571429] ; [14.28571429 45.71428571],0
s1,1,0.938459,0.005961,[ 3 64] ; [ 3 60],[ 3.09230769 63.90769231] ; [ 2.90769231 60.09230769],0
s3,1,0.944556,0.004837,[31 36] ; [30 34],[31.19847328 35.80152672] ; [29.80152672 34.19847328],0
v3,1,0.944554,0.004837,[17 47] ; [16 43],[17.17073171 46.82926829] ; [15.82926829 43.17073171],0
p4,1,0.955533,0.003109,[31 38] ; [28 35],[30.84090909 38.15909091] ; [28.15909091 34.84090909],0
d3,1,0.984098,0.000397,[49 21] ; [44 19],[48.94736842 21.05263158] ; [44.05263158 18.94736842],0
d4,1,0.988669,0.000202,[59 11] ; [54 10],[59.02985075 10.97014925] ; [53.97014925 10.02985075],0
