Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u2,1,0.003,8.807619,[2 8] ; [48 22],[6.25 3.75] ; [43.75 26.25],0
a6,1,0.347222,0.883582,[36 23] ; [186  90],[39.09850746 19.90149254] ; [182.90149254  93.09850746],0
u4,1,0.394466,0.725131,[ 1 58] ; [ 11 267],[ 2.10089021 56.89910979] ; [  9.89910979 268.10089021],0
a1,1,0.409771,0.679466,[ 2 57] ; [ 17 261],[ 3.3264095 55.6735905] ; [ 15.6735905 262.3264095],0
b3,1,0.411212,0.675294,[12 24] ; [ 74 108],[14.20183486 21.79816514] ; [ 71.79816514 110.20183486],0
b2,1,0.411212,0.675294,[12 24] ; [ 74 108],[14.20183486 21.79816514] ; [ 71.79816514 110.20183486],0
p10,1,0.431869,0.617792,[52  6] ; [235  39],[50.13855422  7.86144578] ; [236.86144578  37.13855422],0
a4,1,0.431899,0.61771,[31 28] ; [129 146],[28.26347305 30.73652695] ; [131.73652695 143.26347305],0
b4,1,0.444228,0.585336,[34 25] ; [175 103],[36.59050445 22.40949555] ; [172.40949555 105.59050445],0
s1,1,0.452051,0.565503,[ 1 57] ; [ 10 262],[ 1.93333333 56.06666667] ; [  9.06666667 262.93333333],0
p3,1,0.462636,0.539511,[36 23] ; [154 122],[33.46268657 25.53731343] ; [156.53731343 119.46268657],0
n6,1,0.494203,0.467363,[53  6] ; [238  37],[51.40419162  7.59580838] ; [239.59580838  35.40419162],0
n5,1,0.498603,0.457908,[47 12] ; [230  46],[48.78507463 10.21492537] ; [228.21492537  47.78507463],0
p8,1,0.602001,0.271988,[34 22] ; [156 118],[32.24242424 23.75757576] ; [157.75757576 116.24242424],0
p6,1,0.607043,0.264503,[28 29] ; [123 148],[26.24085366 30.75914634] ; [124.75914634 146.24085366],0
s7,1,0.617366,0.249587,[39 19] ; [169  96],[37.3498452 20.6501548] ; [170.6501548  94.3498452],0
d3,1,0.630487,0.231401,[44 15] ; [198  79],[42.49404762 16.50595238] ; [199.50595238  77.49404762],0
b1,1,0.676382,0.174228,[24 35] ; [105 173],[22.58456973 36.41543027] ; [106.41543027 171.58456973],0
p1,1,0.695112,0.153607,[ 7 52] ; [ 28 248],[ 6.1641791 52.8358209] ; [ 28.8358209 247.1641791],0
n2,1,0.711219,0.137062,[12  2] ; [44 10],[11.52941176  2.47058824] ; [44.47058824  9.52941176],0
p9,1,0.723613,0.125057,[53  5] ; [248  28],[52.26946108  5.73053892] ; [248.73053892  27.26946108],0
p4,1,0.754062,0.098149,[41 18] ; [186  90],[39.97910448 19.02089552] ; [187.02089552  88.97910448],0
u3,1,0.767931,0.087074,[7 3] ; [47 25],[6.58536585 3.41463415] ; [47.41463415 24.58536585],0
b5,1,0.802529,0.062538,[39 20] ; [179  99],[38.16617211 20.83382789] ; [179.83382789  98.16617211],0
v4,1,0.840483,0.040512,[57  2] ; [268   8],[57.23880597  1.76119403] ; [267.76119403   8.23880597],0
p5,1,0.842179,0.039644,[ 9 50] ; [ 45 231],[ 9.51044776 49.48955224] ; [ 44.48955224 231.51044776],0
r1,1,0.850693,0.035432,[50  9] ; [232  45],[49.51785714  9.48214286] ; [232.48214286  44.51785714],0
a5,1,0.916512,0.010989,[46 13] ; [215  63],[45.69436202 13.30563798] ; [215.30563798  62.69436202],0
a2,1,0.927972,0.008172,[16 43] ; [ 77 201],[16.28189911 42.71810089] ; [ 76.71810089 201.28189911],0
a7,1,0.96031,0.002476,[43 16] ; [201  76],[42.8452381 16.1547619] ; [201.1547619  75.8452381],0
d4,1,0.974959,0.000985,[51  8] ; [239  37],[51.07462687  7.92537313] ; [238.92537313  37.07462687],0
p11,1,0.977295,0.00081,[47 12] ; [221  57],[46.91988131 12.08011869] ; [221.08011869  56.91988131],0
