Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,65.017488,[58 10] ; [13 61],[34. 34.] ; [37. 37.],1
d1,1,0.313494,1.015896,[38 31] ; [35 40],[34.97916667 34.02083333] ; [38.02083333 36.97916667],0
u4,1,0.347664,0.881966,[ 4 65] ; [ 2 73],[ 2.875 66.125] ; [ 3.125 71.875],0
b4,1,0.352124,0.865789,[43 26] ; [41 34],[40.25 28.75] ; [43.75 31.25],0
a6,1,0.359931,0.838135,[36 31] ; [46 29],[38.69014085 28.30985915] ; [43.30985915 31.69014085],0
p7,1,0.38376,0.758621,[27 39] ; [25 49],[24.51428571 41.48571429] ; [27.48571429 46.51428571],0
b5,1,0.407286,0.68671,[46 23] ; [45 30],[43.60416667 25.39583333] ; [47.39583333 27.60416667],0
p1,1,0.427831,0.628703,[ 6 63] ; [ 4 71],[ 4.79166667 64.20833333] ; [ 5.20833333 69.79166667],0
u3,1,0.438389,0.600495,[16  7] ; [19 13],[14.63636364  8.36363636] ; [20.36363636 11.63636364],0
n1,1,0.450913,0.568356,[11  9] ; [10 13],[ 9.76744186 10.23255814] ; [11.23255814 11.76744186],0
r3,1,0.465124,0.533535,[67  2] ; [71  4],[66.125  2.875] ; [71.875  3.125],0
n5,1,0.466978,0.529118,[46 23] ; [45 29],[43.90909091 25.09090909] ; [47.09090909 26.90909091],0
v3,1,0.543785,0.368569,[25 37] ; [25 46],[23.30827068 38.69172932] ; [26.69172932 44.30827068],0
d4,1,0.554793,0.348801,[52 15] ; [55 20],[50.48591549 16.51408451] ; [56.51408451 18.48591549],0
n4,1,0.616101,0.251385,[46 23] ; [47 28],[44.5625 24.4375] ; [48.4375 26.5625],0
n2,1,0.631827,0.229592,[17  4] ; [18  6],[16.33333333  4.66666667] ; [18.66666667  5.33333333],0
a2,1,0.649763,0.206198,[14 55] ; [13 62],[12.9375 56.0625] ; [14.0625 60.9375],0
r2,1,0.707002,0.14129,[67  2] ; [71  3],[66.58741259  2.41258741] ; [71.41258741  2.58741259],0
r1,1,0.70943,0.138847,[56 13] ; [59 16],[55.10416667 13.89583333] ; [59.89583333 15.10416667],0
a8,1,0.716178,0.132184,[ 8 59] ; [ 7 63],[ 7.33576642 59.66423358] ; [ 7.66423358 62.33576642],0
n6,1,0.753007,0.099021,[52 16] ; [59 16],[52.78321678 15.21678322] ; [58.21678322 16.78321678],0
p8,1,0.764345,0.089868,[16 53] ; [19 56],[16.77083333 52.22916667] ; [18.22916667 56.77083333],0
d3,1,0.806123,0.060236,[38 29] ; [41 34],[37.27464789 29.72535211] ; [41.72535211 33.27464789],0
a7,1,0.834471,0.043669,[43 26] ; [48 27],[43.60416667 25.39583333] ; [47.39583333 27.60416667],0
u2,1,0.835665,0.043032,[14  9] ; [18 13],[13.62962963  9.37037037] ; [18.37037037 12.62962963],0
b2,1,0.888794,0.019553,[17 30] ; [16 30],[16.67741935 30.32258065] ; [16.32258065 29.67741935],0
b3,1,0.888794,0.019553,[17 30] ; [16 30],[16.67741935 30.32258065] ; [16.32258065 29.67741935],0
a1,1,0.903395,0.014731,[ 4 65] ; [ 4 71],[ 3.83333333 65.16666667] ; [ 4.16666667 70.83333333],0
p3,1,0.929873,0.007745,[24 44] ; [27 48],[24.25174825 43.74825175] ; [26.74825175 48.25174825],0
p5,1,0.946199,0.004554,[ 5 60] ; [ 6 69],[ 5.10714286 59.89285714] ; [ 5.89285714 69.10714286],0
b1,1,0.98335,0.000436,[33 36] ; [36 39],[33.0625 35.9375] ; [35.9375 39.0625],0
n3,1,1.0,0.0,[16  5] ; [16  5],[16.  5.] ; [16.  5.],0
