Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.680471,[28 18] ; [ 1 24],[18.78873239 27.21126761] ; [10.21126761 14.78873239],1
s5,1,0.120813,2.406746,[10 34] ; [ 2 23],[ 7.65217391 36.34782609] ; [ 4.34782609 20.65217391],0
s4,1,0.140095,2.176915,[10 36] ; [ 2 23],[ 7.77464789 38.22535211] ; [ 4.22535211 20.77464789],0
r2,1,0.155143,2.020939,[33 11] ; [14 10],[30.41176471 13.58823529] ; [16.58823529  7.41176471],0
d4,1,0.180547,1.793117,[33 13] ; [14 11],[30.45070423 15.54929577] ; [16.54929577  8.45070423],0
b2,1,0.184218,1.763265,[10 18] ; [11  9],[12.25 15.75] ; [ 8.75 11.25],0
b3,1,0.184218,1.763265,[10 18] ; [11  9],[12.25 15.75] ; [ 8.75 11.25],0
p7,1,0.19238,1.699296,[16 30] ; [ 5 20],[13.6056338 32.3943662] ; [ 7.3943662 17.6056338],0
b4,1,0.220323,1.502269,[29 17] ; [12 13],[26.56338028 19.43661972] ; [14.43661972 10.56338028],0
p3,1,0.228213,1.451967,[13 32] ; [ 4 21],[10.92857143 34.07142857] ; [ 6.07142857 18.92857143],0
a7,1,0.248094,1.334006,[25 21] ; [10 15],[22.67605634 23.32394366] ; [12.32394366 12.67605634],0
u2,1,0.259656,1.270588,[ 7 10] ; [2 8],[ 5.66666667 11.33333333] ; [3.33333333 6.66666667],0
p8,1,0.37297,0.793747,[12 34] ; [ 4 20],[10.51428571 35.48571429] ; [ 5.48571429 18.51428571],0
a6,1,0.419714,0.651116,[23 23] ; [15 10],[24.61971831 21.38028169] ; [13.38028169 11.61971831],0
d1,1,0.431626,0.618445,[21 25] ; [ 9 16],[19.43661972 26.56338028] ; [10.56338028 14.43661972],0
p4,1,0.444724,0.584063,[13 33] ; [ 5 20],[11.66197183 34.33802817] ; [ 6.33802817 18.66197183],0
d5,1,0.444779,0.583923,[30 16] ; [14 11],[28.50704225 17.49295775] ; [15.49295775  9.50704225],0
a4,1,0.452811,0.563607,[15 31] ; [10 14],[16.42857143 29.57142857] ; [ 8.57142857 15.42857143],0
u1,1,0.460142,0.545549,[ 4 42] ; [ 1 24],[ 3.23943662 42.76056338] ; [ 1.76056338 23.23943662],0
v1,1,0.491428,0.473399,[14 30] ; [ 6 19],[12.75362319 31.24637681] ; [ 7.24637681 17.75362319],0
b1,1,0.510541,0.432958,[22 24] ; [14 11],[23.32394366 22.67605634] ; [12.67605634 12.32394366],0
d2,1,0.552843,0.352248,[21 24] ; [13 11],[22.17391304 22.82608696] ; [11.82608696 12.17391304],0
d3,1,0.628826,0.233657,[23 23] ; [11 14],[22.02816901 23.97183099] ; [11.97183099 13.02816901],0
s1,1,0.65553,0.198998,[ 4 42] ; [ 3 22],[ 4.53521127 41.46478873] ; [ 2.46478873 22.53521127],0
p12,1,0.656912,0.197297,[ 1 45] ; [ 1 24],[ 1.29577465 44.70422535] ; [ 0.70422535 24.29577465],0
a8,1,0.686995,0.162357,[ 3 43] ; [ 1 23],[ 2.62857143 43.37142857] ; [ 1.37142857 22.62857143],0
v3,1,0.768482,0.086649,[ 9 34] ; [ 6 19],[ 9.48529412 33.51470588] ; [ 5.51470588 19.48529412],0
a5,1,0.776876,0.080311,[26 20] ; [15 10],[26.56338028 19.43661972] ; [14.43661972 10.56338028],0
p1,1,0.786032,0.073694,[ 8 38] ; [ 5 20],[ 8.42253521 37.57746479] ; [ 4.57746479 20.42253521],0
a3,1,0.800799,0.063662,[29 17] ; [15 10],[28.50704225 17.49295775] ; [15.49295775  9.50704225],0
n1,1,0.822118,0.050545,[ 8 12] ; [4 5],[ 8.27586207 11.72413793] ; [3.72413793 5.27586207],0
a2,1,0.885593,0.020702,[ 5 41] ; [ 3 22],[ 5.18309859 40.81690141] ; [ 2.81690141 22.18309859],0
p5,1,0.957023,0.002904,[ 2 43] ; [ 1 23],[ 1.95652174 43.04347826] ; [ 1.04347826 22.95652174],0
