Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,5e-06,20.721334,[22 30] ; [201  70],[35.90092879 16.09907121] ; [187.09907121  83.90092879],1
r3,1,0.266161,1.236427,[49  4] ; [261  11],[50.55384615  2.44615385] ; [259.44615385  12.55384615],0
n1,1,0.307583,1.041028,[6 8] ; [20 49],[4.38554217 9.61445783] ; [21.61445783 47.38554217],0
b4,1,0.316721,1.002441,[28 25] ; [165 109],[31.28134557 21.71865443] ; [161.71865443 112.28134557],0
a3,1,0.324719,0.969844,[31 22] ; [179  94],[34.14110429 18.85889571] ; [175.85889571  97.14110429],0
s2,1,0.32845,0.955,[20 33] ; [122 149],[23.22839506 29.77160494] ; [118.77160494 152.22839506],0
u1,1,0.34861,0.878512,[ 5 48] ; [ 39 235],[ 7.13149847 45.86850153] ; [ 36.86850153 237.13149847],0
a8,1,0.379676,0.771751,[ 4 45] ; [ 32 222],[ 5.82178218 43.17821782] ; [ 30.17821782 223.82178218],0
a4,1,0.38777,0.745924,[18 35] ; [110 163],[20.80981595 32.19018405] ; [107.19018405 165.80981595],0
a1,1,0.395201,0.722879,[ 1 52] ; [ 12 262],[ 2.10703364 50.89296636] ; [ 10.89296636 263.10703364],0
p5,1,0.401992,0.70236,[ 3 50] ; [ 25 247],[ 4.56615385 48.43384615] ; [ 23.43384615 248.56615385],0
p2,1,0.420524,0.648851,[41 11] ; [227  45],[43.01234568  8.98765432] ; [224.98765432  47.01234568],0
a6,1,0.538918,0.377549,[38 15] ; [184  89],[36.09202454 16.90797546] ; [185.90797546  87.09202454],0
d4,1,0.649106,0.207029,[40 13] ; [213  59],[41.25846154 11.74153846] ; [211.74153846  60.25846154],0
a7,1,0.70884,0.139438,[38 15] ; [188  84],[36.85538462 16.14461538] ; [189.14461538  82.85538462],0
p4,1,0.733562,0.115866,[26 26] ; [143 129],[27.12345679 24.87654321] ; [141.87654321 130.12345679],0
s8,1,0.735489,0.114131,[18 35] ; [ 99 173],[19.08 33.92] ; [ 97.92 174.08],0
s1,1,0.736725,0.113026,[ 2 50] ; [  8 262],[ 1.61490683 50.38509317] ; [  8.38509317 261.61490683],0
d3,1,0.779131,0.078653,[36 17] ; [180  93],[35.11656442 17.88343558] ; [180.88343558  92.11656442],0
s4,1,0.859259,0.031441,[10 43] ; [ 48 221],[ 9.54658385 43.45341615] ; [ 48.45341615 220.54658385],0
n3,1,0.901107,0.015441,[12  4] ; [52 16],[12.19047619  3.80952381] ; [51.80952381 16.19047619],0
v2,1,0.915847,0.011165,[21 28] ; [111 153],[20.66453674 28.33546326] ; [111.33546326 152.66453674],0
s3,1,0.983531,0.000426,[28 25] ; [142 126],[28.06853583 24.93146417] ; [141.93146417 126.06853583],0
