Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.657428,[123  25] ; [91 67],[103.50326797  44.49673203] ; [110.49673203  47.50326797],1
p2,1,0.054611,3.693924,[137  12] ; [135  24],[131.58441558  17.41558442] ; [140.41558442  18.58441558],0
n4,1,0.064848,3.408846,[120  29] ; [113  45],[113.08469055  35.91530945] ; [119.91530945  38.08469055],0
r4,1,0.077231,3.122225,[134  15] ; [132  27],[128.68181818  20.31818182] ; [137.31818182  21.68181818],0
d4,1,0.082769,3.00968,[126  23] ; [122  37],[119.97402597  29.02597403] ; [128.02597403  30.97402597],0
p11,1,0.093891,2.806357,[124  25] ; [120  39],[118.03896104  30.96103896] ; [125.96103896  33.03896104],0
p10,1,0.107698,2.587686,[125  22] ; [123  35],[119.52786885  27.47213115] ; [128.47213115  29.52786885],0
p1,1,0.170641,1.877304,[ 17 132] ; [ 11 148],[ 13.54545455 135.45454545] ; [ 14.45454545 144.54545455],0
r3,1,0.193003,1.694544,[142   6] ; [147  12],[139.32247557   8.67752443] ; [149.67752443   9.32247557],0
s3,1,0.210135,1.570497,[87 62] ; [81 77],[81.53745928 67.46254072] ; [86.46254072 71.53745928],0
v4,1,0.261084,1.263002,[143   6] ; [147  11],[140.74918567   8.25081433] ; [149.25081433   8.74918567],0
a3,1,0.280433,1.164988,[106  43] ; [104  55],[101.59090909  47.40909091] ; [108.40909091  50.59090909],0
u4,1,0.283503,1.150221,[  3 146] ; [  1 158],[  1.93506494 147.06493506] ; [  2.06493506 156.93506494],0
n5,1,0.301601,1.067104,[113  34] ; [114  45],[109.04901961  37.95098039] ; [117.95098039  41.04901961],0
a5,1,0.310685,1.027759,[117  32] ; [117  42],[113.2012987  35.7987013] ; [120.7987013  38.2012987],0
b1,1,0.339814,0.911134,[68 81] ; [64 95],[63.85714286 85.14285714] ; [68.14285714 90.85714286],0
u2,1,0.350854,0.870366,[26 17] ; [27 26],[23.73958333 19.26041667] ; [29.26041667 23.73958333],0
u3,1,0.457059,0.553086,[28 14] ; [32 22],[26.25 15.75] ; [33.75 20.25],0
s1,1,0.50613,0.44206,[  6 142] ; [  9 149],[  7.25490196 140.74509804] ; [  7.74509804 150.25490196],0
v2,1,0.549934,0.357436,[64 84] ; [63 95],[61.4248366 86.5751634] ; [65.5751634 92.4248366],0
a7,1,0.562594,0.335233,[113  36] ; [116  43],[110.78246753  38.21753247] ; [118.21753247  40.78246753],0
n3,1,0.603861,0.269211,[22  6] ; [27 10],[21.10769231  6.89230769] ; [27.89230769  9.10769231],0
b5,1,0.635247,0.225012,[86 63] ; [96 63],[88.04545455 60.95454545] ; [93.95454545 65.04545455],0
a6,1,0.683966,0.165695,[97 52] ; [107  52],[98.68831169 50.31168831] ; [105.31168831  53.68831169],0
a8,1,0.702205,0.146188,[ 19 119] ; [ 18 129],[ 17.91578947 120.08421053] ; [ 19.08421053 127.91578947],0
b4,1,0.751442,0.100324,[87 62] ; [90 69],[85.62662338 63.37337662] ; [91.37337662 67.62662338],0
n1,1,0.838562,0.041507,[12 17] ; [14 22],[11.6 17.4] ; [14.4 21.6],0
a1,1,0.869836,0.026852,[  6 143] ; [  7 152],[  6.28896104 142.71103896] ; [  6.71103896 152.28896104],0
n2,1,0.966828,0.001729,[20  9] ; [25 11],[20.07692308  8.92307692] ; [24.92307692 11.07692308],0
