Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,35.254503,[80 11] ; [11 21],[67.32520325 23.67479675] ; [23.67479675  8.32520325],1
p7,1,0.461712,0.54174,[74 17] ; [27  4],[75.33606557 15.66393443] ; [25.66393443  5.33606557],0
s5,1,0.508043,0.438096,[25 62] ; [ 7 24],[23.59322034 63.40677966] ; [ 8.40677966 22.59322034],0
v2,1,0.554695,0.348974,[48 40] ; [15 16],[46.58823529 41.41176471] ; [16.41176471 14.58823529],0
s3,1,0.596743,0.279937,[39 52] ; [12 20],[37.73170732 53.26829268] ; [13.26829268 18.73170732],0
p12,1,0.650961,0.204691,[ 8 83] ; [ 2 30],[ 7.39837398 83.60162602] ; [ 2.60162602 29.39837398],0
b2,1,0.67539,0.175362,[23 30] ; [ 6 10],[22.27536232 30.72463768] ; [6.72463768 9.27536232],0
b3,1,0.67539,0.175362,[23 30] ; [ 6 10],[22.27536232 30.72463768] ; [6.72463768 9.27536232],0
s6,1,0.682004,0.167879,[53 34] ; [17 13],[52.05128205 34.94871795] ; [17.94871795 12.05128205],0
a8,1,0.70822,0.140062,[10 72] ; [ 3 28],[ 9.43362832 72.56637168] ; [ 3.56637168 27.43362832],0
n1,1,0.748233,0.103022,[4 9] ; [3 9],[3.64 9.36] ; [3.36 8.64],0
a7,1,0.757824,0.095073,[70 21] ; [23  8],[69.36885246 21.63114754] ; [23.63114754  7.36885246],0
a6,1,0.781985,0.076581,[60 32] ; [20 12],[59.35483871 32.64516129] ; [20.64516129 11.35483871],0
d3,1,0.79019,0.07079,[62 30] ; [21  9],[62.59016393 29.40983607] ; [20.40983607  9.59016393],0
p5,1,0.8121,0.05651,[10 82] ; [ 3 29],[ 9.64516129 82.35483871] ; [ 3.35483871 28.64516129],0
n2,1,0.837829,0.04189,[10  4] ; [9 3],[10.23076923  3.76923077] ; [8.76923077 3.23076923],0
r3,1,0.962433,0.002218,[88  3] ; [31  1],[88.04065041  2.95934959] ; [30.95934959  1.04065041],0
