Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000161,14.236974,[18 83] ; [14 12],[25.4488189 75.5511811] ; [ 6.5511811 19.4488189],1
d4,1,0.370147,0.803171,[65 37] ; [19  7],[66.9375 35.0625] ; [17.0625  8.9375],0
r2,1,0.376036,0.783621,[82 20] ; [22  3],[83.52755906 18.47244094] ; [20.47244094  4.52755906],0
s5,1,0.379274,0.773053,[17 86] ; [ 2 20],[15.656 87.344] ; [ 3.344 18.656],0
s4,1,0.393503,0.728091,[17 85] ; [ 6 19],[18.47244094 83.52755906] ; [ 4.52755906 20.47244094],0
d3,1,0.483542,0.490864,[51 51] ; [15 11],[52.59375 49.40625] ; [13.40625 12.59375],0
a8,1,0.495062,0.465507,[12 84] ; [ 2 24],[11.01639344 84.98360656] ; [ 2.98360656 23.01639344],0
u1,1,0.503657,0.447223,[11 92] ; [ 4 22],[11.97674419 91.02325581] ; [ 3.02325581 22.97674419],0
u3,1,0.505518,0.443333,[21 21] ; [9 6],[22.10526316 19.89473684] ; [7.89473684 7.10526316],0
v1,1,0.506013,0.442302,[26 76] ; [ 5 21],[24.703125 77.296875] ; [ 6.296875 19.703125],0
a4,1,0.518008,0.417857,[42 59] ; [ 9 17],[40.55905512 60.44094488] ; [10.44094488 15.55905512],0
n6,1,0.541855,0.372112,[60 42] ; [17  9],[61.359375 40.640625] ; [15.640625 10.359375],0
a6,1,0.590665,0.289307,[57 45] ; [13 13],[55.78125 46.21875] ; [14.21875 11.78125],0
d2,1,0.634318,0.22625,[48 53] ; [11 15],[46.92125984 54.07874016] ; [12.07874016 13.92125984],0
n1,1,0.700928,0.147509,[18 28] ; [5 6],[18.56140351 27.43859649] ; [4.43859649 6.56140351],0
r1,1,0.733594,0.115837,[63 39] ; [17  9],[63.75 38.25] ; [16.25  9.75],0
s1,1,0.733698,0.115743,[10 93] ; [ 3 22],[10.4609375 92.5390625] ; [ 2.5390625 22.4609375],0
n5,1,0.816235,0.054005,[62 41] ; [15 11],[61.48062016 41.51937984] ; [15.51937984 10.48062016],0
d5,1,0.836387,0.042649,[65 37] ; [16 10],[64.546875 37.453125] ; [16.453125  9.546875],0
a1,1,0.86456,0.029095,[ 9 94] ; [ 2 24],[ 8.78294574 94.21705426] ; [ 2.21705426 23.78294574],0
n4,1,0.882473,0.021855,[65 38] ; [16 10],[64.6744186 38.3255814] ; [16.3255814  9.6744186],0
d1,1,0.882473,0.021855,[38 65] ; [10 16],[38.3255814 64.6744186] ; [ 9.6744186 16.3255814],0
b1,1,0.894397,0.017621,[53 50] ; [13 13],[52.69767442 50.30232558] ; [13.30232558 12.69767442],0
