Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2.1e-05,18.081257,[69  7] ; [34 23],[58.85714286 17.14285714] ; [44.14285714 12.85714286],1
p4,1,0.45205,0.565507,[25 48] ; [16 41],[23.02307692 49.97692308] ; [17.97692308 39.02307692],0
a2,1,0.458655,0.549174,[11 65] ; [11 46],[12.57142857 63.42857143] ; [ 9.42857143 47.57142857],0
d4,1,0.506108,0.442105,[56 20] ; [39 18],[54.28571429 21.71428571] ; [40.71428571 16.28571429],0
d1,1,0.576085,0.312607,[33 43] ; [22 35],[31.42857143 44.57142857] ; [23.57142857 33.42857143],0
a3,1,0.579138,0.30763,[40 34] ; [33 23],[41.55384615 32.44615385] ; [31.44615385 24.55384615],0
d2,1,0.590453,0.289638,[32 43] ; [27 30],[33.52272727 41.47727273] ; [25.47727273 31.52272727],0
d5,1,0.62277,0.241994,[53 22] ; [38 19],[51.70454545 23.29545455] ; [39.29545455 17.70454545],0
a7,1,0.634504,0.226003,[47 28] ; [38 19],[48.29545455 26.70454545] ; [36.70454545 20.29545455],0
b2,1,0.66405,0.188642,[10 24] ; [12 23],[10.84057971 23.15942029] ; [11.15942029 23.84057971],0
b3,1,0.66405,0.188642,[10 24] ; [12 23],[10.84057971 23.15942029] ; [11.15942029 23.84057971],0
r1,1,0.674349,0.176557,[42 33] ; [34 23],[43.18181818 31.81818182] ; [32.81818182 24.18181818],0
v3,1,0.717576,0.130827,[22 53] ; [14 39],[21.09375 53.90625] ; [14.90625 38.09375],0
d3,1,0.743648,0.106946,[41 34] ; [29 27],[40.07633588 34.92366412] ; [29.92366412 26.07633588],0
p8,1,0.746498,0.104498,[21 54] ; [14 41],[20.19230769 54.80769231] ; [14.80769231 40.19230769],0
p3,1,0.748644,0.102674,[22 53] ; [15 41],[21.18320611 53.81679389] ; [15.81679389 40.18320611],0
a8,1,0.76816,0.086897,[ 6 64] ; [ 4 52],[ 5.55555556 64.44444444] ; [ 4.44444444 51.55555556],0
s3,1,0.818787,0.052489,[25 49] ; [20 36],[25.61538462 48.38461538] ; [19.38461538 36.61538462],0
a5,1,0.879389,0.023026,[43 33] ; [33 24],[43.42857143 32.57142857] ; [32.57142857 24.42857143],0
u3,1,0.947199,0.004386,[14 21] ; [ 9 14],[13.87931034 21.12068966] ; [ 9.12068966 13.87931034],0
