Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.000432,12.388741,[ 2 20] ; [44 43],[ 9.28440367 12.71559633] ; [36.71559633 50.28440367],1
b1,1,0.176484,1.826985,[19 18] ; [49 77],[15.43558282 21.56441718] ; [52.56441718 73.43558282],0
d4,1,0.259692,1.270396,[20 17] ; [81 45],[22.92638037 14.07361963] ; [78.07361963 47.92638037],0
a3,1,0.282531,1.154873,[23 14] ; [90 36],[25.65030675 11.34969325] ; [87.34969325 38.65030675],0
p6,1,0.294976,1.096771,[12 24] ; [53 70],[14.71698113 21.28301887] ; [50.28301887 72.71698113],0
p1,1,0.299378,1.076961,[ 2 35] ; [ 14 111],[ 3.65432099 33.34567901] ; [ 12.34567901 112.65432099],0
r2,1,0.324616,0.970255,[32  5] ; [113  10],[33.53125  3.46875] ; [111.46875  11.53125],0
n2,1,0.326087,0.964375,[9 1] ; [28  9],[7.87234043 2.12765957] ; [29.12765957  7.87234043],0
p3,1,0.372125,0.796555,[16 21] ; [65 61],[18.38650307 18.61349693] ; [62.61349693 63.38650307],0
p9,1,0.408939,0.681882,[28  7] ; [108  18],[29.56521739  5.43478261] ; [106.43478261  19.56521739],0
v4,1,0.423046,0.641838,[33  3] ; [118   6],[33.975  2.025] ; [117.025   6.975],0
a6,1,0.425326,0.635552,[19 18] ; [74 52],[21.11042945 15.88957055] ; [71.88957055 54.11042945],0
u1,1,0.433321,0.613905,[ 3 34] ; [  6 120],[ 2.04294479 34.95705521] ; [  6.95705521 119.04294479],0
b5,1,0.447531,0.576898,[22 15] ; [66 60],[19.97546012 17.02453988] ; [68.02453988 57.97546012],0
p2,1,0.502423,0.449815,[31  6] ; [110  15],[32.2037037  4.7962963] ; [108.7962963  16.2037037],0
n5,1,0.505085,0.444235,[27 10] ; [97 27],[28.49689441  8.50310559] ; [95.50310559 28.49689441],0
s6,1,0.517204,0.419465,[27  9] ; [100  25],[28.39751553  7.60248447] ; [98.60248447 26.39751553],0
b4,1,0.546235,0.364106,[17 20] ; [65 61],[18.61349693 18.38650307] ; [63.38650307 62.61349693],0
a2,1,0.604225,0.268671,[ 2 35] ; [ 10 116],[ 2.72392638 34.27607362] ; [  9.27607362 116.72392638],0
p11,1,0.615096,0.25282,[27 10] ; [97 29],[28.14723926  8.85276074] ; [95.85276074 30.14723926],0
u2,1,0.622753,0.242017,[8 6] ; [22 12],[8.75 5.25] ; [21.25 12.75],0
a7,1,0.634366,0.226187,[21 16] ; [77 49],[22.24539877 14.75460123] ; [75.75460123 50.24539877],0
d5,1,0.736844,0.11292,[22 15] ; [71 55],[21.11042945 15.88957055] ; [71.88957055 54.11042945],0
p8,1,0.835658,0.043036,[20 16] ; [67 58],[19.45341615 16.54658385] ; [67.54658385 57.45341615],0
s1,1,0.844978,0.038232,[ 2 34] ; [  8 116],[ 2.25 33.75] ; [  7.75 116.25],0
u3,1,0.890664,0.018896,[10  4] ; [25 11],[9.8 4.2] ; [25.2 10.8],0
a1,1,0.911444,0.012369,[ 1 36] ; [  3 123],[ 0.90797546 36.09202454] ; [  3.09202454 122.90797546],0
a4,1,0.948547,0.004164,[ 9 28] ; [30 96],[ 8.85276074 28.14723926] ; [30.14723926 95.85276074],0
p12,1,0.955571,0.003104,[ 2 35] ; [  7 117],[ 2.06832298 34.93167702] ; [  6.93167702 117.06832298],0
p7,1,0.982985,0.000455,[24 10] ; [88 37],[23.94968553 10.05031447] ; [88.05031447 36.94968553],0
n3,1,0.98677,0.000275,[7 3] ; [26 11],[7.0212766 2.9787234] ; [25.9787234 11.0212766],0
