Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,32.765815,[97 44] ; [ 1 21],[84.77300613 56.22699387] ; [13.22699387  8.77300613],1
b2,1,0.268833,1.222692,[37 53] ; [2 7],[35.45454545 54.54545455] ; [3.54545455 5.45454545],0
a6,1,0.298413,1.081272,[93 48] ; [12 10],[90.82822086 50.17177914] ; [14.17177914  7.82822086],0
u4,1,0.310153,1.030026,[  2 139] ; [ 1 21],[  2.59509202 138.40490798] ; [ 0.40490798 21.59509202],0
b4,1,0.328597,0.954419,[86 55] ; [11 11],[83.90797546 57.09202454] ; [13.09202454  8.90797546],0
s3,1,0.350698,0.870932,[94 42] ; [13  9],[92.10126582 43.89873418] ; [14.89873418  7.10126582],0
r1,1,0.362657,0.828671,[117  22] ; [16  5],[115.54375  23.45625] ; [17.45625  3.54375],0
u3,1,0.414335,0.666329,[17 14] ; [4 6],[15.87804878 15.12195122] ; [5.12195122 4.87804878],0
s6,1,0.417954,0.65606,[116  24] ; [18  2],[117.25  22.75] ; [16.75  3.25],0
n6,1,0.494427,0.466879,[118  20] ; [20  2],[119.025  18.975] ; [18.975  3.025],0
s7,1,0.509808,0.434462,[75 61] ; [12  7],[76.33548387 59.66451613] ; [10.66451613  8.33548387],0
p4,1,0.537912,0.379423,[73 66] ; [10 12],[71.65838509 67.34161491] ; [11.34161491 10.65838509],0
s2,1,0.561152,0.337714,[91 48] ; [13  9],[89.78881988 49.21118012] ; [14.21118012  7.78881988],0
p10,1,0.60519,0.267239,[112  28] ; [15  5],[111.125  28.875] ; [15.875  4.125],0
p1,1,0.614533,0.253626,[ 11 129] ; [ 1 20],[ 10.43478261 129.56521739] ; [ 1.56521739 19.43478261],0
a7,1,0.629267,0.233056,[97 44] ; [14  8],[96.01840491 44.98159509] ; [14.98159509  7.01840491],0
p9,1,0.65328,0.20179,[117  21] ; [17  4],[116.30188679  21.69811321] ; [17.69811321  3.30188679],0
p8,1,0.67514,0.175649,[59 79] ; [10 11],[59.88679245 78.11320755] ; [ 9.11320755 11.88679245],0
v3,1,0.687121,0.16222,[59 79] ; [ 8 13],[58.1509434 79.8490566] ; [ 8.8490566 12.1509434],0
p7,1,0.6941,0.154683,[78 58] ; [13  8],[78.82802548 57.17197452] ; [12.17197452  8.82802548],0
r4,1,0.755685,0.096816,[125  16] ; [19  3],[124.56441718  16.43558282] ; [19.43558282  2.56441718],0
p11,1,0.777958,0.079513,[105  36] ; [17  5],[105.53374233  35.46625767] ; [16.46625767  5.53374233],0
p2,1,0.883223,0.021575,[116  25] ; [17  4],[115.75925926  25.24074074] ; [17.24074074  3.75925926],0
s8,1,0.886711,0.020297,[69 71] ; [10 11],[68.69565217 71.30434783] ; [10.30434783 10.69565217],0
b1,1,0.912067,0.012195,[53 88] ; [ 8 14],[52.76687117 88.23312883] ; [ 8.23312883 13.76687117],0
r2,1,0.916112,0.011095,[131   7] ; [21  1],[131.1   6.9] ; [20.9  1.1],0
p5,1,0.94168,0.005352,[ 21 120] ; [ 3 18],[ 20.88888889 120.11111111] ; [ 3.11111111 17.88888889],0
n4,1,0.946473,0.004507,[99 41] ; [15  6],[99.13043478 40.86956522] ; [14.86956522  6.13043478],0
n1,1,0.96558,0.001862,[14 18] ; [3 4],[13.94871795 18.05128205] ; [3.05128205 3.94871795],0
