Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.5e-05,17.771236,[ 6 31] ; [11  3],[12.33333333 24.66666667] ; [4.66666667 9.33333333],1
s5,1,0.528733,0.396825,[ 3 33] ; [ 2 12],[ 3.6 32.4] ; [ 1.4 12.6],0
p7,1,0.543436,0.369208,[10 27] ; [5 9],[10.88235294 26.11764706] ; [4.11764706 9.88235294],0
n2,1,0.59256,0.286364,[9 9] ; [1 2],[8.57142857 9.42857143] ; [1.42857143 1.57142857],0
d2,1,0.594032,0.284091,[15 21] ; [7 7],[15.84 20.16] ; [6.16 7.84],0
a3,1,0.649886,0.206044,[18 18] ; [6 8],[17.28 18.72] ; [6.72 7.28],0
a6,1,0.71154,0.136744,[18 19] ; [6 8],[17.41176471 19.58823529] ; [6.58823529 7.41176471],0
a4,1,0.725506,0.123278,[11 25] ; [5 9],[11.52 24.48] ; [4.48 9.52],0
r2,1,0.785959,0.073746,[19 16] ; [7 7],[18.57142857 16.42857143] ; [7.42857143 6.57142857],0
u1,1,0.813951,0.055381,[ 2 35] ; [ 1 13],[ 2.17647059 34.82352941] ; [ 0.82352941 13.17647059],0
n5,1,0.824412,0.049228,[25 12] ; [9 5],[24.66666667 12.33333333] ; [9.33333333 4.66666667],0
a8,1,0.867172,0.027973,[ 5 32] ; [ 2 11],[ 5.18 31.82] ; [ 1.82 11.18],0
s4,1,0.908903,0.013092,[ 3 34] ; [ 1 13],[ 2.90196078 34.09803922] ; [ 1.09803922 12.90196078],0
a2,1,0.908903,0.013092,[ 3 34] ; [ 1 13],[ 2.90196078 34.09803922] ; [ 1.09803922 12.90196078],0
