Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000881,11.061818,[ 4 21] ; [8 3],[ 8.33333333 16.66666667] ; [3.66666667 7.33333333],1
d3,1,0.668576,0.183273,[14 11] ; [7 4],[14.58333333 10.41666667] ; [6.41666667 4.58333333],0
r1,1,0.717491,0.130909,[12 13] ; [6 5],[12.5 12.5] ; [5.5 5.5],0
b4,1,0.776689,0.08045,[17  8] ; [8 3],[17.36111111  7.63888889] ; [7.63888889 3.36111111],0
a2,1,0.798074,0.065455,[ 3 22] ; [ 1 10],[ 2.77777778 22.22222222] ; [1.22222222 9.77777778],0
a1,1,0.798074,0.065455,[ 3 22] ; [ 1 10],[ 2.77777778 22.22222222] ; [1.22222222 9.77777778],0
n2,1,0.824745,0.049038,[9 4] ; [3 1],[9.17647059 3.82352941] ; [2.82352941 1.17647059],0
b5,1,0.836664,0.042503,[15 10] ; [7 4],[15.27777778  9.72222222] ; [6.72222222 4.27777778],0
p8,1,0.887931,0.019859,[13 12] ; [6 5],[13.19444444 11.80555556] ; [5.80555556 5.19444444],0
n3,1,0.892795,0.018162,[7 6] ; [2 2],[6.88235294 6.11764706] ; [2.11764706 1.88235294],0
n1,1,0.892795,0.018162,[7 6] ; [2 2],[6.88235294 6.11764706] ; [2.11764706 1.88235294],0
r2,1,0.898963,0.016122,[20  5] ; [9 2],[20.13888889  4.86111111] ; [8.86111111 2.13888889],0
p12,1,0.91313,0.011901,[ 2 23] ; [ 1 10],[ 2.08333333 22.91666667] ; [ 0.91666667 10.08333333],0
p11,1,0.935518,0.006545,[14 11] ; [6 5],[13.88888889 11.11111111] ; [6.11111111 4.88888889],0
b2,1,1.0,0.0,[ 4 12] ; [2 6],[ 4. 12.] ; [2. 6.],0
b3,1,1.0,0.0,[ 4 12] ; [2 6],[ 4. 12.] ; [2. 6.],0
