Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,70.208069,[360  98] ; [79 99],[316.13522013 141.86477987] ; [122.86477987  55.13522013],1
n5,1,0.043807,4.064,[363  93] ; [154  24],[371.84858044  84.15141956] ; [145.15141956  32.84858044],0
p8,1,0.058027,3.592898,[269 181] ; [90 85],[258.48 191.52] ; [100.52  74.48],0
p10,1,0.066462,3.368317,[405  48] ; [148  28],[398.26550079  54.73449921] ; [154.73449921  21.26550079],0
r2,1,0.078019,3.105689,[433  20] ; [162  14],[428.51351351  24.48648649] ; [166.48648649   9.51351351],0
d5,1,0.081796,3.028854,[378  81] ; [135  42],[370.23113208  88.76886792] ; [142.76886792  34.23113208],0
s8,1,0.114595,2.489686,[198 256] ; [90 88],[206.88607595 247.11392405] ; [81.11392405 96.88607595],0
s7,1,0.124484,2.359972,[212 227] ; [96 78],[220.57422512 218.42577488] ; [87.42577488 86.57422512],0
v1,1,0.156123,2.011383,[257 188] ; [89 84],[249.14239482 195.85760518] ; [96.85760518 76.14239482],0
b3,1,0.17047,1.878801,[107 176] ; [55 67],[113.2 169.8] ; [48.8 73.2],0
b2,1,0.17047,1.878801,[107 176] ; [55 67],[113.2 169.8] ; [48.8 73.2],0
p9,1,0.172984,1.856895,[409  42] ; [154  23],[404.32006369  46.67993631] ; [158.67993631  18.32006369],0
u2,1,0.189293,1.723109,[73 53] ; [23 26],[69.12 56.88] ; [26.88 22.12],0
p12,1,0.238457,1.389692,[ 48 408] ; [ 13 162],[ 44.08240887 411.91759113] ; [ 16.91759113 158.08240887],0
a8,1,0.244229,1.356018,[ 65 350] ; [ 20 148],[ 60.50600343 354.49399657] ; [ 24.49399657 143.50600343],0
s4,1,0.257071,1.284462,[ 67 381] ; [ 33 144],[ 71.68 376.32] ; [ 28.32 148.68],0
s5,1,0.2948,1.097569,[150 292] ; [ 65 104],[155.53191489 286.46808511] ; [ 59.46808511 109.53191489],0
a5,1,0.351151,0.869293,[349 110] ; [129  49],[344.43014129 114.56985871] ; [133.56985871  44.43014129],0
s6,1,0.411898,0.673316,[308 140] ; [113  60],[303.71658615 144.28341385] ; [117.28341385  55.71658615],0
p3,1,0.458745,0.548955,[246 211] ; [90 88],[241.81417323 215.18582677] ; [94.18582677 83.81417323],0
n2,1,0.506352,0.441598,[61 20] ; [30 13],[59.44354839 21.55645161] ; [31.55645161 11.44354839],0
n1,1,0.536141,0.38274,[26 56] ; [16 27],[27.552 54.448] ; [14.448 28.552],0
a4,1,0.540465,0.374678,[205 253] ; [84 93],[208.44409449 249.55590551] ; [80.55590551 96.44409449],0
p1,1,0.543686,0.368751,[ 43 412] ; [ 14 163],[ 41.03639241 413.96360759] ; [ 15.96360759 161.03639241],0
s2,1,0.561848,0.336515,[232 219] ; [86 90],[228.73684211 222.26315789] ; [89.26315789 86.73684211],0
p6,1,0.571488,0.320199,[178 274] ; [ 65 111],[174.89808917 277.10191083] ; [ 68.10191083 107.89808917],0
v3,1,0.699518,0.148974,[186 254] ; [ 71 104],[183.8699187 256.1300813] ; [ 73.1300813 101.8699187],0
n3,1,0.710183,0.138094,[63 19] ; [31 11],[62.16129032 19.83870968] ; [31.83870968 10.16129032],0
p7,1,0.71229,0.136001,[297 147] ; [115  61],[295.04516129 148.95483871] ; [116.95483871  59.04516129],0
n4,1,0.754969,0.097402,[376  82] ; [148  30],[377.34591195  80.65408805] ; [146.65408805  31.34591195],0
p5,1,0.763968,0.090164,[ 60 394] ; [ 25 152],[ 61.15689382 392.84310618] ; [ 23.84310618 153.15689382],0
a3,1,0.839815,0.040856,[333 125] ; [128  50],[331.97798742 126.02201258] ; [129.02201258  48.97798742],0
s3,1,0.853762,0.033974,[250 197] ; [97 79],[248.97110754 198.02889246] ; [98.02889246 77.97110754],0
a1,1,0.889839,0.019184,[ 22 437] ; [  9 169],[ 22.33751962 436.66248038] ; [  8.66248038 169.33751962],0
s1,1,0.897339,0.016647,[ 12 440] ; [  5 171],[ 12.23566879 439.76433121] ; [  4.76433121 171.23566879],0
u4,1,0.9082,0.013296,[ 11 447] ; [  4 174],[ 10.80188679 447.19811321] ; [  4.19811321 173.80188679],0
d2,1,0.995329,3.4e-05,[225 233] ; [87 90],[225.03307087 232.96692913] ; [86.96692913 90.03307087],0
