Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,32.938889,[97 50] ; [28 70],[75. 72.] ; [50. 48.],1
s6,1,0.32466,0.970081,[93 50] ; [57 40],[89.375 53.625] ; [60.625 36.375],0
a3,1,0.358322,0.843765,[100  48] ; [60 37],[96.65306122 51.34693878] ; [63.34693878 33.65306122],0
a1,1,0.359972,0.837992,[  4 144] ; [ 1 97],[  3.00813008 144.99186992] ; [ 1.99186992 96.00813008],0
p1,1,0.363991,0.824075,[ 14 133] ; [ 6 90],[ 12.09876543 134.90123457] ; [ 7.90123457 88.09876543],0
s8,1,0.370669,0.801419,[62 84] ; [36 62],[58.63934426 87.36065574] ; [39.36065574 58.63934426],0
p9,1,0.452111,0.565355,[129  18] ; [81 15],[127.03703704  19.96296296] ; [82.96296296 13.03703704],0
n6,1,0.495022,0.465591,[124  22] ; [80 18],[122.06557377  23.93442623] ; [81.93442623 16.06557377],0
a4,1,0.556077,0.346543,[57 90] ; [34 63],[54.82377049 92.17622951] ; [36.17622951 60.82377049],0
b1,1,0.569496,0.323526,[52 96] ; [31 67],[49.93495935 98.06504065] ; [33.06504065 64.93495935],0
a7,1,0.610278,0.259771,[109  39] ; [75 23],[110.69918699  37.30081301] ; [73.30081301 24.69918699],0
s1,1,0.61269,0.256276,[  3 144] ; [ 3 95],[  3.6 143.4] ; [ 2.4 95.6],0
n2,1,0.619307,0.246843,[17  7] ; [17  5],[17.73913043  6.26086957] ; [16.26086957  5.73913043],0
a2,1,0.62007,0.24577,[ 31 117] ; [18 80],[ 29.4796748 118.5203252] ; [19.5203252 78.4796748],0
s5,1,0.677292,0.17319,[ 43 101] ; [26 69],[ 41.57322176 102.42677824] ; [27.42677824 67.57322176],0
r3,1,0.745566,0.105295,[139   9] ; [93  5],[139.57723577   8.42276423] ; [92.42276423  5.57723577],0
s2,1,0.761485,0.092131,[65 80] ; [42 56],[63.84773663 81.15226337] ; [43.15226337 54.84773663],0
n1,1,0.770816,0.08486,[ 9 15] ; [ 7 14],[ 8.53333333 15.46666667] ; [ 7.46666667 13.53333333],0
u1,1,0.772142,0.083853,[ 20 128] ; [12 86],[ 19.25203252 128.74796748] ; [12.74796748 85.25203252],0
r4,1,0.785567,0.074023,[133  15] ; [87 11],[132.35772358  15.64227642] ; [87.64227642 10.35772358],0
v4,1,0.805424,0.06068,[139   7] ; [93  4],[139.3909465   6.6090535] ; [92.6090535  4.3909465],0
n3,1,0.829333,0.046465,[16  8] ; [14  8],[15.65217391  8.34782609] ; [14.34782609  7.65217391],0
a6,1,0.838397,0.041593,[103  45] ; [67 31],[102.27642276  45.72357724] ; [67.72357724 30.27642276],0
b5,1,0.921737,0.009652,[84 64] ; [55 43],[83.62601626 64.37398374] ; [55.37398374 42.62601626],0
r2,1,0.929645,0.007795,[136  10] ; [91  7],[135.82786885  10.17213115] ; [91.17213115  6.82786885],0
b4,1,0.954187,0.0033,[81 67] ; [54 44],[81.2195122 66.7804878] ; [53.7804878 44.2195122],0
