Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-05,16.433144,[190  68] ; [28 32],[176.86792453  81.13207547] ; [41.13207547 18.86792453],1
n1,1,0.304199,1.055695,[18 29] ; [8 7],[19.70967742 27.29032258] ; [6.29032258 8.70967742],0
r2,1,0.339524,0.912229,[246  11] ; [59  1],[247.27129338   9.72870662] ; [57.72870662  2.27129338],0
s2,1,0.34075,0.907607,[151 108] ; [39 21],[154.26332288 104.73667712] ; [35.73667712 24.26332288],0
u4,1,0.35442,0.857568,[  7 253] ; [ 3 57],[  8.125 251.875] ; [ 1.875 58.125],0
b4,1,0.373464,0.792108,[155 105] ; [32 28],[151.9375 108.0625] ; [35.0625 24.9375],0
a4,1,0.375294,0.786062,[126 133] ; [33 27],[129.09404389 129.90595611] ; [29.90595611 30.09404389],0
n3,1,0.376075,0.783495,[32 15] ; [12  3],[33.35483871 13.64516129] ; [10.64516129  4.35483871],0
v3,1,0.378391,0.775922,[108 146] ; [21 37],[105.01923077 148.98076923] ; [23.98076923 34.01923077],0
s6,1,0.439967,0.596368,[195  59] ; [41 16],[192.74598071  61.25401929] ; [43.25401929 13.74598071],0
p3,1,0.450397,0.569653,[173  86] ; [37 23],[170.5015674  88.4984326] ; [39.4984326 20.5015674],0
r4,1,0.459543,0.547009,[245  15] ; [55  5],[243.75  16.25] ; [56.25  3.75],0
a1,1,0.466728,0.529712,[ 20 240] ; [ 3 57],[ 18.6875 241.3125] ; [ 4.3125 55.6875],0
s8,1,0.485517,0.486445,[149 110] ; [31 28],[146.60377358 112.39622642] ; [33.39622642 25.60377358],0
d3,1,0.49554,0.464474,[185  74] ; [44 14],[187.10094637  71.89905363] ; [41.89905363 16.10094637],0
a3,1,0.506798,0.440672,[191  68] ; [41 18],[188.95597484  70.04402516] ; [43.04402516 15.95597484],0
d5,1,0.550622,0.356204,[214  44] ; [47 12],[212.42271293  45.57728707] ; [48.57728707 10.42271293],0
s4,1,0.625836,0.237749,[ 48 206] ; [13 47],[ 49.34394904 204.65605096] ; [11.65605096 48.34394904],0
a6,1,0.676788,0.173765,[169  89] ; [41 19],[170.37735849  87.62264151] ; [39.62264151 20.37735849],0
u2,1,0.683869,0.165803,[40 29] ; [12  7],[40.77272727 28.22727273] ; [11.22727273  7.77272727],0
p1,1,0.687383,0.161933,[ 36 224] ; [ 7 52],[ 35.04702194 224.95297806] ; [ 7.95297806 51.04702194],0
a7,1,0.711841,0.136445,[187  72] ; [44 15],[188.14150943  70.85849057] ; [42.85849057 16.14150943],0
a5,1,0.740826,0.109402,[196  64] ; [44 16],[195.  65.] ; [45. 15.],0
s3,1,0.744635,0.106094,[157 102] ; [35 25],[155.88714734 103.11285266] ; [36.11285266 23.88714734],0
a8,1,0.751036,0.100663,[ 37 202] ; [ 7 44],[ 36.26206897 202.73793103] ; [ 7.73793103 43.26206897],0
n2,1,0.758906,0.094199,[34 14] ; [10  5],[33.52380952 14.47619048] ; [10.47619048  4.52380952],0
d1,1,0.780398,0.07773,[164  96] ; [39 21],[164.9375  95.0625] ; [38.0625 21.9375],0
u3,1,0.821062,0.051157,[41 27] ; [12  7],[41.42528736 26.57471264] ; [11.57471264  7.42528736],0
v2,1,0.849662,0.035929,[149 105] ; [36 24],[149.64968153 104.35031847] ; [35.35031847 24.64968153],0
s5,1,0.873773,0.025239,[109 140] ; [23 31],[108.47524752 140.52475248] ; [23.52475248 30.47524752],0
b2,1,0.936957,0.006256,[79 93] ; [14 17],[78.79802956 93.20197044] ; [14.20197044 16.79802956],0
b3,1,0.936957,0.006256,[79 93] ; [14 17],[78.79802956 93.20197044] ; [14.20197044 16.79802956],0
r1,1,0.981584,0.000533,[212  48] ; [49 11],[212.0625  47.9375] ; [48.9375 11.0625],0
