Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,27.55802,[34  8] ; [ 7 27],[22.65789474 19.34210526] ; [18.34210526 15.65789474],1
a8,1,0.240661,1.37672,[ 4 36] ; [ 1 32],[ 2.73972603 37.26027397] ; [ 2.26027397 30.73972603],0
u1,1,0.249753,1.324685,[ 4 38] ; [ 1 33],[ 2.76315789 39.23684211] ; [ 2.23684211 31.76315789],0
s8,1,0.297566,1.085069,[ 4 38] ; [ 6 28],[ 5.52631579 36.47368421] ; [ 4.47368421 29.52631579],0
d5,1,0.327934,0.957037,[22 20] ; [21 12],[24.08 17.92] ; [18.92 14.08],0
s6,1,0.334284,0.93223,[10 30] ; [12 22],[11.89189189 28.10810811] ; [10.10810811 23.89189189],0
d1,1,0.372611,0.794938,[12 30] ; [13 21],[13.81578947 28.18421053] ; [11.18421053 22.81578947],0
p4,1,0.445751,0.581434,[13 29] ; [13 20],[14.56 27.44] ; [11.44 21.56],0
r2,1,0.449528,0.571842,[31  9] ; [23 10],[29.5890411 10.4109589] ; [24.4109589  8.5890411],0
r4,1,0.456139,0.555353,[15 27] ; [15 19],[16.57894737 25.42105263] ; [13.42105263 20.57894737],0
b2,1,0.482225,0.493827,[11 11] ; [ 7 11],[ 9.9 12.1] ; [8.1 9.9],0
b3,1,0.482225,0.493827,[11 11] ; [ 7 11],[ 9.9 12.1] ; [8.1 9.9],0
p1,1,0.48843,0.479983,[ 3 39] ; [ 4 30],[ 3.86842105 38.13157895] ; [ 3.13157895 30.86842105],0
b5,1,0.502413,0.449836,[24 18] ; [22 12],[25.42105263 16.57894737] ; [20.57894737 13.42105263],0
s3,1,0.591867,0.287438,[17 25] ; [11 21],[15.89189189 26.10810811] ; [12.10810811 19.89189189],0
p10,1,0.613203,0.255537,[16 25] ; [11 22],[14.95945946 26.04054054] ; [12.04054054 20.95945946],0
n2,1,0.637947,0.221437,[10  7] ; [6 6],[9.37931034 7.62068966] ; [6.62068966 5.37931034],0
a4,1,0.661694,0.191472,[14 27] ; [10 24],[13.12 27.88] ; [10.88 23.12],0
p5,1,0.670017,0.181582,[ 2 39] ; [ 1 33],[ 1.64 39.36] ; [ 1.36 32.64],0
a7,1,0.737622,0.112228,[20 22] ; [17 16],[20.72 21.28] ; [16.28 16.72],0
n6,1,0.749195,0.102209,[25 17] ; [19 15],[24.31578947 17.68421053] ; [19.68421053 14.31578947],0
v3,1,0.772644,0.083474,[ 9 33] ; [ 8 25],[ 9.52 32.48] ; [ 7.48 25.52],0
v2,1,0.804159,0.061488,[11 30] ; [10 24],[11.48 29.52] ; [ 9.52 24.48],0
d2,1,0.817034,0.053528,[17 24] ; [15 19],[17.49333333 23.50666667] ; [14.50666667 19.49333333],0
p2,1,0.836412,0.042636,[20 22] ; [17 17],[20.44736842 21.55263158] ; [16.55263158 17.44736842],0
p6,1,0.852593,0.034525,[ 7 34] ; [ 6 26],[ 7.30136986 33.69863014] ; [ 5.69863014 26.30136986],0
p8,1,0.856516,0.032692,[ 8 33] ; [ 7 26],[ 8.31081081 32.68918919] ; [ 6.68918919 26.31081081],0
n3,1,0.875948,0.02437,[8 9] ; [6 6],[8.20689655 8.79310345] ; [5.79310345 6.20689655],0
p9,1,0.877081,0.023923,[20 19] ; [17 15],[20.32394366 18.67605634] ; [16.67605634 15.32394366],0
b1,1,0.882694,0.021772,[24 18] ; [20 14],[24.31578947 17.68421053] ; [19.68421053 14.31578947],0
s7,1,0.888736,0.019573,[ 8 31] ; [ 7 25],[ 8.23943662 30.76056338] ; [ 6.76056338 25.23943662],0
v1,1,0.951727,0.003665,[13 29] ; [10 23],[12.88 29.12] ; [10.12 22.88],0
a5,1,0.96121,0.002365,[20 22] ; [16 18],[19.89473684 22.10526316] ; [16.10526316 17.89473684],0
