Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5.8e-05,16.156643,[23 29] ; [37  7],[32.5 19.5] ; [27.5 16.5],1
r1,1,0.61606,0.251444,[39 15] ; [36 11],[40.0990099 13.9009901] ; [34.9009901 12.0990099],0
s1,1,0.643297,0.214456,[ 2 51] ; [ 1 45],[ 1.60606061 51.39393939] ; [ 1.39393939 44.60606061],0
u3,1,0.736421,0.113297,[11  4] ; [15  7],[10.54054054  4.45945946] ; [15.45945946  6.54054054],0
s4,1,0.751303,0.10044,[ 7 48] ; [ 7 40],[ 7.54901961 47.45098039] ; [ 6.45098039 40.54901961],0
n3,1,0.857541,0.032222,[14  6] ; [6 3],[13.79310345  6.20689655] ; [6.20689655 2.79310345],0
r3,1,0.859376,0.031389,[51  4] ; [44  3],[51.2254902  3.7745098] ; [43.7745098  3.2254902],0
d3,1,0.860681,0.030803,[33 22] ; [29 18],[33.43137255 21.56862745] ; [28.56862745 18.43137255],0
p5,1,0.860712,0.030789,[ 3 51] ; [ 3 44],[ 3.20792079 50.79207921] ; [ 2.79207921 44.20792079],0
v4,1,0.862648,0.02993,[50  4] ; [43  3],[50.22  3.78] ; [42.78  3.22],0
a1,1,0.872466,0.025769,[ 2 53] ; [ 2 45],[ 2.15686275 52.84313725] ; [ 1.84313725 45.15686275],0
p12,1,0.887251,0.020103,[ 2 52] ; [ 2 45],[ 2.13861386 51.86138614] ; [ 1.86138614 45.13861386],0
v2,1,0.924075,0.009083,[25 26] ; [22 22],[25.23157895 25.76842105] ; [21.76842105 22.23157895],0
n2,1,0.927575,0.008262,[18  2] ; [8 1],[17.93103448  2.06896552] ; [8.06896552 0.93103448],0
a2,1,0.99534,3.4e-05,[ 7 48] ; [ 6 41],[ 7.00980392 47.99019608] ; [ 5.99019608 41.00980392],0
