Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.4e-05,18.890633,[55 15] ; [10 20],[45.5 24.5] ; [19.5 10.5],1
p10,1,0.268104,1.226421,[54 14] ; [20  9],[51.87628866 16.12371134] ; [22.12371134  6.87628866],0
d4,1,0.269691,1.218319,[60 10] ; [23  7],[58.1 11.9] ; [24.9  5.1],0
b1,1,0.303473,1.058868,[25 45] ; [14 16],[27.3 42.7] ; [11.7 18.3],0
p3,1,0.316779,1.002197,[30 38] ; [10 20],[27.75510204 40.24489796] ; [12.24489796 17.75510204],0
a8,1,0.41804,0.655819,[ 2 63] ; [ 2 28],[ 2.73684211 62.26315789] ; [ 1.26315789 28.73684211],0
v4,1,0.453413,0.562105,[65  4] ; [27  3],[64.12121212  4.87878788] ; [27.87878788  2.12121212],0
p4,1,0.472329,0.516522,[33 36] ; [12 18],[31.36363636 37.63636364] ; [13.63636364 16.36363636],0
p5,1,0.474072,0.512468,[ 5 64] ; [ 1 28],[ 4.2244898 64.7755102] ; [ 1.7755102 27.2244898],0
s8,1,0.478027,0.50336,[27 43] ; [ 9 20],[25.45454545 44.54545455] ; [10.54545455 18.45454545],0
a4,1,0.535927,0.383142,[28 42] ; [14 16],[29.4 40.6] ; [12.6 17.4],0
r1,1,0.550512,0.3564,[53 17] ; [21  9],[51.8 18.2] ; [22.2  7.8],0
b4,1,0.560825,0.338277,[44 26] ; [17 13],[42.7 27.3] ; [18.3 11.7],0
p1,1,0.580091,0.306087,[ 7 62] ; [ 2 28],[ 6.27272727 62.72727273] ; [ 2.72727273 27.27272727],0
s3,1,0.614487,0.253693,[36 33] ; [14 16],[34.84848485 34.15151515] ; [15.15151515 14.84848485],0
p7,1,0.617533,0.249351,[36 30] ; [18 12],[37.125 28.875] ; [16.875 13.125],0
d2,1,0.619064,0.247186,[27 43] ; [10 20],[25.9 44.1] ; [11.1 18.9],0
p12,1,0.629558,0.23266,[ 4 65] ; [ 1 28],[ 3.52040816 65.47959184] ; [ 1.47959184 27.52040816],0
p11,1,0.676185,0.174452,[46 24] ; [21  9],[46.9 23.1] ; [20.1  9.9],0
b5,1,0.754145,0.09808,[42 28] ; [19 11],[42.7 27.3] ; [18.3 11.7],0
u3,1,0.770515,0.08509,[16  6] ; [7 2],[16.32258065  5.67741935] ; [6.67741935 2.32258065],0
s2,1,0.793267,0.068681,[33 37] ; [15 15],[33.6 36.4] ; [14.4 15.6],0
s1,1,0.81375,0.055503,[ 3 66] ; [ 1 29],[ 2.78787879 66.21212121] ; [ 1.21212121 28.78787879],0
n5,1,0.850599,0.035477,[29 40] ; [12 18],[28.57575758 40.42424242] ; [12.42424242 17.57575758],0
s4,1,0.872309,0.025833,[15 55] ; [ 6 24],[14.7 55.3] ; [ 6.3 23.7],0
a3,1,0.887436,0.020036,[48 22] ; [21  9],[48.3 21.7] ; [20.7  9.3],0
s5,1,0.910031,0.012769,[23 46] ; [ 9 19],[22.7628866 46.2371134] ; [ 9.2371134 18.7628866],0
