Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000102,15.100567,[ 5 24] ; [48 33],[13.97272727 15.02727273] ; [39.02727273 41.97272727],1
a1,1,0.278453,1.174626,[ 1 28] ; [ 8 73],[ 2.37272727 26.62727273] ; [ 6.62727273 74.37272727],0
n2,1,0.281325,1.160678,[6 5] ; [21  8],[7.425 3.575] ; [19.575  9.425],0
a8,1,0.286844,1.134375,[ 4 23] ; [ 6 71],[ 2.59615385 24.40384615] ; [ 7.40384615 69.59615385],0
s4,1,0.307254,1.042442,[ 3 26] ; [15 66],[ 4.74545455 24.25454545] ; [13.25454545 67.74545455],0
v1,1,0.331942,0.941307,[ 8 21] ; [29 48],[10.12264151 18.87735849] ; [26.87735849 50.12264151],0
n3,1,0.342558,0.900833,[5 6] ; [18 11],[6.325 4.675] ; [16.675 12.325],0
u2,1,0.352323,0.865074,[8 9] ; [10 20],[ 6.5106383 10.4893617] ; [11.4893617 18.5106383],0
s8,1,0.397589,0.715606,[ 4 25] ; [17 64],[ 5.53636364 23.46363636] ; [15.46363636 65.53636364],0
n5,1,0.410158,0.678343,[18 11] ; [57 24],[19.77272727  9.22727273] ; [55.22727273 25.77272727],0
d1,1,0.412074,0.672809,[10 19] ; [35 46],[11.86363636 17.13636364] ; [33.13636364 47.86363636],0
a6,1,0.445211,0.582816,[13 16] ; [43 38],[14.76363636 14.23636364] ; [41.23636364 39.76363636],0
u1,1,0.453557,0.561746,[ 1 28] ; [ 6 75],[ 1.84545455 27.15454545] ; [ 5.15454545 75.84545455],0
p11,1,0.46064,0.544338,[16 13] ; [51 30],[17.66363636 11.33636364] ; [49.33636364 31.66363636],0
s6,1,0.522955,0.408061,[10 19] ; [33 47],[11.44036697 17.55963303] ; [31.55963303 48.44036697],0
a7,1,0.557147,0.344667,[15 14] ; [47 34],[16.34545455 12.65454545] ; [45.65454545 35.34545455],0
v2,1,0.568373,0.325413,[10 18] ; [23 54],[ 8.8 19.2] ; [24.2 52.8],0
b5,1,0.594048,0.284066,[17 12] ; [52 29],[18.19090909 10.80909091] ; [50.80909091 30.19090909],0
a2,1,0.631925,0.229459,[ 2 27] ; [ 8 73],[ 2.63636364 26.36363636] ; [ 7.36363636 73.63636364],0
b4,1,0.632783,0.228305,[19 10] ; [49 32],[17.92727273 11.07272727] ; [50.07272727 30.92727273],0
p4,1,0.651811,0.203624,[ 8 21] ; [26 55],[ 8.96363636 20.03636364] ; [25.03636364 55.96363636],0
b2,1,0.652811,0.202374,[ 7 10] ; [20 22],[7.77966102 9.22033898] ; [19.22033898 22.77966102],0
b3,1,0.652811,0.202374,[ 7 10] ; [20 22],[7.77966102 9.22033898] ; [19.22033898 22.77966102],0
n6,1,0.690685,0.158345,[20  9] ; [59 22],[20.82727273  8.17272727] ; [58.17272727 22.82727273],0
p5,1,0.701243,0.147182,[ 2 27] ; [ 4 76],[ 1.59633028 27.40366972] ; [ 4.40366972 75.59633028],0
d4,1,0.719586,0.12889,[19 10] ; [56 25],[19.77272727  9.22727273] ; [55.22727273 25.77272727],0
p8,1,0.746923,0.104135,[ 5 24] ; [16 64],[ 5.58715596 23.41284404] ; [15.41284404 64.58715596],0
p1,1,0.774561,0.082033,[ 3 26] ; [10 71],[ 3.42727273 25.57272727] ; [ 9.57272727 71.42727273],0
d3,1,0.918507,0.010468,[14 15] ; [40 41],[14.23636364 14.76363636] ; [39.76363636 41.23636364],0
s1,1,0.940982,0.005481,[ 1 28] ; [ 3 77],[ 1.06422018 27.93577982] ; [ 2.93577982 77.06422018],0
