Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-06,21.656505,[39 27] ; [75  7],[50.83783784 15.16216216] ; [63.16216216 18.83783784],1
s5,1,0.415463,0.663112,[ 6 59] ; [11 70],[ 7.56849315 57.43150685] ; [ 9.43150685 71.56849315],0
n1,1,0.477906,0.503637,[15 19] ; [11 20],[13.6 20.4] ; [12.4 18.6],0
s6,1,0.525771,0.402558,[17 49] ; [25 57],[18.72972973 47.27027027] ; [23.27027027 58.72972973],0
a2,1,0.547415,0.361968,[13 54] ; [13 70],[11.61333333 55.38666667] ; [14.38666667 68.61333333],0
s4,1,0.657607,0.196444,[ 5 61] ; [ 8 75],[ 5.75838926 60.24161074] ; [ 7.24161074 75.75838926],0
p12,1,0.682407,0.167429,[ 1 66] ; [ 2 80],[ 1.34899329 65.65100671] ; [ 1.65100671 80.34899329],0
a3,1,0.70133,0.147092,[36 29] ; [48 34],[37.14285714 27.85714286] ; [46.85714286 35.14285714],0
p1,1,0.740429,0.10975,[ 5 62] ; [ 5 77],[ 4.4966443 62.5033557] ; [ 5.5033557 76.4966443],0
a5,1,0.786996,0.073015,[37 30] ; [44 39],[36.18 30.82] ; [44.82 38.18],0
d5,1,0.789563,0.071224,[43 24] ; [55 28],[43.77333333 23.22666667] ; [54.22666667 28.77333333],0
n4,1,0.815123,0.054673,[41 25] ; [50 33],[40.30872483 25.69127517] ; [50.69127517 32.30872483],0
p5,1,0.81589,0.054212,[ 2 64] ; [ 2 81],[ 1.77181208 64.22818792] ; [ 2.22818792 80.77181208],0
u2,1,0.861588,0.030399,[13 17] ; [14 20],[12.65625 17.34375] ; [14.34375 19.65625],0
u1,1,0.869545,0.026974,[ 7 60] ; [ 8 75],[ 6.7 60.3] ; [ 8.3 74.7],0
b4,1,0.934271,0.006802,[40 27] ; [49 34],[39.75333333 27.24666667] ; [49.24666667 33.75333333],0
d4,1,0.948956,0.004098,[45 22] ; [54 27],[44.81756757 22.18243243] ; [54.18243243 26.81756757],0
v3,1,0.965003,0.001925,[15 49] ; [19 61],[15.11111111 48.88888889] ; [18.88888889 61.11111111],0
s7,1,0.978748,0.00071,[10 54] ; [12 64],[10.05714286 53.94285714] ; [11.94285714 64.05714286],0
