Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.001001,10.825758,[25 14] ; [79 10],[31.6875  7.3125] ; [72.3125 16.6875],0
v1,1,0.269422,1.219687,[16 21] ; [46 39],[18.80327869 18.19672131] ; [43.19672131 41.80327869],0
p6,1,0.270139,1.216041,[ 7 34] ; [23 66],[ 9.46153846 31.53846154] ; [20.53846154 68.46153846],0
a6,1,0.282653,1.154289,[28 13] ; [52 37],[25.23076923 15.76923077] ; [54.76923077 34.23076923],0
s3,1,0.285167,1.142298,[25 15] ; [64 25],[27.59689922 12.40310078] ; [61.40310078 27.59689922],0
b2,1,0.295509,1.094353,[16 17] ; [22 37],[13.63043478 19.36956522] ; [24.36956522 34.63043478],0
b3,1,0.295509,1.094353,[16 17] ; [22 37],[13.63043478 19.36956522] ; [24.36956522 34.63043478],0
v2,1,0.371513,0.798599,[17 21] ; [47 41],[19.3015873 18.6984127] ; [44.6984127 43.3015873],0
a8,1,0.380867,0.767903,[ 3 36] ; [10 66],[ 4.40869565 34.59130435] ; [ 8.59130435 67.40869565],0
s6,1,0.413087,0.669898,[31 10] ; [72 16],[32.73643411  8.26356589] ; [70.26356589 17.73643411],0
a1,1,0.419595,0.65145,[ 2 39] ; [ 2 87],[ 1.26153846 39.73846154] ; [ 2.73846154 86.26153846],0
r3,1,0.428058,0.628088,[36  5] ; [82  7],[37.21538462  3.78461538] ; [80.78461538  8.21538462],0
r4,1,0.480077,0.498689,[33  8] ; [76 13],[34.37692308  6.62307692] ; [74.62307692 14.37692308],0
a5,1,0.512627,0.428702,[33  8] ; [67 22],[31.53846154  9.46153846] ; [68.46153846 20.53846154],0
u2,1,0.534561,0.385714,[4 2] ; [11 10],[3.33333333 2.66666667] ; [11.66666667  9.33333333],0
p12,1,0.561224,0.337589,[ 4 37] ; [ 6 82],[ 3.17829457 37.82170543] ; [ 6.82170543 81.17829457],0
d2,1,0.571226,0.320636,[27 14] ; [54 35],[25.54615385 15.45384615] ; [55.45384615 33.54615385],0
u1,1,0.5834,0.300771,[12 29] ; [22 67],[10.72307692 30.27692308] ; [23.27692308 65.72307692],0
p3,1,0.605377,0.266962,[13 28] ; [32 56],[14.30232558 26.69767442] ; [30.69767442 57.30232558],0
s8,1,0.623241,0.241339,[27 14] ; [54 34],[25.74418605 15.25581395] ; [55.25581395 32.74418605],0
d3,1,0.654165,0.200689,[26 15] ; [60 29],[27.12307692 13.87692308] ; [58.87692308 30.12307692],0
r2,1,0.69366,0.155152,[37  3] ; [83  5],[37.5  2.5] ; [82.5  5.5],0
r1,1,0.698666,0.149864,[31 10] ; [70 19],[31.85384615  9.14615385] ; [69.14615385 19.85384615],0
n6,1,0.73677,0.112986,[34  7] ; [75 13],[34.64341085  6.35658915] ; [74.35658915 13.64341085],0
d1,1,0.746426,0.104559,[27 14] ; [56 33],[26.17692308 14.82307692] ; [56.82307692 32.17692308],0
n3,1,0.754376,0.09789,[11  5] ; [16  9],[10.53658537  5.46341463] ; [16.46341463  8.53658537],0
s4,1,0.760288,0.093088,[ 7 34] ; [17 71],[ 7.62790698 33.37209302] ; [16.37209302 71.62790698],0
u3,1,0.770831,0.084848,[4 2] ; [16  6],[4.28571429 1.71428571] ; [15.71428571  6.28571429],0
p1,1,0.800329,0.063969,[ 4 37] ; [10 79],[ 4.41538462 36.58461538] ; [ 9.58461538 79.41538462],0
d5,1,0.834009,0.043917,[33  8] ; [73 16],[33.43076923  7.56923077] ; [72.56923077 16.43076923],0
p5,1,0.840917,0.040289,[ 3 35] ; [ 8 81],[ 3.29133858 34.70866142] ; [ 7.70866142 81.29133858],0
n2,1,0.858648,0.031718,[12  5] ; [17  8],[11.73809524  5.26190476] ; [17.26190476  7.73809524],0
s5,1,0.861742,0.030331,[13 26] ; [29 54],[13.42622951 25.57377049] ; [28.57377049 54.42622951],0
b4,1,0.877521,0.023751,[25 16] ; [53 36],[24.6 16.4] ; [53.4 35.6],0
s1,1,0.899676,0.015894,[ 3 38] ; [ 7 81],[ 3.17829457 37.82170543] ; [ 6.82170543 81.17829457],0
p11,1,0.944587,0.004831,[26 15] ; [57 32],[26.17692308 14.82307692] ; [56.82307692 32.17692308],0
d4,1,0.975287,0.00096,[34  7] ; [74 15],[34.06153846  6.93846154] ; [73.93846154 15.06153846],0
