Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.041193,4.168067,[10 18] ; [21 13],[14. 14.] ; [17. 17.],0
p3,1,0.515285,0.423319,[15 13] ; [21 13],[16.25806452 11.74193548] ; [19.74193548 14.25806452],0
d2,1,0.539005,0.377387,[11 17] ; [16 18],[12.19354839 15.80645161] ; [14.80645161 19.19354839],0
a3,1,0.570184,0.322374,[17 11] ; [23 11],[18.06451613  9.93548387] ; [21.93548387 12.06451613],0
v4,1,0.570303,0.322176,[25  2] ; [30  4],[24.3442623  2.6557377] ; [30.6557377  3.3442623],0
a4,1,0.617809,0.248959,[ 9 19] ; [13 21],[ 9.93548387 18.06451613] ; [12.06451613 21.93548387],0
p7,1,0.62949,0.232753,[17 11] ; [22 11],[17.90163934 10.09836066] ; [21.09836066 11.90163934],0
p9,1,0.640806,0.21769,[25  3] ; [29  5],[24.38709677  3.61290323] ; [29.61290323  4.38709677],0
s3,1,0.651613,0.203873,[20  8] ; [26  8],[20.77419355  7.22580645] ; [25.22580645  8.77419355],0
u3,1,0.664558,0.188034,[6 5] ; [7 4],[6.5 4.5] ; [6.5 4.5],0
b1,1,0.71198,0.136307,[12 16] ; [13 21],[11.29032258 16.70967742] ; [13.70967742 20.29032258],0
s6,1,0.744191,0.106477,[22  6] ; [24  8],[21.46666667  6.53333333] ; [24.53333333  7.46666667],0
b5,1,0.780776,0.077455,[18 10] ; [23 11],[18.51612903  9.48387097] ; [22.48387097 11.51612903],0
r4,1,0.816434,0.053886,[19  9] ; [24 10],[19.41935484  8.58064516] ; [23.58064516 10.41935484],0
s2,1,0.892961,0.018106,[21  7] ; [26  8],[21.22580645  6.77419355] ; [25.77419355  8.22580645],0
a6,1,0.893828,0.017812,[16 12] ; [20 14],[16.25806452 11.74193548] ; [19.74193548 14.25806452],0
a7,1,0.893828,0.017812,[16 12] ; [20 14],[16.25806452 11.74193548] ; [19.74193548 14.25806452],0
s4,1,0.895226,0.017343,[ 7 21] ; [ 9 25],[ 7.22580645 20.77419355] ; [ 8.77419355 25.22580645],0
