Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.001742,9.802844,[ 5 12] ; [46 19],[10.57317073  6.42682927] ; [40.42682927 24.57317073],0
r4,1,0.330441,0.947167,[13  4] ; [56  9],[14.30487805  2.69512195] ; [54.69512195 10.30487805],0
p9,1,0.365279,0.819663,[15  2] ; [51 14],[13.68292683  3.31707317] ; [52.31707317 12.68292683],0
p1,1,0.371647,0.79815,[ 1 16] ; [ 9 56],[ 2.07317073 14.92682927] ; [ 7.92682927 57.07317073],0
d2,1,0.398969,0.71143,[9 8] ; [27 38],[7.46341463 9.53658537] ; [28.53658537 36.46341463],0
n4,1,0.403884,0.696732,[12  5] ; [52 13],[13.26829268  3.73170732] ; [50.73170732 14.26829268],0
n6,1,0.426845,0.631393,[13  4] ; [55 10],[14.09756098  2.90243902] ; [53.90243902 11.09756098],0
s3,1,0.455129,0.557846,[ 6 11] ; [17 48],[ 4.76829268 12.23170732] ; [18.23170732 46.76829268],0
b3,1,0.476485,0.506897,[5 2] ; [24 18],[4.14285714 2.85714286] ; [24.85714286 17.14285714],0
b2,1,0.476485,0.506897,[5 2] ; [24 18],[4.14285714 2.85714286] ; [24.85714286 17.14285714],0
v2,1,0.497457,0.460358,[8 8] ; [38 26],[9.2 6.8] ; [36.8 27.2],0
u1,1,0.530472,0.393488,[ 4 13] ; [11 54],[ 3.1097561 13.8902439] ; [11.8902439 53.1097561],0
a3,1,0.535471,0.383998,[13  4] ; [44 20],[11.96296296  5.03703704] ; [45.03703704 18.96296296],0
a8,1,0.538167,0.378947,[ 1 14] ; [ 7 50],[ 1.66666667 13.33333333] ; [ 6.33333333 50.66666667],0
a7,1,0.609729,0.26057,[14  3] ; [49 15],[13.22222222  3.77777778] ; [49.77777778 14.22222222],0
d5,1,0.616706,0.250524,[13  4] ; [45 19],[12.17283951  4.82716049] ; [45.82716049 18.17283951],0
a5,1,0.643813,0.21379,[12  5] ; [42 23],[11.19512195  5.80487805] ; [42.80487805 22.19512195],0
r3,1,0.660014,0.193507,[16  1] ; [59  6],[15.54878049  1.45121951] ; [59.45121951  5.54878049],0
n2,1,0.677856,0.172549,[4 1] ; [12  5],[3.63636364 1.36363636] ; [12.36363636  4.63636364],0
s5,1,0.710522,0.137756,[ 2 12] ; [12 53],[ 2.48101266 11.51898734] ; [11.51898734 53.48101266],0
b5,1,0.723238,0.125412,[11  6] ; [39 26],[10.36585366  6.63414634] ; [39.63414634 25.36585366],0
n5,1,0.730167,0.118958,[13  4] ; [47 18],[12.43902439  4.56097561] ; [47.56097561 17.43902439],0
v3,1,0.733354,0.116054,[ 6 10] ; [27 37],[6.6 9.4] ; [26.4 37.6],0
n1,1,0.748328,0.102941,[2 2] ; [ 7 10],[1.71428571 2.28571429] ; [7.28571429 9.71428571],0
u3,1,0.791959,0.069573,[2 2] ; [ 9 12],[1.76 2.24] ; [ 9.24 11.76],0
u2,1,0.791959,0.069573,[2 2] ; [12  9],[2.24 1.76] ; [11.76  9.24],0
s7,1,0.837031,0.04231,[ 6 10] ; [25 37],[6.35897436 9.64102564] ; [24.64102564 37.35897436],0
r2,1,0.843563,0.038942,[15  1] ; [60  5],[14.81481481  1.18518519] ; [60.18518519  4.81481481],0
a2,1,0.859844,0.031178,[ 4 13] ; [14 51],[ 3.73170732 13.26829268] ; [14.26829268 50.73170732],0
a6,1,0.913801,0.011717,[12  5] ; [45 20],[11.81707317  5.18292683] ; [45.18292683 19.81707317],0
b4,1,0.96286,0.002168,[9 8] ; [34 31],[8.91463415 8.08536585] ; [34.08536585 30.91463415],0
p12,1,0.966778,0.001735,[ 1 16] ; [ 4 61],[ 1.03658537 15.96341463] ; [ 3.96341463 61.03658537],0
