Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.1e-05,19.417611,[ 48 103] ; [40 22],[62.38497653 88.61502347] ; [25.61502347 36.38497653],1
u1,1,0.69874,0.149786,[  6 156] ; [ 3 59],[  6.50892857 155.49107143] ; [ 2.49107143 59.50892857],0
n1,1,0.70268,0.145698,[19 37] ; [ 4 10],[18.4 37.6] ; [4.6 9.4],0
p9,1,0.742837,0.107649,[109  47] ; [44 17],[109.99078341  46.00921659] ; [43.00921659 17.99078341],0
p7,1,0.831188,0.045445,[70 88] ; [28 33],[70.70319635 87.29680365] ; [27.29680365 33.70319635],0
p11,1,0.840411,0.040549,[112  50] ; [42 20],[111.375  50.625] ; [42.625 19.375],0
n3,1,0.923726,0.009166,[38 18] ; [9 4],[38.14492754 17.85507246] ; [8.85507246 4.14492754],0
a7,1,0.927197,0.008349,[95 66] ; [37 25],[95.30044843 65.69955157] ; [36.69955157 25.30044843],0
d2,1,0.941316,0.005419,[ 24 137] ; [ 9 53],[ 23.82511211 137.17488789] ; [ 9.17488789 52.82511211],0
p8,1,0.947114,0.0044,[ 48 111] ; [19 43],[ 48.20361991 110.79638009] ; [18.79638009 43.20361991],0
a6,1,0.959575,0.002569,[83 79] ; [32 30],[83.16964286 78.83035714] ; [31.83035714 30.16964286],0
a8,1,0.979984,0.000629,[ 20 134] ; [ 8 53],[ 20.05581395 133.94418605] ; [ 7.94418605 53.05581395],0
s5,1,0.989512,0.000173,[ 37 121] ; [14 46],[ 36.96330275 121.03669725] ; [14.03669725 45.96330275],0
