Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,37.874132,[90 11] ; [10 19],[77.69230769 23.30769231] ; [22.30769231  6.69230769],1
v4,1,0.28666,1.135242,[96  5] ; [26  3],[94.78461538  6.21538462] ; [27.21538462  1.78461538],0
a1,1,0.332494,0.93916,[ 3 98] ; [ 2 27],[ 3.88461538 97.11538462] ; [ 1.11538462 27.88461538],0
n5,1,0.353863,0.859555,[75 26] ; [19 10],[73.03076923 27.96923077] ; [20.96923077  8.03076923],0
b5,1,0.360366,0.836616,[53 48] ; [18 11],[55.16153846 45.83846154] ; [15.83846154 13.16153846],0
a6,1,0.414924,0.664647,[74 27] ; [19 10],[72.25384615 28.74615385] ; [20.74615385  8.25384615],0
a4,1,0.434458,0.610877,[43 58] ; [10 19],[41.17692308 59.82307692] ; [11.82307692 17.17692308],0
r3,1,0.439834,0.596715,[92  9] ; [25  4],[90.9 10.1] ; [26.1  2.9],0
v2,1,0.489056,0.478603,[57 43] ; [18 10],[58.59375 41.40625] ; [16.40625 11.59375],0
n2,1,0.493963,0.467882,[11  5] ; [5 1],[11.63636364  4.36363636] ; [4.36363636 1.63636364],0
u3,1,0.525588,0.402915,[17 13] ; [6 7],[16.04651163 13.95348837] ; [6.95348837 6.04651163],0
p4,1,0.550075,0.357184,[72 29] ; [19 10],[70.7 30.3] ; [20.3  8.7],0
b2,1,0.557033,0.344868,[27 35] ; [ 8 14],[25.83333333 36.16666667] ; [ 9.16666667 12.83333333],0
b3,1,0.557033,0.344868,[27 35] ; [ 8 14],[25.83333333 36.16666667] ; [ 9.16666667 12.83333333],0
p5,1,0.612444,0.256631,[10 90] ; [ 2 27],[ 9.30232558 90.69767442] ; [ 2.69767442 26.30232558],0
b4,1,0.623065,0.241584,[54 47] ; [17 12],[55.16153846 45.83846154] ; [15.83846154 13.16153846],0
s5,1,0.630534,0.231337,[18 81] ; [ 4 24],[17.1496063 81.8503937] ; [ 4.8503937 23.1496063],0
p8,1,0.642059,0.216059,[64 37] ; [17 12],[62.93076923 38.06923077] ; [18.06923077 10.93076923],0
s8,1,0.648162,0.208226,[27 74] ; [ 9 20],[27.96923077 73.03076923] ; [ 8.03076923 20.96923077],0
n4,1,0.725694,0.123102,[83 18] ; [23  6],[82.35384615 18.64615385] ; [23.64615385  5.35384615],0
r2,1,0.731182,0.118029,[92  9] ; [27  2],[92.45384615  8.54615385] ; [26.54615385  2.45384615],0
s7,1,0.739358,0.110692,[29 64] ; [10 19],[29.7295082 63.2704918] ; [ 9.2704918 19.7295082],0
n6,1,0.830335,0.045913,[81 19] ; [24  5],[81.39534884 18.60465116] ; [23.60465116  5.39534884],0
p7,1,0.86107,0.030629,[75 26] ; [22  7],[75.36153846 25.63846154] ; [21.63846154  7.36153846],0
r4,1,0.886913,0.020224,[86 15] ; [25  4],[86.23846154 14.76153846] ; [24.76153846  4.23846154],0
s1,1,0.895476,0.01726,[ 3 98] ; [ 1 28],[ 3.10769231 97.89230769] ; [ 0.89230769 28.10769231],0
n1,1,0.925558,0.00873,[ 5 11] ; [2 4],[ 5.09090909 10.90909091] ; [1.90909091 4.09090909],0
u2,1,0.975298,0.000959,[14 16] ; [6 7],[13.95348837 16.04651163] ; [6.04651163 6.95348837],0
a8,1,0.995054,3.8e-05,[10 77] ; [ 3 23],[10.00884956 76.99115044] ; [ 2.99115044 23.00884956],0
v3,1,1.0,0.0,[42 56] ; [12 16],[42. 56.] ; [12. 16.],0
