Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,157.893513,[287   7] ; [20 33],[260.10951009  33.89048991] ; [46.89048991  6.10951009],1
b3,1,0.566532,0.32852,[ 71 113] ; [11 22],[ 69.52995392 114.47004608] ; [12.47004608 20.52995392],0
b2,1,0.566532,0.32852,[ 71 113] ; [11 22],[ 69.52995392 114.47004608] ; [12.47004608 20.52995392],0
a2,1,0.596354,0.280531,[ 93 202] ; [19 35],[ 94.67048711 200.32951289] ; [17.32951289 36.67048711],0
a4,1,0.620126,0.245691,[144 150] ; [24 29],[142.34005764 151.65994236] ; [25.65994236 27.34005764],0
a8,1,0.67943,0.170768,[ 41 220] ; [ 8 36],[ 41.93114754 219.06885246] ; [ 7.06885246 36.93114754],0
b4,1,0.682234,0.167622,[177 118] ; [34 20],[178.35243553 116.64756447] ; [32.64756447 21.35243553],0
r1,1,0.707378,0.14091,[250  44] ; [44  9],[249.09510086  44.90489914] ; [44.90489914  8.09510086],0
a1,1,0.710574,0.137704,[ 13 282] ; [ 3 51],[ 13.5243553 281.4756447] ; [ 2.4756447 51.5243553],0
n3,1,0.713096,0.135204,[29 14] ; [13  5],[29.60655738 13.39344262] ; [12.39344262  5.60655738],0
a6,1,0.716933,0.131451,[229  64] ; [41 13],[227.98270893  65.01729107] ; [42.01729107 11.98270893],0
d4,1,0.749201,0.102204,[250  44] ; [45  9],[249.22413793  44.77586207] ; [45.77586207  8.22413793],0
s4,1,0.756814,0.095894,[ 44 247] ; [ 7 45],[ 43.26822157 247.73177843] ; [ 7.73177843 44.26822157],0
b5,1,0.782263,0.076381,[202  93] ; [38 16],[202.86532951  92.13467049] ; [37.13467049 16.86532951],0
a3,1,0.789098,0.071546,[216  77] ; [40 13],[216.78612717  76.21387283] ; [39.21387283 13.78612717],0
u1,1,0.793519,0.06851,[ 76 219] ; [13 41],[ 75.22922636 219.77077364] ; [13.77077364 40.22922636],0
d3,1,0.913329,0.011846,[236  58] ; [43 11],[235.70689655  58.29310345] ; [43.29310345 10.70689655],0
n1,1,0.96243,0.002219,[17 26] ; [ 7 11],[16.91803279 26.08196721] ; [ 7.08196721 10.91803279],0
v2,1,0.972387,0.001198,[198  89] ; [36 16],[198.10619469  88.89380531] ; [35.89380531 16.10619469],0
