Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000385,12.602905,[64 14] ; [15 16],[56.53211009 21.46788991] ; [22.46788991  8.53211009],1
u1,1,0.352274,0.865248,[13 65] ; [ 3 28],[11.44954128 66.55045872] ; [ 4.55045872 26.44954128],0
v4,1,0.393423,0.728337,[70  8] ; [26  5],[68.69724771  9.30275229] ; [27.30275229  3.69724771],0
n2,1,0.421671,0.645652,[18  5] ; [9 1],[18.81818182  4.18181818] ; [8.18181818 1.81818182],0
a4,1,0.438083,0.601298,[34 44] ; [11 20],[32.20183486 45.79816514] ; [12.79816514 18.20183486],0
n1,1,0.445601,0.581818,[10 12] ; [6 4],[11. 11.] ; [5. 5.],0
r2,1,0.453395,0.562151,[69  9] ; [28  2],[70.05555556  7.94444444] ; [26.94444444  3.05555556],0
u2,1,0.483869,0.490131,[18 10] ; [8 7],[16.93023256 11.06976744] ; [9.06976744 5.93023256],0
b4,1,0.50779,0.438619,[53 25] ; [19 12],[51.52293578 26.47706422] ; [20.47706422 10.52293578],0
a1,1,0.510776,0.432477,[ 5 73] ; [ 1 30],[ 4.29357798 73.70642202] ; [ 1.70642202 29.29357798],0
r3,1,0.510776,0.432477,[73  5] ; [30  1],[73.70642202  4.29357798] ; [29.29357798  1.70642202],0
p4,1,0.514039,0.425836,[30 47] ; [10 21],[28.51851852 48.48148148] ; [11.48148148 19.51851852],0
d4,1,0.525108,0.403848,[55 22] ; [24  7],[56.32407407 20.67592593] ; [22.67592593  8.32407407],0
s2,1,0.575626,0.31336,[38 39] ; [13 17],[36.70093458 40.29906542] ; [14.29906542 15.70093458],0
u3,1,0.603364,0.269952,[17 12] ; [10  5],[17.79545455 11.20454545] ; [9.20454545 5.79545455],0
s7,1,0.616178,0.251276,[33 42] ; [12 19],[31.83962264 43.16037736] ; [13.16037736 17.83962264],0
s6,1,0.643183,0.214603,[48 30] ; [17 13],[46.94444444 31.05555556] ; [18.05555556 11.94444444],0
u4,1,0.668438,0.183435,[ 4 74] ; [ 1 30],[ 3.57798165 74.42201835] ; [ 1.42201835 29.57798165],0
d5,1,0.721289,0.127261,[50 27] ; [19 12],[49.19444444 27.80555556] ; [19.80555556 11.19444444],0
b5,1,0.730698,0.118472,[45 33] ; [19 12],[45.79816514 32.20183486] ; [18.20183486 12.79816514],0
d3,1,0.782169,0.076449,[42 35] ; [16 15],[41.35185185 35.64814815] ; [16.64814815 14.35185185],0
a8,1,0.793302,0.068657,[ 6 68] ; [ 3 28],[ 6.34285714 67.65714286] ; [ 2.65714286 28.34285714],0
p8,1,0.800305,0.063985,[22 56] ; [ 8 23],[21.46788991 56.53211009] ; [ 8.53211009 22.46788991],0
v2,1,0.870223,0.026692,[38 33] ; [15 14],[37.63 33.37] ; [15.37 13.63],0
s5,1,0.935922,0.006464,[21 53] ; [ 8 21],[20.83495146 53.16504854] ; [ 8.16504854 20.83495146],0
n3,1,0.93814,0.006023,[15  8] ; [6 3],[15.09375  7.90625] ; [5.90625 3.09375],0
b2,1,0.93837,0.005978,[19 34] ; [ 7 12],[19.13888889 33.86111111] ; [ 6.86111111 12.13888889],0
b3,1,0.93837,0.005978,[19 34] ; [ 7 12],[19.13888889 33.86111111] ; [ 6.86111111 12.13888889],0
p6,1,0.954666,0.003232,[17 60] ; [ 7 24],[17.11111111 59.88888889] ; [ 6.88888889 24.11111111],0
r1,1,0.962474,0.002214,[55 23] ; [22  9],[55.10091743 22.89908257] ; [21.89908257  9.10091743],0
v1,1,1.0,0.0,[35 40] ; [14 16],[35. 40.] ; [14. 16.],0
