Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,70.943124,[ 27 119] ; [143  84],[66.54155496 79.45844504] ; [103.45844504 123.54155496],1
b2,1,0.199432,1.64653,[29 60] ; [59 85],[33.61373391 55.38626609] ; [54.38626609 89.61373391],0
u4,1,0.221207,1.496526,[  2 145] ; [  8 226],[  3.85826772 143.14173228] ; [  6.14173228 227.85826772],0
p4,1,0.236409,1.401883,[106  41] ; [179  52],[110.83333333  36.16666667] ; [174.16666667  56.83333333],0
r3,1,0.247962,1.33475,[139   7] ; [227   6],[140.99208443   5.00791557] ; [225.00791557   7.99208443],0
b4,1,0.256833,1.285748,[78 69] ; [138  96],[83.33858268 63.66141732] ; [132.66141732 101.33858268],0
r4,1,0.269752,1.218007,[141   6] ; [229   5],[142.75590551   4.24409449] ; [227.24409449   6.75590551],0
p6,1,0.350061,0.873235,[78 68] ; [112 119],[73.58090186 72.41909814] ; [116.41909814 114.58090186],0
a1,1,0.426784,0.63156,[  5 142] ; [ 12 222],[  6.55905512 140.44094488] ; [ 10.44094488 223.55905512],0
p10,1,0.450121,0.570348,[126  21] ; [205  27],[128.38258575  18.61741425] ; [202.61741425  29.38258575],0
d1,1,0.472776,0.51548,[94 53] ; [158  76],[97.22834646 49.77165354] ; [154.77165354  79.22834646],0
n5,1,0.493565,0.468745,[115  32] ; [189  44],[117.6  29.4] ; [186.4  46.6],0
u3,1,0.503026,0.448546,[30 17] ; [28 21],[28.39583333 18.60416667] ; [29.60416667 19.39583333],0
p2,1,0.538314,0.378674,[137  10] ; [214  20],[135.42519685  11.57480315] ; [215.57480315  18.42519685],0
a7,1,0.553359,0.351335,[109  38] ; [179  54],[111.41052632  35.58947368] ; [176.58947368  56.41052632],0
s3,1,0.586886,0.295234,[87 57] ; [133  98],[84.48 59.52] ; [135.52  95.48],0
s8,1,0.636139,0.223828,[74 73] ; [121 108],[76.23670213 70.76329787] ; [118.76329787 110.23670213],0
v4,1,0.639872,0.218909,[142   5] ; [227   6],[142.74473684   4.25526316] ; [226.25526316   6.74473684],0
a4,1,0.66736,0.184706,[65 81] ; [109 124],[67.02902375 78.97097625] ; [106.97097625 126.02902375],0
n6,1,0.672655,0.178512,[127  20] ; [203  28],[128.33333333  18.66666667] ; [201.66666667  29.33333333],0
n1,1,0.695804,0.152874,[14 14] ; [13 16],[13.26315789 14.73684211] ; [13.73684211 15.26315789],0
u2,1,0.697138,0.151466,[25 22] ; [28 21],[25.94791667 21.05208333] ; [27.05208333 21.94791667],0
d4,1,0.717555,0.130847,[124  22] ; [201  32],[125.19788918  20.80211082] ; [199.80211082  33.19788918],0
d3,1,0.752962,0.099059,[107  40] ; [173  60],[108.31578947  38.68421053] ; [171.68421053  61.31578947],0
a8,1,0.763698,0.090377,[ 21 115] ; [ 34 170],[ 22. 114.] ; [ 33. 171.],0
p9,1,0.79375,0.068353,[129  17] ; [207  25],[129.77777778  16.22222222] ; [206.22222222  25.77777778],0
p7,1,0.808176,0.058942,[119  26] ; [191  39],[119.86666667  25.13333333] ; [190.13333333  39.86666667],0
s7,1,0.845231,0.038105,[77 64] ; [123  98],[77.90055249 63.09944751] ; [122.09944751  98.90055249],0
d5,1,0.853729,0.033989,[122  24] ; [193  40],[121.34564644  24.65435356] ; [193.65435356  39.34564644],0
r2,1,0.870285,0.026666,[142   4] ; [224   7],[141.74005305   4.25994695] ; [224.25994695   6.74005305],0
s5,1,0.87476,0.024843,[57 85] ; [ 93 134],[57.72357724 84.27642276] ; [ 92.27642276 134.72357724],0
p5,1,0.881631,0.022172,[ 26 121] ; [ 40 194],[ 25.46456693 121.53543307] ; [ 40.53543307 193.46456693],0
n4,1,0.899835,0.015843,[120  27] ; [189  44],[119.53421053  27.46578947] ; [189.46578947  43.53421053],0
p1,1,0.912931,0.011956,[ 17 129] ; [ 28 205],[ 17.33509235 128.66490765] ; [ 27.66490765 205.33509235],0
s2,1,0.939717,0.005719,[76 69] ; [122 109],[76.35638298 68.64361702] ; [121.64361702 109.35638298],0
b5,1,0.996012,2.5e-05,[81 66] ; [129 105],[81.02362205 65.97637795] ; [128.97637795 105.02362205],0
