Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,33.468332,[130  93] ; [ 44 112],[102.37994723 120.62005277] ; [71.62005277 84.37994723],1
u3,1,0.153614,2.035991,[31 23] ; [25 32],[27.24324324 26.75675676] ; [28.75675676 28.24324324],0
s2,1,0.153696,2.03518,[113 114] ; [67 91],[106.12987013 120.87012987] ; [73.87012987 84.12987013],0
p1,1,0.1869,1.741889,[ 32 196] ; [ 15 142],[ 27.83376623 200.16623377] ; [ 19.16623377 137.83376623],0
s3,1,0.22444,1.475756,[124 100] ; [77 80],[118.17322835 105.82677165] ; [82.82677165 74.17322835],0
u1,1,0.229734,1.442505,[ 39 190] ; [ 20 139],[ 34.82216495 194.17783505] ; [ 24.17783505 134.82216495],0
u2,1,0.272529,1.203975,[33 21] ; [30 29],[30.10619469 23.89380531] ; [32.89380531 26.10619469],0
s1,1,0.351561,0.867815,[  5 223] ; [  6 152],[  6.49740933 221.50259067] ; [  4.50259067 153.49740933],0
n3,1,0.353393,0.861235,[23 10] ; [20 14],[21.17910448 11.82089552] ; [21.82089552 12.17910448],0
a7,1,0.37467,0.788119,[174  54] ; [115  44],[170.26356589  57.73643411] ; [118.73643411  40.26356589],0
a6,1,0.450199,0.57015,[154  73] ; [102  57],[150.5492228  76.4507772] ; [105.4507772  53.5492228],0
a8,1,0.491838,0.472502,[ 36 167] ; [ 22 125],[ 33.64 169.36] ; [ 24.36 122.64],0
a1,1,0.650364,0.205441,[ 14 215] ; [  8 151],[ 12.98453608 216.01546392] ; [  9.01546392 149.98453608],0
r3,1,0.696604,0.152029,[218  11] ; [149   9],[217.16537468  11.83462532] ; [149.83462532   8.16537468],0
b1,1,0.803107,0.062165,[ 85 144] ; [61 98],[ 86.17010309 142.82989691] ; [59.82989691 99.17010309],0
