Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,22.004675,[84  8] ; [37 25],[72.28571429 19.71428571] ; [48.71428571 13.28571429],1
s1,1,0.311241,1.025403,[ 5 86] ; [ 6 55],[ 6.58552632 84.41447368] ; [ 4.41447368 56.58552632],0
n2,1,0.339563,0.912081,[21  7] ; [21 12],[19.27868852  8.72131148] ; [22.72131148 10.27868852],0
n1,1,0.366171,0.816619,[15 12] ; [14 18],[13.27118644 13.72881356] ; [15.72881356 16.27118644],0
p5,1,0.36968,0.80474,[ 6 85] ; [ 2 59],[ 4.78947368 86.21052632] ; [ 3.21052632 57.78947368],0
d3,1,0.370002,0.803656,[68 24] ; [41 20],[65.54248366 26.45751634] ; [43.45751634 17.54248366],0
b3,1,0.458992,0.548352,[14 29] ; [15 22],[15.5875 27.4125] ; [13.4125 23.5875],0
b2,1,0.458992,0.548352,[14 29] ; [15 22],[15.5875 27.4125] ; [13.4125 23.5875],0
b1,1,0.470595,0.520579,[45 47] ; [34 28],[47.19480519 44.80519481] ; [31.80519481 30.19480519],0
a6,1,0.507425,0.439373,[65 27] ; [40 21],[63.1372549 28.8627451] ; [41.8627451 19.1372549],0
n3,1,0.511561,0.430872,[20  8] ; [19 11],[18.82758621  9.17241379] ; [20.17241379  9.82758621],0
u4,1,0.528332,0.397599,[ 3 89] ; [ 1 61],[ 2.38961039 89.61038961] ; [ 1.61038961 60.38961039],0
a2,1,0.549006,0.359101,[34 58] ; [20 42],[32.25974026 59.74025974] ; [21.74025974 40.25974026],0
s4,1,0.582634,0.301996,[21 70] ; [12 50],[19.62745098 71.37254902] ; [13.37254902 48.62745098],0
v3,1,0.586719,0.295497,[32 57] ; [18 39],[30.47945205 58.52054795] ; [19.52054795 37.47945205],0
d4,1,0.665606,0.186785,[75 17] ; [48 13],[73.96078431 18.03921569] ; [49.03921569 11.96078431],0
d1,1,0.776081,0.0809,[57 35] ; [37 25],[56.15584416 35.84415584] ; [37.84415584 24.15584416],0
a8,1,0.826181,0.048225,[11 68] ; [ 9 50],[11.44927536 67.55072464] ; [ 8.55072464 50.44927536],0
d2,1,0.863923,0.029372,[58 34] ; [37 23],[57.5 34.5] ; [37.5 22.5],0
a3,1,0.918827,0.010386,[76 16] ; [50 11],[75.76470588 16.23529412] ; [50.23529412 10.76470588],0
a4,1,0.966289,0.001786,[57 35] ; [38 23],[57.12418301 34.87581699] ; [37.87581699 23.12418301],0
