Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4.1e-05,16.803582,[18 68] ; [46 45],[31.0960452 54.9039548] ; [32.9039548 58.0960452],1
a1,1,0.799585,0.064457,[ 5 83] ; [ 6 85],[ 5.40782123 82.59217877] ; [ 5.59217877 85.40782123],0
s1,1,0.814678,0.054941,[ 5 82] ; [ 6 85],[ 5.37640449 81.62359551] ; [ 5.62359551 85.37640449],0
v3,1,0.828995,0.046652,[21 64] ; [23 65],[21.61849711 63.38150289] ; [22.38150289 65.61849711],0
n4,1,0.829736,0.046242,[53 34] ; [54 37],[52.29775281 34.70224719] ; [54.70224719 36.29775281],0
s3,1,0.890581,0.018925,[24 63] ; [24 66],[23.59322034 63.40677966] ; [24.40677966 65.59322034],0
b1,1,0.953253,0.003436,[41 47] ; [42 49],[40.80446927 47.19553073] ; [42.19553073 48.80446927],0
p5,1,0.954817,0.00321,[ 3 83] ; [ 3 87],[ 2.93181818 83.06818182] ; [ 3.06818182 86.93181818],0
a2,1,0.956495,0.002976,[ 5 83] ; [ 5 86],[ 4.91620112 83.08379888] ; [ 5.08379888 85.91620112],0
b2,1,1.0,0.0,[19 34] ; [19 34],[19. 34.] ; [19. 34.],0
b3,1,1.0,0.0,[19 34] ; [19 34],[19. 34.] ; [19. 34.],0
