Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.00207,9.486048,[ 5 21] ; [57 51],[12.02985075 13.97014925] ; [49.97014925 58.02985075],0
p2,1,0.199165,1.64849,[31 10] ; [133  25],[33.78894472  7.21105528] ; [130.21105528  27.78894472],0
n1,1,0.235224,1.408993,[7 5] ; [16 25],[5.20754717 6.79245283] ; [17.79245283 23.20754717],0
v3,1,0.242076,1.368461,[13 27] ; [67 90],[16.24365482 23.75634518] ; [63.75634518 93.24365482],0
u1,1,0.246993,1.340235,[ 4 37] ; [  8 153],[ 2.43564356 38.56435644] ; [  9.56435644 151.43564356],0
a3,1,0.247759,1.335897,[28 13] ; [124  37],[30.85148515 10.14851485] ; [121.14851485  39.85148515],0
r3,1,0.309988,1.030728,[39  2] ; [145  16],[37.34653465  3.65346535] ; [146.65346535  14.34653465],0
u3,1,0.314419,1.01202,[7 6] ; [14 23],[5.46 7.54] ; [15.54 21.46],0
n4,1,0.355647,0.853205,[31 10] ; [132  29],[33.08415842  7.91584158] ; [129.91584158  31.08415842],0
v4,1,0.374849,0.787528,[38  2] ; [145  15],[36.6  3.4] ; [146.4  13.6],0
b4,1,0.41376,0.66797,[20 21] ; [90 71],[22.32673267 18.67326733] ; [87.67326733 73.32673267],0
a2,1,0.419044,0.652995,[ 2 39] ; [ 14 147],[ 3.24752475 37.75247525] ; [ 12.75247525 148.24752475],0
p12,1,0.437906,0.601762,[ 4 37] ; [ 10 149],[ 2.87 38.13] ; [ 11.13 147.87],0
d4,1,0.444484,0.584679,[30 11] ; [126  34],[31.82089552  9.17910448] ; [124.17910448  35.82089552],0
d5,1,0.462139,0.54071,[33  8] ; [120  40],[31.20895522  9.79104478] ; [121.79104478  38.20895522],0
p5,1,0.480435,0.497875,[ 4 37] ; [ 22 136],[ 5.35678392 35.64321608] ; [ 20.64321608 137.35678392],0
v1,1,0.483057,0.491954,[21 20] ; [90 67],[22.98484848 18.01515152] ; [88.01515152 68.98484848],0
r1,1,0.484662,0.488356,[32  9] ; [117  44],[30.24257426 10.75742574] ; [118.75742574  42.24257426],0
a5,1,0.485536,0.486405,[27 14] ; [115  46],[28.82178218 12.17821782] ; [113.17821782  47.82178218],0
a1,1,0.648923,0.20726,[ 2 39] ; [ 11 150],[ 2.63861386 38.36138614] ; [ 10.36138614 150.63861386],0
a6,1,0.681716,0.168201,[18 23] ; [65 96],[16.84653465 24.15346535] ; [66.15346535 94.84653465],0
d1,1,0.697912,0.150653,[21 20] ; [77 84],[19.89108911 21.10891089] ; [78.10891089 82.89108911],0
n6,1,0.742965,0.107537,[34  7] ; [136  24],[34.67661692  6.32338308] ; [135.32338308  24.67661692],0
s8,1,0.755117,0.097281,[22 19] ; [82 79],[21.10891089 19.89108911] ; [82.89108911 78.10891089],0
n3,1,0.772816,0.083344,[9 3] ; [29 12],[8.60377358 3.39622642] ; [29.39622642 11.60377358],0
p4,1,0.781927,0.076623,[23 18] ; [93 66],[23.78 17.22] ; [92.22 66.78],0
b1,1,0.796507,0.066497,[19 22] ; [71 90],[18.26732673 22.73267327] ; [71.73267327 89.26732673],0
p9,1,0.804248,0.061431,[38  3] ; [150  10],[38.34825871  2.65174129] ; [149.65174129  10.34825871],0
u2,1,0.876914,0.023988,[7 6] ; [19 18],[6.76 6.24] ; [19.24 17.76],0
p11,1,0.886377,0.020417,[34  7] ; [135  26],[34.3019802  6.6980198] ; [134.6980198  26.3019802],0
r2,1,0.968814,0.001528,[37  4] ; [142  15],[37.06565657  3.93434343] ; [141.93434343  15.06565657],0
a4,1,0.981908,0.000514,[18 23] ; [71 90],[18.06435644 22.93564356] ; [70.93564356 90.06435644],0
d2,1,0.99722,1.2e-05,[20 21] ; [78 82],[19.99004975 21.00995025] ; [78.00995025 81.99004975],0
