Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,29.396988,[ 21 130] ; [60 82],[ 41.7440273 109.2559727] ; [ 39.2559727 102.7440273],1
n1,1,0.560142,0.339458,[12 37] ; [10 23],[13.14634146 35.85365854] ; [ 8.85365854 24.14634146],0
b4,1,0.591921,0.287355,[89 64] ; [81 66],[86.7 66.3] ; [83.3 63.7],0
d2,1,0.632507,0.228677,[60 91] ; [62 84],[62.02693603 88.97306397] ; [59.97306397 86.02693603],0
s8,1,0.647199,0.209449,[ 18 134] ; [ 20 127],[ 19.31772575 132.68227425] ; [ 18.68227425 128.31772575],0
a6,1,0.720676,0.127846,[99 54] ; [98 49],[100.47  52.53] ; [96.53 50.47],0
a8,1,0.78196,0.076599,[ 15 128] ; [ 15 115],[ 15.71428571 127.28571429] ; [ 14.28571429 115.71428571],0
a1,1,0.852859,0.0344,[  8 145] ; [  7 140],[  7.65 145.35] ; [  7.35 139.65],0
p1,1,0.915003,0.011391,[ 13 140] ; [ 13 134],[ 13.26 139.74] ; [ 12.74 134.26],0
s2,1,0.922516,0.009461,[ 15 136] ; [ 15 131],[ 15.25252525 135.74747475] ; [ 14.74747475 131.25252525],0
s4,1,0.93548,0.006553,[ 16 134] ; [ 16 130],[ 16.21621622 133.78378378] ; [ 15.78378378 130.21621622],0
p12,1,0.94647,0.004508,[  4 149] ; [  4 142],[  4.09364548 148.90635452] ; [  3.90635452 142.09364548],0
p6,1,0.952319,0.003575,[ 36 115] ; [ 35 110],[ 36.21959459 114.78040541] ; [ 34.78040541 110.21959459],0
n5,1,0.990887,0.00013,[99 53] ; [95 51],[98.95302013 53.04697987] ; [95.04697987 50.95302013],0
