Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.001736,9.810013,[21 13] ; [89 14],[27.29927007  6.70072993] ; [82.70072993 20.29927007],0
p8,1,0.315155,1.008947,[18 14] ; [47 55],[15.52238806 16.47761194] ; [49.47761194 52.52238806],0
b5,1,0.34289,0.899595,[21 13] ; [54 49],[18.61313869 15.38686131] ; [56.38686131 46.61313869],0
b4,1,0.397675,0.715346,[18 16] ; [63 40],[20.10218978 13.89781022] ; [60.89781022 42.10218978],0
p3,1,0.427491,0.62963,[20 14] ; [52 50],[18. 16.] ; [54. 48.],0
p10,1,0.480987,0.496625,[24  9] ; [81 22],[25.47794118  7.52205882] ; [79.52205882 23.47794118],0
p1,1,0.493771,0.468298,[ 2 32] ; [10 93],[ 2.97810219 31.02189781] ; [ 9.02189781 93.97810219],0
n3,1,0.498495,0.458139,[8 3] ; [14  9],[7.11764706 3.88235294] ; [14.88235294  8.11764706],0
p12,1,0.501469,0.451827,[ 1 33] ; [ 6 96],[ 1.75 32.25] ; [ 5.25 96.75],0
a1,1,0.50783,0.438537,[ 1 33] ; [ 6 97],[ 1.73722628 32.26277372] ; [ 5.26277372 97.73722628],0
p7,1,0.512967,0.428011,[22 10] ; [63 38],[20.45112782 11.54887218] ; [64.54887218 36.45112782],0
a6,1,0.537852,0.379535,[20 14] ; [66 36],[21.5 12.5] ; [64.5 37.5],0
p4,1,0.582647,0.301975,[20 14] ; [66 37],[21.34306569 12.65693431] ; [64.65693431 38.34306569],0
p6,1,0.595822,0.281343,[14 19] ; [38 64],[12.71111111 20.28888889] ; [39.28888889 62.71111111],0
v1,1,0.625115,0.238743,[14 20] ; [46 54],[15.2238806 18.7761194] ; [44.7761194 55.2238806],0
a3,1,0.640607,0.217949,[25  9] ; [79 23],[26.  8.] ; [78. 24.],0
p9,1,0.799452,0.064545,[25  7] ; [81 20],[25.5037594  6.4962406] ; [80.4962406 20.5037594],0
u3,1,0.824624,0.049107,[6 3] ; [15  9],[5.72727273 3.27272727] ; [15.27272727  8.72727273],0
d3,1,0.825353,0.048693,[25  9] ; [73 29],[24.5  9.5] ; [73.5 28.5],0
s1,1,0.872431,0.025783,[ 2 31] ; [ 7 95],[ 2.2 30.8] ; [ 6.8 95.2],0
b1,1,0.887578,0.019985,[14 20] ; [41 62],[13.64963504 20.35036496] ; [41.35036496 61.64963504],0
p2,1,0.907482,0.013506,[29  5] ; [87 16],[28.78832117  5.21167883] ; [87.21167883 15.78832117],0
u2,1,0.960492,0.002454,[5 4] ; [13 10],[5.0625 3.9375] ; [12.9375 10.0625],0
d5,1,1.0,0.0,[27  7] ; [81 21],[27.  7.] ; [81. 21.],0
