Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.240954,[105   7] ; [15 23],[89.6 22.4] ; [30.4  7.6],1
p10,1,0.327412,0.959108,[71 37] ; [21 16],[68.52413793 39.47586207] ; [23.47586207 13.52413793],0
n5,1,0.329458,0.951028,[45 65] ; [19 19],[47.56756757 62.43243243] ; [16.43243243 21.56756757],0
a4,1,0.340557,0.908332,[42 70] ; [11 27],[39.57333333 72.42666667] ; [13.42666667 24.57333333],0
u1,1,0.388133,0.744782,[ 11 101] ; [ 2 36],[  9.70666667 102.29333333] ; [ 3.29333333 34.70666667],0
u2,1,0.44987,0.57098,[28  7] ; [12  5],[26.92307692  8.07692308] ; [13.07692308  3.92307692],0
a6,1,0.479424,0.500172,[77 34] ; [24 14],[75.24161074 35.75838926] ; [25.75838926 12.24161074],0
s1,1,0.490658,0.475082,[  6 103] ; [ 1 36],[  5.2260274 103.7739726] ; [ 1.7739726 35.2260274],0
s8,1,0.506855,0.440555,[39 73] ; [11 27],[37.33333333 74.66666667] ; [12.66666667 25.33333333],0
p11,1,0.546264,0.364052,[71 41] ; [22 16],[69.44 42.56] ; [23.56 14.44],0
n3,1,0.569056,0.324265,[22 10] ; [13  4],[22.85714286  9.14285714] ; [12.14285714  4.85714286],0
d2,1,0.571528,0.320133,[41 70] ; [16 22],[42.46308725 68.53691275] ; [14.53691275 23.46308725],0
b5,1,0.614455,0.253738,[70 42] ; [22 16],[68.69333333 43.30666667] ; [23.30666667 14.69333333],0
v1,1,0.623072,0.241574,[51 59] ; [15 21],[49.7260274 60.2739726] ; [16.2739726 19.7260274],0
b2,1,0.643959,0.213602,[16 44] ; [ 5 18],[15.18072289 44.81927711] ; [ 5.81927711 17.18072289],0
b3,1,0.643959,0.213602,[16 44] ; [ 5 18],[15.18072289 44.81927711] ; [ 5.81927711 17.18072289],0
p2,1,0.669049,0.182716,[82 29] ; [26 11],[81. 30.] ; [27. 10.],0
p4,1,0.670814,0.180651,[49 61] ; [15 22],[47.89115646 62.10884354] ; [16.10884354 20.89115646],0
s3,1,0.698704,0.149824,[59 51] ; [19 19],[57.97297297 52.02702703] ; [20.02702703 17.97297297],0
p1,1,0.735545,0.114081,[  7 104] ; [ 3 35],[  7.44966443 103.55033557] ; [ 2.55033557 35.44966443],0
s7,1,0.753818,0.098351,[36 66] ; [12 25],[35.22302158 66.77697842] ; [12.77697842 24.22302158],0
a8,1,0.773545,0.082795,[10 93] ; [ 3 34],[ 9.56428571 93.43571429] ; [ 3.43571429 33.56428571],0
s5,1,0.7759,0.081034,[21 84] ; [ 8 28],[21.59574468 83.40425532] ; [ 7.40425532 28.59574468],0
p7,1,0.798055,0.065467,[58 47] ; [19 17],[57.34042553 47.65957447] ; [19.65957447 16.34042553],0
p9,1,0.821796,0.050731,[76 32] ; [26 12],[75.45205479 32.54794521] ; [26.54794521 11.45205479],0
p5,1,0.86619,0.028392,[  5 104] ; [ 2 36],[  5.19047619 103.80952381] ; [ 1.80952381 36.19047619],0
u3,1,0.956956,0.002913,[27  8] ; [13  4],[26.92307692  8.07692308] ; [13.07692308  3.92307692],0
s2,1,0.979629,0.000652,[47 64] ; [16 22],[46.93288591 64.06711409] ; [16.06711409 21.93288591],0
p12,1,0.980802,0.000579,[  3 105] ; [ 1 36],[  2.97931034 105.02068966] ; [ 1.02068966 35.97931034],0
