Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.887732,[15 41] ; [95 55],[29.90291262 26.09708738] ; [80.09708738 69.90291262],1
d3,1,0.105731,2.616901,[24 31] ; [84 65],[29.11764706 25.88235294] ; [78.88235294 70.11764706],0
p1,1,0.175202,1.837862,[ 8 48] ; [ 12 138],[ 5.4368932 50.5631068] ; [ 14.5631068 135.4368932],0
v2,1,0.214773,1.538955,[17 37] ; [60 86],[20.79 33.21] ; [56.21 89.79],0
s2,1,0.228531,1.44998,[18 38] ; [62 88],[21.74757282 34.25242718] ; [58.25242718 91.74757282],0
d4,1,0.241835,1.369863,[34 22] ; [104  46],[37.51456311 18.48543689] ; [100.48543689  49.51456311],0
p7,1,0.243514,1.360136,[22 32] ; [74 74],[25.66336634 28.33663366] ; [70.33663366 77.66336634],0
a5,1,0.292178,1.109559,[26 30] ; [82 68],[29.3592233 26.6407767] ; [78.6407767 71.3592233],0
n1,1,0.300485,1.072042,[10 12] ; [16 33],[ 8.05633803 13.94366197] ; [17.94366197 31.05633803],0
p6,1,0.306165,1.047147,[13 41] ; [ 46 100],[15.93 38.07] ; [ 43.07 102.93],0
u3,1,0.351902,0.866587,[11 14] ; [20 40],[ 9.11764706 15.88235294] ; [21.88235294 38.11764706],0
d2,1,0.375353,0.785866,[25 31] ; [56 92],[22.23529412 33.76470588] ; [58.76470588 89.23529412],0
d1,1,0.377325,0.7794,[19 37] ; [61 89],[21.74757282 34.25242718] ; [58.25242718 91.74757282],0
s8,1,0.38243,0.762874,[13 43] ; [ 44 106],[15.49514563 40.50485437] ; [ 41.50485437 108.49514563],0
u1,1,0.398742,0.712117,[ 2 54] ; [ 10 140],[ 3.26213592 52.73786408] ; [  8.73786408 141.26213592],0
u2,1,0.409308,0.68081,[12 13] ; [23 37],[10.29411765 14.70588235] ; [24.70588235 35.29411765],0
s5,1,0.422857,0.642362,[ 9 45] ; [ 31 111],[11.02040816 42.97959184] ; [ 28.97959184 113.02040816],0
a7,1,0.445673,0.581634,[29 27] ; [86 63],[31.41463415 24.58536585] ; [83.58536585 65.41463415],0
s4,1,0.503053,0.44849,[14 42] ; [ 31 119],[12.23300971 43.76699029] ; [ 32.76699029 117.23300971],0
a6,1,0.526692,0.400771,[33 23] ; [81 69],[30.99029126 25.00970874] ; [83.00970874 66.99029126],0
s7,1,0.537026,0.381079,[16 38] ; [49 94],[17.81725888 36.18274112] ; [47.18274112 95.81725888],0
n2,1,0.546399,0.363809,[16  8] ; [36 13],[17.09589041  6.90410959] ; [34.90410959 14.09589041],0
p12,1,0.568515,0.325174,[ 1 54] ; [  5 145],[ 1.6097561 53.3902439] ; [  4.3902439 145.6097561],0
a3,1,0.571069,0.320897,[31 25] ; [89 60],[32.7804878 23.2195122] ; [87.2195122 61.7804878],0
v1,1,0.593784,0.284474,[18 36] ; [55 92],[19.6119403 34.3880597] ; [53.3880597 93.6119403],0
n3,1,0.681835,0.168068,[15  9] ; [33 16],[15.78082192  8.21917808] ; [32.21917808 16.78082192],0
a8,1,0.769891,0.085566,[ 5 50] ; [ 15 128],[ 5.55555556 49.44444444] ; [ 14.44444444 128.55555556],0
a4,1,0.798968,0.064864,[17 39] ; [ 48 101],[17.75609756 38.24390244] ; [ 47.24390244 101.75609756],0
s1,1,0.915698,0.011205,[ 2 53] ; [  5 145],[ 1.87804878 53.12195122] ; [  5.12195122 144.87804878],0
b2,1,0.967978,0.001612,[12 24] ; [30 59],[12.096 23.904] ; [29.904 59.096],0
b3,1,0.967978,0.001612,[12 24] ; [30 59],[12.096 23.904] ; [29.904 59.096],0
s3,1,0.971235,0.0013,[24 31] ; [65 83],[24.11330049 30.88669951] ; [64.88669951 83.11330049],0
a2,1,0.992145,9.7e-05,[ 6 50] ; [ 16 134],[ 5.98058252 50.01941748] ; [ 16.01941748 133.98058252],0
