Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000603,11.766412,[12 13] ; [10 60],[ 5.78947368 19.21052632] ; [16.21052632 53.78947368],1
r1,1,0.297456,1.085565,[15 10] ; [34 37],[12.76041667 12.23958333] ; [36.23958333 34.76041667],0
b5,1,0.346833,0.885011,[14 11] ; [32 39],[11.97916667 13.02083333] ; [34.02083333 36.97916667],0
b1,1,0.356866,0.848892,[10 15] ; [36 35],[11.97916667 13.02083333] ; [34.02083333 36.97916667],0
p5,1,0.402414,0.701102,[ 1 22] ; [ 1 69],[ 0.49462366 22.50537634] ; [ 1.50537634 68.49462366],0
v1,1,0.407978,0.684685,[ 7 18] ; [14 56],[ 5.52631579 19.47368421] ; [15.47368421 54.52631579],0
a7,1,0.430418,0.621696,[16  9] ; [39 32],[14.32291667 10.67708333] ; [40.67708333 30.32291667],0
a5,1,0.455131,0.557843,[13 12] ; [43 28],[14.58333333 10.41666667] ; [41.41666667 29.58333333],0
n3,1,0.460944,0.543602,[6 3] ; [18 16],[5.02325581 3.97674419] ; [18.97674419 15.02325581],0
s4,1,0.461688,0.5418,[ 1 24] ; [ 6 65],[ 1.82291667 23.17708333] ; [ 5.17708333 65.82291667],0
a4,1,0.471355,0.518799,[ 9 16] ; [31 39],[10.52631579 14.47368421] ; [29.47368421 40.52631579],0
d5,1,0.514369,0.425169,[14 11] ; [45 26],[15.36458333  9.63541667] ; [43.63541667 27.36458333],0
s5,1,0.549575,0.358079,[ 1 24] ; [ 5 62],[ 1.63043478 23.36956522] ; [ 4.36956522 62.63043478],0
n5,1,0.590201,0.29003,[17  8] ; [44 27],[15.88541667  9.11458333] ; [45.11458333 25.88541667],0
n6,1,0.597257,0.279153,[14 10] ; [37 34],[12.88421053 11.11578947] ; [38.11578947 32.88421053],0
v3,1,0.693203,0.15564,[ 5 20] ; [16 51],[ 5.70652174 19.29347826] ; [15.29347826 51.70652174],0
a3,1,0.702963,0.145408,[15 10] ; [45 25],[15.78947368  9.21052632] ; [44.21052632 25.78947368],0
d2,1,0.742553,0.107896,[11 14] ; [33 36],[11.70212766 13.29787234] ; [32.29787234 36.70212766],0
s8,1,0.763148,0.090812,[ 3 22] ; [ 7 64],[ 2.60416667 22.39583333] ; [ 7.39583333 63.60416667],0
s7,1,0.7783,0.079262,[ 4 19] ; [10 57],[ 3.57777778 19.42222222] ; [10.42222222 56.57777778],0
n1,1,0.785904,0.073784,[4 4] ; [17 21],[3.65217391 4.34782609] ; [17.34782609 20.65217391],0
d4,1,0.820528,0.051468,[17  8] ; [50 21],[17.44791667  7.55208333] ; [49.55208333 21.44791667],0
d1,1,0.830606,0.045764,[11 14] ; [33 38],[11.45833333 13.54166667] ; [32.54166667 38.45833333],0
a6,1,0.84418,0.038632,[15 10] ; [41 30],[14.58333333 10.41666667] ; [41.41666667 29.58333333],0
n4,1,0.857042,0.032451,[16  9] ; [44 27],[15.625  9.375] ; [44.375 26.625],0
u2,1,0.911106,0.012464,[4 5] ; [11 15],[3.85714286 5.14285714] ; [11.14285714 14.85714286],0
u3,1,0.932412,0.007193,[4 6] ; [10 16],[3.88888889 6.11111111] ; [10.11111111 15.88888889],0
r2,1,0.954641,0.003235,[19  5] ; [55 14],[19.09677419  4.90322581] ; [54.90322581 14.09677419],0
