Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,44.275502,[81 26] ; [ 1 24],[66.46969697 40.53030303] ; [15.53030303  9.46969697],1
p9,1,0.184021,1.764848,[91 14] ; [19  6],[88.84615385 16.15384615] ; [21.15384615  3.84615385],0
a6,1,0.211118,1.563741,[70 37] ; [13 12],[67.28030303 39.71969697] ; [15.71969697  9.28030303],0
s5,1,0.213371,1.548407,[61 41] ; [11 13],[58.28571429 43.71428571] ; [13.71428571 10.28571429],0
p12,1,0.253584,1.303451,[  6 101] ; [ 3 22],[ 7.29545455 99.70454545] ; [ 1.70454545 23.29545455],0
s8,1,0.275595,1.188686,[60 47] ; [11 14],[57.5530303 49.4469697] ; [13.4469697 11.5530303],0
v3,1,0.292219,1.109372,[33 71] ; [ 5 19],[30.875 73.125] ; [ 7.125 16.875],0
p1,1,0.330634,0.946412,[10 97] ; [ 4 21],[11.34848485 95.65151515] ; [ 2.65151515 22.34848485],0
p5,1,0.383914,0.758131,[10 97] ; [ 1 24],[ 8.91666667 98.08333333] ; [ 2.08333333 22.91666667],0
p7,1,0.393527,0.728016,[71 32] ; [15 10],[69.203125 33.796875] ; [16.796875  8.203125],0
p11,1,0.412399,0.671873,[77 30] ; [20  5],[78.62878788 28.37121212] ; [18.37121212  6.62878788],0
r1,1,0.418609,0.654216,[85 22] ; [18  7],[83.49242424 23.50757576] ; [19.50757576  5.49242424],0
s7,1,0.458643,0.549205,[69 35] ; [14 10],[67.4375 36.5625] ; [15.5625  8.4375],0
s1,1,0.478473,0.502341,[  5 101] ; [ 2 22],[  5.70769231 100.29230769] ; [ 1.29230769 22.70769231],0
b5,1,0.483437,0.491099,[68 39] ; [14 11],[66.46969697 40.53030303] ; [15.53030303  9.46969697],0
n5,1,0.499677,0.455622,[74 33] ; [19  6],[75.38636364 31.61363636] ; [17.61363636  7.38636364],0
b1,1,0.500928,0.45297,[42 65] ; [ 8 17],[40.53030303 66.46969697] ; [ 9.46969697 15.53030303],0
n1,1,0.50371,0.447112,[ 9 20] ; [2 8],[ 8.17948718 20.82051282] ; [2.82051282 7.17948718],0
u3,1,0.510416,0.433215,[18  8] ; [7 5],[17.10526316  8.89473684] ; [7.89473684 4.10526316],0
n3,1,0.635672,0.224447,[21  8] ; [8 2],[21.56410256  7.43589744] ; [7.43589744 2.56410256],0
n4,1,0.67578,0.174915,[68 39] ; [17  8],[68.90151515 38.09848485] ; [16.09848485  8.90151515],0
s2,1,0.781038,0.077265,[82 25] ; [17  6],[81.48461538 25.51538462] ; [17.51538462  5.48461538],0
u2,1,0.825309,0.048718,[12 14] ; [6 6],[12.31578947 13.68421053] ; [5.68421053 6.31578947],0
b4,1,0.829695,0.046265,[66 41] ; [16  9],[66.46969697 40.53030303] ; [15.53030303  9.46969697],0
n6,1,0.90983,0.012826,[90 16] ; [21  4],[89.81679389 16.18320611] ; [21.18320611  3.81679389],0
s3,1,0.942447,0.005212,[83 24] ; [18  5],[83.13076923 23.86923077] ; [17.86923077  5.13076923],0
n2,1,0.962853,0.002169,[23  6] ; [8 2],[23.05128205  5.94871795] ; [7.94871795 2.05128205],0
