Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,71.997572,[293  86] ; [60 94],[251.00750469 127.99249531] ; [101.99249531  52.00750469],1
n3,1,0.095284,2.782755,[68 20] ; [30 17],[63.88148148 24.11851852] ; [34.11851852 12.88148148],0
a3,1,0.112953,2.512411,[260 119] ; [94 59],[252.19172932 126.80827068] ; [101.80827068  51.19172932],0
v2,1,0.118599,2.435723,[160 206] ; [54 95],[152.08543689 213.91456311] ; [61.91456311 87.08543689],0
v4,1,0.120453,2.411422,[357  21] ; [137  14],[352.9905482  25.0094518] ; [141.0094518   9.9905482],0
a4,1,0.148055,2.092181,[150 229] ; [71 82],[157.44172932 221.55827068] ; [63.55827068 89.44172932],0
s6,1,0.165734,1.921109,[250 127] ; [88 59],[243.17938931 133.82061069] ; [94.82061069 52.17938931],0
p9,1,0.205962,1.599583,[309  66] ; [118  34],[303.84250474  71.15749526] ; [123.15749526  28.84250474],0
n1,1,0.246038,1.34566,[30 59] ; [21 27],[33.13138686 55.86861314] ; [17.86861314 30.13138686],0
s2,1,0.247621,1.336676,[181 196] ; [65 88],[174.98490566 202.01509434] ; [71.01509434 81.98490566],0
u4,1,0.251335,1.31587,[  3 376] ; [  3 151],[  4.26641651 374.73358349] ; [  1.73358349 152.26641651],0
u3,1,0.299039,1.078476,[70 47] ; [31 29],[66.76271186 50.23728814] ; [34.23728814 25.76271186],0
n6,1,0.336202,0.924862,[310  69] ; [118  33],[306.06037736  72.93962264] ; [121.93962264  29.06037736],0
u2,1,0.338099,0.917627,[65 53] ; [28 31],[62. 56.] ; [31. 28.],0
n4,1,0.348337,0.879505,[270 108] ; [103  50],[265.52542373 112.47457627] ; [107.47457627  45.52542373],0
p8,1,0.367344,0.81263,[184 191] ; [68 84],[179.31688805 195.68311195] ; [72.68311195 79.31688805],0
p12,1,0.392169,0.732205,[ 16 361] ; [  9 141],[ 17.88425047 359.11574953] ; [  7.11574953 142.88425047],0
s1,1,0.429687,0.623669,[ 12 364] ; [  7 145],[ 13.53030303 362.46969697] ; [  5.46969697 146.53030303],0
a1,1,0.440581,0.59477,[ 10 369] ; [  6 148],[ 11.37711069 367.62288931] ; [  4.62288931 149.37711069],0
b2,1,0.48118,0.496187,[ 71 140] ; [37 61],[ 73.74757282 137.25242718] ; [34.25242718 63.74757282],0
b3,1,0.48118,0.496187,[ 71 140] ; [37 61],[ 73.74757282 137.25242718] ; [34.25242718 63.74757282],0
p3,1,0.511274,0.431458,[167 210] ; [63 90],[163.60377358 213.39622642] ; [66.39622642 86.60377358],0
v1,1,0.516039,0.421802,[165 203] ; [63 88],[161.66473988 206.33526012] ; [66.33526012 84.66473988],0
d2,1,0.529532,0.395289,[167 212] ; [72 81],[170.26503759 208.73496241] ; [68.73496241 84.26503759],0
a8,1,0.5636,0.333509,[ 50 300] ; [ 18 128],[ 47.98387097 302.01612903] ; [ 20.01612903 125.98387097],0
p11,1,0.608872,0.261821,[290  89] ; [121  33],[292.24953096  86.75046904] ; [118.75046904  35.24953096],0
s7,1,0.614727,0.253348,[150 214] ; [65 84],[152.55360624 211.44639376] ; [62.44639376 86.55360624],0
n5,1,0.616946,0.250183,[253 123] ; [105  46],[255.42314991 120.57685009] ; [102.57685009  48.42314991],0
n2,1,0.620438,0.245253,[63 25] ; [37 12],[64.23357664 23.76642336] ; [35.76642336 13.23357664],0
p6,1,0.624081,0.240174,[133 243] ; [49 99],[130.59541985 245.40458015] ; [51.40458015 96.59541985],0
p1,1,0.642967,0.214883,[ 23 354] ; [ 11 142],[ 24.18490566 352.81509434] ; [  9.81509434 143.18490566],0
s4,1,0.692648,0.156233,[ 70 303] ; [ 31 122],[ 71.621673 301.378327] ; [ 29.378327 123.621673],0
p7,1,0.718307,0.13012,[224 147] ; [88 62],[222.17274472 148.82725528] ; [89.82725528 60.17274472],0
s3,1,0.731653,0.117599,[200 178] ; [84 70],[201.78947368 176.21052632] ; [82.21052632 71.78947368],0
p5,1,0.847673,0.036898,[ 28 350] ; [ 12 140],[ 28.52830189 349.47169811] ; [ 11.47169811 140.52830189],0
b4,1,0.895899,0.01712,[214 165] ; [86 68],[213.32082552 165.67917448] ; [86.67917448 67.32082552],0
s8,1,0.945601,0.004656,[140 239] ; [57 96],[140.34398496 238.65601504] ; [56.65601504 96.34398496],0
