Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,26.812111,[61 10] ; [121 114],[42.22875817 28.77124183] ; [139.77124183  95.22875817],1
p4,1,0.147445,2.098491,[35 35] ; [ 95 141],[29.73856209 40.26143791] ; [100.26143791 135.73856209],0
a3,1,0.187196,1.739546,[52 19] ; [153  83],[47.41042345 23.58957655] ; [157.58957655  78.41042345],0
v1,1,0.223658,1.480743,[36 35] ; [ 96 130],[31.55555556 39.44444444] ; [100.44444444 125.55555556],0
n4,1,0.238063,1.392028,[45 26] ; [167  69],[49.02931596 21.97068404] ; [162.97068404  73.02931596],0
a4,1,0.246662,1.342113,[35 36] ; [ 98 138],[30.75895765 40.24104235] ; [102.24104235 133.75895765],0
a6,1,0.258867,1.274805,[43 28] ; [160  76],[46.94788274 24.05211726] ; [156.05211726  79.94788274],0
n6,1,0.28507,1.142757,[60 11] ; [185  50],[56.84640523 14.15359477] ; [188.15359477  46.84640523],0
d1,1,0.286703,1.13504,[43 28] ; [126 110],[39.08469055 31.91530945] ; [129.91530945 106.08469055],0
p2,1,0.303686,1.05794,[46 25] ; [168  68],[49.49185668 21.50814332] ; [164.50814332  71.49185668],0
n2,1,0.316081,1.005094,[15  4] ; [51 25],[13.2  5.8] ; [52.8 23.2],0
b4,1,0.331549,0.942838,[49 22] ; [148  88],[45.56026059 25.43973941] ; [151.43973941  84.56026059],0
b3,1,0.338466,0.916234,[18 24] ; [44 83],[15.40828402 26.59171598] ; [46.59171598 80.40828402],0
b2,1,0.338466,0.916234,[18 24] ; [44 83],[15.40828402 26.59171598] ; [46.59171598 80.40828402],0
b1,1,0.355297,0.854447,[28 43] ; [ 79 157],[24.74592834 46.25407166] ; [ 82.25407166 153.74592834],0
a2,1,0.36957,0.805108,[17 54] ; [ 45 191],[14.33876221 56.66123779] ; [ 47.66123779 188.33876221],0
u1,1,0.371766,0.797752,[14 57] ; [ 36 200],[11.56351792 59.43648208] ; [ 38.43648208 197.56351792],0
p9,1,0.381708,0.765194,[55 14] ; [173  59],[52.26578073 16.73421927] ; [175.73421927  56.26578073],0
d5,1,0.413555,0.668559,[58 13] ; [182  54],[55.50488599 15.49511401] ; [184.49511401  51.50488599],0
b5,1,0.451749,0.566261,[48 23] ; [148  88],[45.32899023 25.67100977] ; [150.67100977  85.32899023],0
u4,1,0.470083,0.521781,[ 1 70] ; [  7 229],[ 1.85016287 69.14983713] ; [  6.14983713 229.85016287],0
d3,1,0.474055,0.512508,[49 22] ; [152  84],[46.48534202 24.51465798] ; [154.51465798  81.48534202],0
n5,1,0.493626,0.468614,[44 27] ; [156  79],[46.40522876 24.59477124] ; [153.59477124  81.40522876],0
p6,1,0.520864,0.412181,[12 58] ; [ 33 202],[10.32786885 59.67213115] ; [ 34.67213115 200.32786885],0
u3,1,0.539089,0.377231,[12  7] ; [46 37],[10.80392157  8.19607843] ; [47.19607843 35.80392157],0
v4,1,0.545948,0.364627,[66  5] ; [213  22],[64.73529412  6.26470588] ; [214.26470588  20.73529412],0
a5,1,0.609474,0.260941,[51 20] ; [162  74],[49.26058632 21.73941368] ; [163.73941368  72.26058632],0
a8,1,0.623031,0.24163,[ 5 58] ; [ 22 198],[ 6.01060071 56.98939929] ; [ 20.98939929 199.01060071],0
v3,1,0.628034,0.234737,[24 44] ; [ 72 152],[22.35616438 45.64383562] ; [ 73.64383562 150.35616438],0
v2,1,0.703476,0.144881,[36 33] ; [111 113],[34.61774744 34.38225256] ; [112.38225256 111.61774744],0
p1,1,0.733291,0.116111,[ 6 65] ; [ 17 218],[ 5.33660131 65.66339869] ; [ 17.66339869 217.33660131],0
r1,1,0.792315,0.06933,[53 17] ; [175  61],[52.15686275 17.84313725] ; [175.84313725  60.15686275],0
n3,1,0.913463,0.01181,[12  6] ; [51 24],[12.19354839  5.80645161] ; [50.80645161 24.19354839],0
a7,1,0.917595,0.010705,[51 20] ; [171  65],[51.34201954 19.65798046] ; [170.65798046  65.34201954],0
u2,1,0.987917,0.000229,[10  9] ; [43 39],[9.97029703 9.02970297] ; [43.02970297 38.97029703],0
