Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,114.760305,[ 6 38] ; [240  36],[33.825 10.175] ; [212.175  63.825],1
d3,1,0.023414,5.137556,[20 24] ; [175 101],[26.8125 17.1875] ; [168.1875 107.8125],0
d1,1,0.025881,4.963978,[15 29] ; [144 132],[21.8625 22.1375] ; [137.1375 138.8625],0
s7,1,0.03685,4.357352,[ 8 34] ; [ 92 168],[13.90728477 28.09271523] ; [ 86.09271523 173.90728477],0
s8,1,0.045898,3.985348,[ 7 37] ; [ 84 191],[12.55172414 31.44827586] ; [ 78.44827586 196.55172414],0
n2,1,0.049304,3.864983,[14 13] ; [60 23],[18.16363636  8.83636364] ; [55.83636364 27.16363636],0
a5,1,0.050379,3.828814,[23 21] ; [186  90],[28.7375 15.2625] ; [180.2625  95.7375],0
v1,1,0.051224,3.80092,[12 32] ; [114 152],[17.88387097 26.11612903] ; [108.11612903 157.88387097],0
u1,1,0.069564,3.293275,[ 2 42] ; [ 40 236],[ 5.775 38.225] ; [ 36.225 239.775],0
a6,1,0.088145,2.907922,[23 21] ; [181  95],[28.05 15.95] ; [175.95 100.05],0
a8,1,0.096831,2.756977,[ 1 40] ; [ 27 227],[ 3.89152542 37.10847458] ; [ 24.10847458 229.89152542],0
s1,1,0.103899,2.644652,[ 4 40] ; [ 10 263],[ 1.94321767 42.05678233] ; [ 12.05678233 260.94321767],0
b3,1,0.136467,2.217348,[14 15] ; [ 51 100],[10.47222222 18.52777778] ; [54.52777778 96.47222222],0
b2,1,0.136467,2.217348,[14 15] ; [ 51 100],[10.47222222 18.52777778] ; [54.52777778 96.47222222],0
p8,1,0.176933,1.823197,[ 6 38] ; [ 62 212],[ 9.40880503 34.59119497] ; [ 58.59119497 215.40880503],0
p3,1,0.186144,1.747874,[ 8 36] ; [ 76 199],[11.5862069 32.4137931] ; [ 72.4137931 202.5862069],0
n5,1,0.240792,1.375949,[32 12] ; [175 100],[28.55172414 15.44827586] ; [178.44827586  96.55172414],0
v3,1,0.253665,1.303005,[10 33] ; [ 83 177],[13.1980198 29.8019802] ; [ 79.8019802 180.1980198],0
n1,1,0.266852,1.232855,[13 14] ; [30 53],[10.55454545 16.44545455] ; [32.44545455 50.55454545],0
a2,1,0.323804,0.973521,[ 6 38] ; [ 55 221],[ 8.3875 35.6125] ; [ 52.6125 223.3875],0
a3,1,0.332488,0.939182,[24 18] ; [179  97],[26.81132075 15.18867925] ; [176.18867925  99.81132075],0
b4,1,0.375693,0.784748,[25 19] ; [176 100],[27.6375 16.3625] ; [173.3625 102.6375],0
s5,1,0.539274,0.376887,[ 8 36] ; [ 58 202],[ 9.55263158 34.44736842] ; [ 56.44736842 203.55263158],0
p12,1,0.662762,0.190185,[ 2 42] ; [ 17 256],[ 2.63722397 41.36277603] ; [ 16.36277603 256.63722397],0
p5,1,0.803921,0.061641,[ 3 41] ; [ 16 257],[ 2.63722397 41.36277603] ; [ 16.36277603 256.63722397],0
n4,1,0.808312,0.058857,[29 15] ; [187  89],[29.7 14.3] ; [186.3  89.7],0
d2,1,0.841613,0.039932,[19 24] ; [126 149],[19.60691824 23.39308176] ; [125.39308176 149.60691824],0
a4,1,0.954377,0.003273,[17 25] ; [113 163],[17.16981132 24.83018868] ; [112.83018868 163.16981132],0
s4,1,0.980013,0.000628,[ 7 37] ; [ 44 230],[ 7.05660377 36.94339623] ; [ 43.94339623 230.05660377],0
