Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9e-06,19.78817,[116  14] ; [89 45],[100.9469697  29.0530303] ; [104.0530303  29.9469697],1
u2,1,0.598881,0.276686,[18 13] ; [17 16],[16.953125 14.046875] ; [18.046875 14.953125],0
r4,1,0.661017,0.192291,[124   7] ; [127   9],[123.14981273   7.85018727] ; [127.85018727   8.14981273],0
d2,1,0.702401,0.145986,[69 61] ; [69 67],[67.44360902 62.55639098] ; [70.55639098 65.44360902],0
d3,1,0.742943,0.107557,[96 34] ; [98 38],[94.81203008 35.18796992] ; [99.18796992 36.81203008],0
r2,1,0.743914,0.106716,[123   7] ; [127   6],[123.57414449   6.42585551] ; [126.42585551   6.57414449],0
p10,1,0.747505,0.10364,[117  14] ; [118  16],[116.16981132  14.83018868] ; [118.83018868  15.16981132],0
n2,1,0.749085,0.102302,[15  2] ; [21  2],[15.3  1.7] ; [20.7  2.3],0
d5,1,0.755098,0.097296,[108  22] ; [111  25],[107.03007519  22.96992481] ; [111.96992481  24.03007519],0
p2,1,0.759853,0.093437,[117  14] ; [123  13],[117.75280899  13.24719101] ; [122.24719101  13.75280899],0
p11,1,0.79179,0.069689,[116  15] ; [119  17],[115.29962547  15.70037453] ; [119.70037453  16.29962547],0
a3,1,0.819823,0.05188,[100  30] ; [103  33],[99.21052632 30.78947368] ; [103.78947368  32.21052632],0
v3,1,0.850364,0.03559,[80 48] ; [81 51],[79.26153846 48.73846154] ; [81.73846154 50.26153846],0
a2,1,0.860786,0.030756,[33 98] ; [ 33 103],[32.38202247 98.61797753] ; [ 33.61797753 102.38202247],0
d1,1,0.924098,0.009077,[85 46] ; [89 47],[85.37078652 45.62921348] ; [88.62921348 47.37078652],0
