Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.001358,10.262176,[21  4] ; [12 17],[15.27777778  9.72222222] ; [17.72222222 11.27777778],0
s4,1,0.19618,1.670587,[ 7 18] ; [ 4 25],[ 5.09259259 19.90740741] ; [ 5.90740741 23.09259259],0
r1,1,0.207886,1.586091,[11 14] ; [ 8 21],[ 8.7962963 16.2037037] ; [10.2037037 18.7962963],0
d1,1,0.210393,1.568721,[ 9 16] ; [ 6 23],[ 6.94444444 18.05555556] ; [ 8.05555556 20.94444444],0
r2,1,0.212391,1.555054,[17  6] ; [16 12],[14.88235294  8.11764706] ; [18.11764706  9.88235294],0
d4,1,0.283639,1.149572,[14 11] ; [12 17],[12.03703704 12.96296296] ; [13.96296296 15.03703704],0
s1,1,0.288512,1.126552,[ 4 21] ; [ 2 27],[ 2.77777778 22.22222222] ; [ 3.22222222 25.77777778],0
a4,1,0.289351,1.122639,[ 7 16] ; [13 16],[ 8.84615385 14.15384615] ; [11.15384615 17.84615385],0
b5,1,0.299532,1.076276,[13 12] ; [11 18],[11.11111111 13.88888889] ; [12.88888889 16.11111111],0
a2,1,0.313405,1.016271,[ 2 23] ; [ 5 24],[ 3.24074074 21.75925926] ; [ 3.75925926 25.24074074],0
b1,1,0.313447,1.016097,[13 12] ; [19 10],[14.81481481 10.18518519] ; [17.18518519 11.81481481],0
u2,1,0.327187,0.96,[3 7] ; [7 7],[4.16666667 5.83333333] ; [5.83333333 8.16666667],0
p11,1,0.341166,0.906044,[ 9 16] ; [ 7 22],[ 7.40740741 17.59259259] ; [ 8.59259259 20.40740741],0
b3,1,0.349731,0.874432,[ 7 13] ; [9 9],[ 8.42105263 11.57894737] ; [ 7.57894737 10.42105263],0
b2,1,0.349731,0.874432,[ 7 13] ; [9 9],[ 8.42105263 11.57894737] ; [ 7.57894737 10.42105263],0
v1,1,0.356204,0.851232,[ 5 20] ; [ 9 20],[ 6.48148148 18.51851852] ; [ 7.51851852 21.48148148],0
b4,1,0.363008,0.827459,[16  9] ; [15 14],[14.35185185 10.64814815] ; [16.64814815 12.35185185],0
a6,1,0.388938,0.742259,[10 15] ; [15 14],[11.57407407 13.42592593] ; [13.42592593 15.57407407],0
a3,1,0.515902,0.422078,[15  9] ; [15 13],[13.84615385 10.15384615] ; [16.15384615 11.84615385],0
d5,1,0.571098,0.320849,[14 11] ; [14 15],[12.96296296 12.03703704] ; [15.03703704 13.96296296],0
p9,1,0.572014,0.319325,[10 13] ; [10 18],[ 9.01960784 13.98039216] ; [10.98039216 17.01960784],0
v2,1,0.580197,0.305916,[ 5 20] ; [ 4 24],[ 4.24528302 20.75471698] ; [ 4.75471698 23.24528302],0
n3,1,0.623233,0.241349,[7 7] ; [ 7 10],[6.32258065 7.67741935] ; [7.67741935 9.32258065],0
s3,1,0.66519,0.18728,[ 7 16] ; [ 7 21],[ 6.31372549 16.68627451] ; [ 7.68627451 20.31372549],0
a7,1,0.720548,0.127968,[10 15] ; [13 16],[10.64814815 14.35185185] ; [12.35185185 16.64814815],0
d2,1,0.781955,0.076603,[10 14] ; [11 18],[ 9.50943396 14.49056604] ; [11.49056604 17.50943396],0
u3,1,0.830696,0.045714,[4 6] ; [5 9],[3.75 6.25] ; [5.25 8.75],0
p1,1,0.846974,0.037241,[ 3 22] ; [ 3 26],[ 2.77777778 22.22222222] ; [ 3.22222222 25.77777778],0
d3,1,0.876421,0.024183,[10 15] ; [11 18],[ 9.72222222 15.27777778] ; [11.27777778 17.72222222],0
p7,1,0.904191,0.014489,[ 5 19] ; [ 6 21],[ 5.17647059 18.82352941] ; [ 5.82352941 21.17647059],0
p5,1,0.906126,0.013907,[ 2 23] ; [ 2 26],[ 1.88679245 23.11320755] ; [ 2.11320755 25.88679245],0
p2,1,0.907323,0.013553,[ 9 16] ; [10 19],[ 8.7962963 16.2037037] ; [10.2037037 18.7962963],0
v3,1,0.949971,0.003937,[ 5 20] ; [ 6 23],[ 5.09259259 19.90740741] ; [ 5.90740741 23.09259259],0
n1,1,0.982301,0.000492,[7 8] ; [8 9],[7.03125 7.96875] ; [7.96875 9.03125],0
