Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.00369,8.430193,[36 34] ; [24  5],[42.42424242 27.57575758] ; [17.57575758 11.42424242],0
p7,1,0.333131,0.936688,[23 46] ; [ 6 20],[21.06315789 47.93684211] ; [ 7.93684211 18.06315789],0
n2,1,0.333467,0.935386,[15 17] ; [11  7],[16.64 15.36] ; [9.36 8.64],0
s1,1,0.365453,0.819068,[ 6 64] ; [ 1 28],[ 4.94949495 65.05050505] ; [ 2.05050505 26.94949495],0
n6,1,0.368684,0.808096,[36 33] ; [18 11],[38.02040816 30.97959184] ; [15.97959184 13.02040816],0
n4,1,0.372321,0.795902,[43 27] ; [15 14],[41.01010101 28.98989899] ; [16.98989899 12.01010101],0
s7,1,0.40048,0.706884,[12 54] ; [ 7 20],[13.48387097 52.51612903] ; [ 5.51612903 21.48387097],0
s3,1,0.411146,0.675486,[12 56] ; [ 7 21],[13.45833333 54.54166667] ; [ 5.54166667 22.45833333],0
u1,1,0.413356,0.669128,[ 4 66] ; [ 3 26],[ 4.94949495 65.05050505] ; [ 2.05050505 26.94949495],0
v3,1,0.421204,0.646952,[12 58] ; [ 7 22],[13.43434343 56.56565657] ; [ 5.56565657 23.43434343],0
p2,1,0.442868,0.588841,[33 35] ; [16 12],[34.70833333 33.29166667] ; [14.29166667 13.70833333],0
a7,1,0.443194,0.588,[34 36] ; [16 12],[35.71428571 34.28571429] ; [14.28571429 13.71428571],0
p1,1,0.495856,0.463794,[ 8 62] ; [ 2 27],[ 7.07070707 62.92929293] ; [ 2.92929293 26.07070707],0
p11,1,0.513764,0.426394,[34 36] ; [12 17],[32.52525253 37.47474747] ; [13.47474747 15.52525253],0
n3,1,0.539449,0.376562,[18 14] ; [8 9],[16.97959184 15.02040816] ; [9.02040816 7.97959184],0
p8,1,0.545813,0.364872,[18 50] ; [ 6 23],[16.82474227 51.17525773] ; [ 7.17525773 21.82474227],0
p4,1,0.54649,0.363642,[18 51] ; [ 9 19],[19.20618557 49.79381443] ; [ 7.79381443 20.20618557],0
v4,1,0.601608,0.272577,[41 29] ; [18 10],[42.14285714 27.85714286] ; [16.85714286 11.14285714],0
b1,1,0.621445,0.243842,[40 30] ; [15 14],[38.88888889 31.11111111] ; [16.11111111 12.88888889],0
v1,1,0.653012,0.202124,[20 47] ; [10 19],[20.9375 46.0625] ; [ 9.0625 19.9375],0
r2,1,0.677704,0.172722,[36 30] ; [16 11],[36.90322581 29.09677419] ; [15.09677419 11.90322581],0
a8,1,0.710776,0.137503,[ 4 63] ; [ 1 24],[ 3.64130435 63.35869565] ; [ 1.35869565 23.64130435],0
u2,1,0.723296,0.125356,[13 20] ; [5 6],[13.5 19.5] ; [4.5 6.5],0
p3,1,0.760161,0.093189,[14 54] ; [ 5 23],[13.45833333 54.54166667] ; [ 5.54166667 22.45833333],0
u3,1,0.840693,0.040404,[ 8 25] ; [3 8],[ 8.25 24.75] ; [2.75 8.25],0
p6,1,0.842006,0.039732,[ 8 57] ; [ 4 25],[ 8.29787234 56.70212766] ; [ 3.70212766 25.29787234],0
b5,1,0.875911,0.024384,[35 35] ; [15 14],[35.35353535 34.64646465] ; [14.64646465 14.35353535],0
p12,1,0.894928,0.017443,[ 2 66] ; [ 1 28],[ 2.10309278 65.89690722] ; [ 0.89690722 28.10309278],0
a6,1,0.93573,0.006502,[32 38] ; [13 16],[31.81818182 38.18181818] ; [13.18181818 15.81818182],0
a1,1,0.958674,0.002685,[ 7 63] ; [ 3 26],[ 7.07070707 62.92929293] ; [ 2.92929293 26.07070707],0
